initialized_type,initialized_id,from_type,from_id,observed_marker_id,quality
static,cam_edge_1,marker,14,14,28.95154035054676
static,cam_edge_3,marker,14,14,42.19341303079386
marker,2,static,cam_edge_1,2,133.0841156254233
marker,1,static,cam_edge_1,1,274.3618216462775
marker,5,static,cam_edge_1,5,12.601496827448807
marker,7,static,cam_edge_1,7,19.165886948640413
marker,6,static,cam_edge_1,6,18.561555899678517
marker,8,static,cam_edge_1,8,9.617602469436285
marker,3,static,cam_edge_3,3,33.89030644550967
moving,moving_frame_000006,marker,2,2,60.217413508399275
moving,moving_frame_000007,marker,2,2,68.30037337169993
moving,moving_frame_000008,marker,2,2,85.14628204172945
moving,moving_frame_000009,marker,2,2,100.32044072699703
moving,moving_frame_000010,marker,2,2,122.47466075984173
moving,moving_frame_000011,marker,2,2,151.74515796614193
moving,moving_frame_000012,marker,2,2,189.6531859459982
moving,moving_frame_000013,marker,2,2,207.98988700440728
moving,moving_frame_000014,marker,2,2,247.88746437002612
moving,moving_frame_000015,marker,2,2,270.35641889657245
moving,moving_frame_000016,marker,2,2,418.3076423992386
moving,moving_frame_000017,marker,2,2,418.3076423992386
moving,moving_frame_000018,marker,1,1,4956.455107767962
moving,moving_frame_000019,marker,1,1,6026.632018713778
moving,moving_frame_000020,marker,1,1,7157.7890702433315
moving,moving_frame_000021,marker,1,1,8495.147170989736
moving,moving_frame_000022,marker,1,1,10026.654729671487
moving,moving_frame_000023,marker,1,1,11494.813609680416
moving,moving_frame_000024,marker,1,1,13335.092116070495
moving,moving_frame_000032,marker,1,1,14301.617992170366
moving,moving_frame_000033,marker,1,1,13315.865556233846
moving,moving_frame_000034,marker,1,1,11958.097919172522
moving,moving_frame_000035,marker,1,1,11085.402418899985
moving,moving_frame_000036,marker,1,1,10134.192839358859
moving,moving_frame_000178,marker,1,1,261.05962473998915
moving,moving_frame_000179,marker,1,1,367.3799169421887
moving,moving_frame_000180,marker,1,1,580.1580927064999
moving,moving_frame_000183,marker,1,1,2490.3709391966377
moving,moving_frame_000000,marker,5,5,347.01085004813757
moving,moving_frame_000001,marker,5,5,347.01085004813757
moving,moving_frame_000002,marker,5,5,2.254302976201317
moving,moving_frame_000003,marker,5,5,2.634476375008275
moving,moving_frame_000004,marker,5,5,2.7159020324469854
moving,moving_frame_000005,marker,5,5,3.460617142942105
moving,moving_frame_000080,marker,5,5,500.3389426730282
moving,moving_frame_000081,marker,5,5,430.37830613695576
moving,moving_frame_000082,marker,5,5,378.65496759307626
moving,moving_frame_000083,marker,5,5,375.5242233617403
moving,moving_frame_000084,marker,5,5,469.77629046824353
moving,moving_frame_000085,marker,5,5,580.0662085972839
moving,moving_frame_000086,marker,5,5,741.6886017589429
static,cam_edge_0,marker,7,7,331.3138837240767
moving,moving_frame_000070,marker,7,7,304.66342890864416
moving,moving_frame_000071,marker,7,7,281.37508879353743
moving,moving_frame_000072,marker,7,7,284.32747337908154
moving,moving_frame_000073,marker,7,7,297.3294403889446
moving,moving_frame_000074,marker,7,7,326.9408936488525
moving,moving_frame_000075,marker,7,7,351.7468487865883
moving,moving_frame_000076,marker,7,7,373.9134660631165
moving,moving_frame_000077,marker,7,7,408.92439515043407
moving,moving_frame_000078,marker,7,7,474.7761316612422
moving,moving_frame_000079,marker,7,7,529.0122172266662
moving,moving_frame_000087,marker,8,8,624.4101669405402
moving,moving_frame_000088,marker,8,8,822.4293805320439
moving,moving_frame_000089,marker,8,8,1084.457717412655
moving,moving_frame_000090,marker,8,8,1526.6386929430619
moving,moving_frame_000091,marker,8,8,2174.0421054619987
moving,moving_frame_000092,marker,8,8,3113.3541264409173
moving,moving_frame_000055,marker,3,3,259.4107039394248
moving,moving_frame_000056,marker,3,3,235.42958044085483
moving,moving_frame_000057,marker,3,3,221.7066152127959
moving,moving_frame_000058,marker,3,3,203.695033075618
moving,moving_frame_000059,marker,3,3,211.0564008147947
moving,moving_frame_000060,marker,3,3,215.46951080967736
moving,moving_frame_000061,marker,3,3,240.67616180931557
moving,moving_frame_000062,marker,3,3,257.11896242249287
moving,moving_frame_000063,marker,3,3,295.70126503974035
moving,moving_frame_000155,marker,3,3,46.609873795215755
moving,moving_frame_000156,marker,3,3,55.24532865251085
moving,moving_frame_000157,marker,3,3,59.72192487116966
moving,moving_frame_000158,marker,3,3,71.9116973720001
moving,moving_frame_000159,marker,3,3,81.24232985887501
moving,moving_frame_000160,marker,3,3,96.30855835366596
moving,moving_frame_000161,marker,3,3,122.60468497017206
moving,moving_frame_000162,marker,3,3,163.18643751443918
marker,0,moving,moving_frame_000178,0,283.32074035603637
marker,4,static,cam_edge_0,4,630.0862009601748
marker,11,moving,moving_frame_000091,11,69.994792432656
marker,12,moving,moving_frame_000092,12,79.13369965039477
static,cam_edge_5,marker,0,0,5.188973769673857
moving,moving_frame_000038,marker,0,0,2115.4814140795575
moving,moving_frame_000039,marker,0,0,1676.4048549917325
moving,moving_frame_000040,marker,0,0,1432.0423750317427
moving,moving_frame_000041,marker,0,0,1183.7333287180534
moving,moving_frame_000042,marker,0,0,1022.1266033475921
moving,moving_frame_000043,marker,0,0,948.884621243645
moving,moving_frame_000044,marker,0,0,860.2433123200151
moving,moving_frame_000045,marker,0,0,810.8440799495424
moving,moving_frame_000046,marker,0,0,798.7369226966591
moving,moving_frame_000047,marker,0,0,800.9759327699437
moving,moving_frame_000048,marker,0,0,831.7413582509012
moving,moving_frame_000049,marker,0,0,870.883790523309
moving,moving_frame_000120,marker,0,0,2.7612157598993345
moving,moving_frame_000121,marker,0,0,2.298499477892284
moving,moving_frame_000163,marker,0,0,21.19209604346263
moving,moving_frame_000164,marker,0,0,24.81654576161016
moving,moving_frame_000165,marker,0,0,26.07943038918037
moving,moving_frame_000166,marker,0,0,31.73005894972501
moving,moving_frame_000167,marker,0,0,33.88776602745919
moving,moving_frame_000168,marker,0,0,41.30270750194854
moving,moving_frame_000169,marker,0,0,45.971121268061786
moving,moving_frame_000170,marker,0,0,61.126610010253664
moving,moving_frame_000171,marker,0,0,64.59594954331882
moving,moving_frame_000174,marker,0,0,104.97642226114513
moving,moving_frame_000175,marker,0,0,125.24059602616904
moving,moving_frame_000177,marker,0,0,205.2734322446671
moving,moving_frame_000181,marker,0,0,551.0586888984056
moving,moving_frame_000182,marker,0,0,707.2965518750283
moving,moving_frame_000184,marker,0,0,1274.4024170452067
moving,moving_frame_000065,marker,4,4,826.3220269635242
moving,moving_frame_000066,marker,4,4,940.7837046425301
moving,moving_frame_000067,marker,4,4,998.2994213464817
moving,moving_frame_000068,marker,4,4,1108.4449003649786
moving,moving_frame_000069,marker,4,4,1254.2571387065434
moving,moving_frame_000093,marker,11,11,134.21621250567893
moving,moving_frame_000096,marker,11,11,419.6792750304451
moving,moving_frame_000097,marker,11,11,614.4277665648273
moving,moving_frame_000129,marker,11,11,8536.123206147431
moving,moving_frame_000130,marker,11,11,8701.670341065399
moving,moving_frame_000131,marker,11,11,8621.51139391323
moving,moving_frame_000132,marker,11,11,8904.928016831876
moving,moving_frame_000133,marker,11,11,8458.758866233129
moving,moving_frame_000134,marker,11,11,7888.217592706849
moving,moving_frame_000135,marker,11,11,7821.492516252304
moving,moving_frame_000136,marker,11,11,7691.801182195193
moving,moving_frame_000138,marker,11,11,7888.147906401325
moving,moving_frame_000094,marker,12,12,146.55684641951285
moving,moving_frame_000095,marker,12,12,205.5789688527188
moving,moving_frame_000098,marker,12,12,342.407497496241
moving,moving_frame_000099,marker,12,12,422.2900041006963
moving,moving_frame_000100,marker,12,12,545.5176351778209
moving,moving_frame_000101,marker,12,12,673.0236730320936
moving,moving_frame_000102,marker,12,12,850.4785977491221
moving,moving_frame_000103,marker,12,12,1039.5802286552632
moving,moving_frame_000104,marker,12,12,1336.155315408498
moving,moving_frame_000105,marker,12,12,1564.8777714986013
moving,moving_frame_000106,marker,12,12,1885.455860521105
moving,moving_frame_000107,marker,12,12,2083.7322210497764
moving,moving_frame_000108,marker,12,12,2325.889317339775
moving,moving_frame_000109,marker,12,12,2564.05751568198
moving,moving_frame_000110,marker,12,12,2693.4860642877784
moving,moving_frame_000111,marker,12,12,2693.9221047682336
moving,moving_frame_000112,marker,12,12,2548.389499894933
moving,moving_frame_000113,marker,12,12,2366.597407132759
moving,moving_frame_000114,marker,12,12,2202.7827001276587
moving,moving_frame_000115,marker,12,12,1910.1901151366794
moving,moving_frame_000116,marker,12,12,2055.6266909834894
moving,moving_frame_000117,marker,12,12,2201.847080985632
moving,moving_frame_000118,marker,12,12,2440.7034713199055
marker,13,static,cam_edge_5,13,741.2206453136474
marker,9,static,cam_edge_5,9,292.85431463876324
marker,10,static,cam_edge_5,10,125.53704690346022
