frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok
0,0,5.5,0.5,2.2,0.0,0.4,-2.716814693,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0000.png,True
2,0,5.42,0.5,2.2,0.0,0.44,-2.9100888158,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0002.png,True
4,0,5.34,0.5,2.2,0.0,0.48,-3.1033629386,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0004.png,True
6,1,5.211111111111111,0.5,2.2,0.0,0.4777777777777778,-3.101868299222222,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0006.png,True
8,1,5.033333333333333,0.5,2.2,0.0,0.43333333333333335,-2.9056048976666666,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0008.png,True
10,1,4.855555555555555,0.5,2.2,0.0,0.3888888888888889,-2.709341496111111,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0010.png,True
12,1,4.677777777777778,0.5,2.2,0.0,0.34444444444444444,-2.5130780945555555,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0012.png,True
14,2,4.5,0.5,2.2,0.0,0.3,-2.316814693,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0014.png,True
16,2,4.388888888888889,0.3888888888888889,2.2,0.0,0.3,-2.5000986843333335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0016.png,True
18,2,4.277777777777778,0.2777777777777778,2.2,0.0,0.3,-2.6833826756666666,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0018.png,True
20,2,4.166666666666667,0.16666666666666669,2.2,0.0,0.3,-2.866666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0020.png,True
22,2,4.055555555555555,0.05555555555555558,2.2,0.0,0.3,-3.0499506583333336,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0022.png,True
24,3,3.857142857142857,0.0,2.2,0.0,0.2857142857142857,-3.195764607285714,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0024.png,True
26,3,3.5714285714285716,0.0,2.2,0.0,0.2571428571428571,-3.304108513857143,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0026.png,True
28,3,3.2857142857142856,0.0,2.2,0.0,0.22857142857142856,-3.4124524204285716,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0028.png,True
30,3,3.0,0.0,2.2,0.0,0.2,-3.5207963270000002,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0030.png,True
32,3,2.7142857142857144,0.0,2.2,0.0,0.17142857142857143,-3.6291402335714285,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0032.png,True
34,3,2.428571428571429,0.0,2.2,0.0,0.14285714285714285,-3.737484140142857,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0034.png,True
36,3,2.142857142857143,0.0,2.2,0.0,0.1142857142857143,-3.845828046714286,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0036.png,True
38,4,1.9583333333333333,0.0,2.2,0.0,0.15833333333333333,-3.8680678910833333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0038.png,True
40,4,1.875,0.0,2.2,0.0,0.275,-3.80420367325,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0040.png,True
42,4,1.7916666666666667,0.0,2.2,0.0,0.3916666666666667,-3.7403394554166667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0042.png,True
44,4,1.7083333333333333,0.0,2.2,0.0,0.5083333333333334,-3.6764752375833334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/bus_real_data/ablation/moving_cam/density/density_stride_2_50pct/raw_images/moving/frame_0044.png,True
