image_name,marker_id,corner_idx,u,v,area_px2
moving_frame_0000.png,6,0,238.0,463.0,13395.0
moving_frame_0000.png,6,1,354.0,463.0,13395.0
moving_frame_0000.png,6,2,344.0,577.0,13395.0
moving_frame_0000.png,6,3,225.0,577.0,13395.0
moving_frame_0001.png,6,0,238.0,463.0,13395.0
moving_frame_0001.png,6,1,354.0,463.0,13395.0
moving_frame_0001.png,6,2,344.0,577.0,13395.0
moving_frame_0001.png,6,3,225.0,577.0,13395.0
moving_frame_0002.png,5,0,831.0,163.0,1190.0
moving_frame_0002.png,5,1,866.0,163.0,1190.0
moving_frame_0002.png,5,2,866.0,197.0,1190.0
moving_frame_0002.png,5,3,831.0,197.0,1190.0
moving_frame_0002.png,6,0,515.0,103.0,1225.0
moving_frame_0002.png,6,1,550.0,103.0,1225.0
moving_frame_0002.png,6,2,550.0,138.0,1225.0
moving_frame_0002.png,6,3,515.0,138.0,1225.0
moving_frame_0002.png,7,0,422.0,103.0,1242.5
moving_frame_0002.png,7,1,458.0,103.0,1242.5
moving_frame_0002.png,7,2,457.0,138.0,1242.5
moving_frame_0002.png,7,3,422.0,138.0,1242.5
moving_frame_0003.png,1,0,852.0,264.0,2964.0
moving_frame_0003.png,1,1,953.0,263.0,2964.0
moving_frame_0003.png,1,2,981.0,291.0,2964.0
moving_frame_0003.png,1,3,872.0,292.0,2964.0
moving_frame_0003.png,5,0,780.0,139.0,1260.5
moving_frame_0003.png,5,1,815.0,138.0,1260.5
moving_frame_0003.png,5,2,816.0,174.0,1260.5
moving_frame_0003.png,5,3,780.0,174.0,1260.5
moving_frame_0003.png,6,0,456.0,79.0,1278.0
moving_frame_0003.png,6,1,492.0,79.0,1278.0
moving_frame_0003.png,6,2,492.0,114.0,1278.0
moving_frame_0003.png,6,3,456.0,115.0,1278.0
moving_frame_0003.png,7,0,359.0,79.0,1332.0
moving_frame_0003.png,7,1,396.0,79.0,1332.0
moving_frame_0003.png,7,2,396.0,115.0,1332.0
moving_frame_0003.png,7,3,359.0,115.0,1332.0
moving_frame_0004.png,1,0,815.0,256.0,3532.5
moving_frame_0004.png,1,1,921.0,254.0,3532.5
moving_frame_0004.png,1,2,952.0,285.0,3532.5
moving_frame_0004.png,1,3,838.0,288.0,3532.5
moving_frame_0004.png,5,0,729.0,115.0,1315.5
moving_frame_0004.png,5,1,765.0,114.0,1315.5
moving_frame_0004.png,5,2,767.0,150.0,1315.5
moving_frame_0004.png,5,3,730.0,151.0,1315.5
moving_frame_0004.png,7,0,295.0,56.0,1424.5
moving_frame_0004.png,7,1,333.0,56.0,1424.5
moving_frame_0004.png,7,2,334.0,93.0,1424.5
moving_frame_0004.png,7,3,295.0,93.0,1424.5
moving_frame_0004.png,6,0,395.0,55.0,1406.0
moving_frame_0004.png,6,1,433.0,55.0,1406.0
moving_frame_0004.png,6,2,434.0,92.0,1406.0
moving_frame_0004.png,6,3,396.0,92.0,1406.0
moving_frame_0005.png,2,0,673.0,310.0,4827.5
moving_frame_0005.png,2,1,743.0,308.0,4827.5
moving_frame_0005.png,2,2,741.0,379.0,4827.5
moving_frame_0005.png,2,3,676.0,382.0,4827.5
moving_frame_0005.png,1,0,781.0,252.0,4164.5
moving_frame_0005.png,1,1,892.0,248.0,4164.5
moving_frame_0005.png,1,2,927.0,283.0,4164.5
moving_frame_0005.png,1,3,807.0,287.0,4164.5
moving_frame_0005.png,5,0,678.0,91.0,1389.0
moving_frame_0005.png,5,1,716.0,90.0,1389.0
moving_frame_0005.png,5,2,717.0,127.0,1389.0
moving_frame_0005.png,5,3,680.0,128.0,1389.0
moving_frame_0005.png,7,0,228.0,33.0,1581.0
moving_frame_0005.png,7,1,268.0,32.0,1581.0
moving_frame_0005.png,7,2,270.0,71.0,1581.0
moving_frame_0005.png,7,3,229.0,72.0,1581.0
moving_frame_0005.png,6,0,333.0,31.0,1521.5
moving_frame_0005.png,6,1,372.0,31.0,1521.5
moving_frame_0005.png,6,2,374.0,69.0,1521.5
moving_frame_0005.png,6,3,334.0,70.0,1521.5
moving_frame_0006.png,2,0,630.0,302.0,5461.0
moving_frame_0006.png,2,1,703.0,298.0,5461.0
moving_frame_0006.png,2,2,708.0,372.0,5461.0
moving_frame_0006.png,2,3,635.0,377.0,5461.0
moving_frame_0006.png,1,0,750.0,250.0,5090.0
moving_frame_0006.png,1,1,867.0,245.0,5090.0
moving_frame_0006.png,1,2,907.0,284.0,5090.0
moving_frame_0006.png,1,3,780.0,291.0,5090.0
moving_frame_0006.png,5,0,628.0,68.0,1446.0
moving_frame_0006.png,5,1,666.0,67.0,1446.0
moving_frame_0006.png,5,2,668.0,105.0,1446.0
moving_frame_0006.png,5,3,630.0,106.0,1446.0
moving_frame_0006.png,7,0,159.0,11.0,1702.5
moving_frame_0006.png,7,1,201.0,10.0,1702.5
moving_frame_0006.png,7,2,204.0,50.0,1702.5
moving_frame_0006.png,7,3,161.0,51.0,1702.5
moving_frame_0006.png,6,0,269.0,8.0,1682.0
moving_frame_0006.png,6,1,310.0,8.0,1682.0
moving_frame_0006.png,6,2,313.0,48.0,1682.0
moving_frame_0006.png,6,3,271.0,49.0,1682.0
moving_frame_0007.png,2,0,588.0,297.0,5965.0
moving_frame_0007.png,2,1,665.0,291.0,5965.0
moving_frame_0007.png,2,2,671.0,368.0,5965.0
moving_frame_0007.png,2,3,594.0,374.0,5965.0
moving_frame_0007.png,1,0,722.0,253.0,6263.5
moving_frame_0007.png,1,1,847.0,245.0,6263.5
moving_frame_0007.png,1,2,893.0,290.0,6263.5
moving_frame_0007.png,1,3,758.0,299.0,6263.5
moving_frame_0007.png,5,0,578.0,45.0,1545.0
moving_frame_0007.png,5,1,617.0,43.0,1545.0
moving_frame_0007.png,5,2,620.0,83.0,1545.0
moving_frame_0007.png,5,3,581.0,84.0,1545.0
moving_frame_0008.png,2,0,548.0,293.0,6580.0
moving_frame_0008.png,2,1,628.0,286.0,6580.0
moving_frame_0008.png,2,2,636.0,367.0,6580.0
moving_frame_0008.png,2,3,556.0,375.0,6580.0
moving_frame_0008.png,1,0,700.0,261.0,7707.0
moving_frame_0008.png,1,1,833.0,250.0,7707.0
moving_frame_0008.png,1,2,886.0,300.0,7707.0
moving_frame_0008.png,1,3,743.0,314.0,7707.0
moving_frame_0008.png,5,0,527.0,22.0,1626.0
moving_frame_0008.png,5,1,567.0,21.0,1626.0
moving_frame_0008.png,5,2,571.0,61.0,1626.0
moving_frame_0008.png,5,3,531.0,63.0,1626.0
moving_frame_0009.png,2,0,510.0,293.0,7146.0
moving_frame_0009.png,2,1,593.0,284.0,7146.0
moving_frame_0009.png,2,2,603.0,368.0,7146.0
moving_frame_0009.png,2,3,519.0,378.0,7146.0
moving_frame_0009.png,1,0,684.0,274.0,9767.5
moving_frame_0009.png,1,1,824.0,259.0,9767.5
moving_frame_0009.png,1,2,888.0,317.0,9767.5
moving_frame_0009.png,1,3,735.0,336.0,9767.5
moving_frame_0010.png,2,0,473.0,295.0,7876.0
moving_frame_0010.png,2,1,561.0,284.0,7876.0
moving_frame_0010.png,2,2,572.0,372.0,7876.0
moving_frame_0010.png,2,3,485.0,384.0,7876.0
moving_frame_0010.png,1,0,675.0,294.0,12398.5
moving_frame_0010.png,1,1,825.0,274.0,12398.5
moving_frame_0010.png,1,2,901.0,339.0,12398.5
moving_frame_0010.png,1,3,736.0,366.0,12398.5
moving_frame_0011.png,1,0,676.0,322.0,16111.0
moving_frame_0011.png,1,1,836.0,296.0,16111.0
moving_frame_0011.png,1,2,926.0,374.0,16111.0
moving_frame_0011.png,1,3,750.0,407.0,16111.0
moving_frame_0011.png,2,0,439.0,301.0,8727.0
moving_frame_0011.png,2,1,531.0,287.0,8727.0
moving_frame_0011.png,2,2,545.0,379.0,8727.0
moving_frame_0011.png,2,3,454.0,395.0,8727.0
moving_frame_0012.png,1,0,688.0,361.0,21289.0
moving_frame_0012.png,1,1,859.0,325.0,21289.0
moving_frame_0012.png,1,2,969.0,414.0,21289.0
moving_frame_0012.png,1,3,782.0,462.0,21289.0
moving_frame_0012.png,2,0,408.0,310.0,9674.5
moving_frame_0012.png,2,1,505.0,293.0,9674.5
moving_frame_0012.png,2,2,521.0,389.0,9674.5
moving_frame_0012.png,2,3,426.0,409.0,9674.5
moving_frame_0013.png,1,0,595.0,378.0,23112.5
moving_frame_0013.png,1,1,767.0,333.0,23112.5
moving_frame_0013.png,1,2,885.0,423.0,23112.5
moving_frame_0013.png,1,3,700.0,482.0,23112.5
moving_frame_0013.png,2,0,289.0,327.0,10429.0
moving_frame_0013.png,2,1,389.0,305.0,10429.0
moving_frame_0013.png,2,2,411.0,403.0,10429.0
moving_frame_0013.png,2,3,312.0,428.0,10429.0
moving_frame_0014.png,1,0,507.0,401.0,25233.5
moving_frame_0014.png,1,1,679.0,344.0,25233.5
moving_frame_0014.png,1,2,808.0,432.0,25233.5
moving_frame_0014.png,1,3,624.0,506.0,25233.5
moving_frame_0014.png,2,0,167.0,351.0,11544.5
moving_frame_0014.png,2,1,272.0,322.0,11544.5
moving_frame_0014.png,2,2,300.0,423.0,11544.5
moving_frame_0014.png,2,3,197.0,455.0,11544.5
moving_frame_0015.png,1,0,422.0,430.0,28077.0
moving_frame_0015.png,1,1,597.0,359.0,28077.0
moving_frame_0015.png,1,2,737.0,447.0,28077.0
moving_frame_0015.png,1,3,555.0,535.0,28077.0
moving_frame_0015.png,2,0,42.0,383.0,12957.5
moving_frame_0015.png,2,1,153.0,346.0,12957.5
moving_frame_0015.png,2,2,188.0,450.0,12957.5
moving_frame_0015.png,2,3,80.0,490.0,12957.5
moving_frame_0016.png,1,0,343.0,466.0,31367.0
moving_frame_0016.png,1,1,516.0,378.0,31367.0
moving_frame_0016.png,1,2,672.0,461.0,31367.0
moving_frame_0016.png,1,3,495.0,569.0,31367.0
moving_frame_0017.png,1,0,200.0,548.0,40150.0
moving_frame_0017.png,1,1,374.0,425.0,40150.0
moving_frame_0017.png,1,2,560.0,498.0,40150.0
