pair,method,root_cam,target_cam,root_marker,target_marker,root_frame,target_frame,translation_error_m,rotation_error_deg,est_x,est_y,est_z,gt_x,gt_y,gt_z,root_static_dist_m,target_static_dist_m,root_moving_dist_m,target_moving_dist_m,root_moving_score,target_moving_score
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,2,4,17,71,0.17542780293250557,5.287367734123419,2.075983118683848,-1.0436620654291333,3.1232254860939763,2.059231906455514,-1.1652968333631528,2.9979286618714744,2.602331886680298,2.5437140555813604,2.1430728361484084,1.3094234602942378,2141.61965946,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,1,4,32,71,0.20029434228249193,5.034528815283843,2.1189594265094867,-1.0046075858802956,3.1015115400028113,2.059231906455514,-1.1652968333631528,2.9979286618714744,1.394257733802751,2.5437140555813604,0.7981680205923121,1.3094234602942378,29996.2239695,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,7,4,80,71,0.20374938744025647,2.236883642514056,1.868045518111857,-1.1009551809882183,3.026594487588716,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9046833363634648,1.3094234602942378,2823.17067937,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,3,4,62,71,0.22362721427171908,4.452436413975882,2.0974356357583677,-1.0297820696359936,3.171667992025173,2.059231906455514,-1.1652968333631528,2.9979286618714744,4.420643217084601,2.5437140555813604,1.9546806722325958,1.3094234602942378,1732.3180588,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,8,4,91,71,0.25928854879169544,2.543069880778917,1.8991389372611425,-1.1305372813929588,3.19890768141298,2.059231906455514,-1.1652968333631528,2.9979286618714744,6.0565977063003755,2.5437140555813604,1.2847717798575204,1.3094234602942378,8432.55774966,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,5,4,86,71,0.2828119822379638,4.411155526414387,1.9288621917838498,-1.0202631606622914,3.2027495313567265,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.376474499708661,2.5437140555813604,1.710035453691913,1.3094234602942378,3090.73014588,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,6,4,82,71,1.5806134627525938,43.40910186633787,3.0912783893474742,-0.3942115018681138,3.9137050468794445,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.616000810218128,2.5437140555813604,1.7116665880282342,1.3094234602942378,4136.08268979,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,3,4,62,71,0.1270215819305623,4.43767584351535,2.0646412153991105,-1.0477828768583421,3.045842038703845,2.059231906455514,-1.1652968333631528,2.9979286618714744,4.420643217084601,2.5437140555813604,1.9546806722325958,1.3094234602942378,1732.3180588,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,7,4,80,71,0.19154083857977566,3.7880040551146235,1.9696433898357708,-1.1813394593282007,3.1664647846637806,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9046833363634648,1.3094234602942378,2823.17067937,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,8,4,91,71,0.3594068953934999,8.342877779545468,1.7301519278171544,-1.0515152523432736,2.9088588244606663,2.059231906455514,-1.1652968333631528,2.9979286618714744,6.0565977063003755,2.5437140555813604,1.2847717798575204,1.3094234602942378,8432.55774966,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,5,4,86,71,0.3964842677905925,9.463322884391472,1.7557361139219398,-0.9220784978299794,2.9208902313297456,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.376474499708661,2.5437140555813604,1.710035453691913,1.3094234602942378,3090.73014588,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,1,4,32,71,0.5341118267094538,8.941603106676594,1.696800923767869,-1.1393162911585644,3.3893928845607686,2.059231906455514,-1.1652968333631528,2.9979286618714744,1.394257733802751,2.5437140555813604,0.7981680205923121,1.3094234602942378,29996.2239695,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,2,4,17,71,0.7118391336911876,9.564672531488831,1.506207313950282,-1.2094694329682298,3.4439415919337906,2.059231906455514,-1.1652968333631528,2.9979286618714744,2.602331886680298,2.5437140555813604,2.1430728361484084,1.3094234602942378,2141.61965946,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,6,4,82,71,1.5900095078536514,42.473476042323824,3.1312806192942704,-0.353651216921665,3.8464999232733046,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.616000810218128,2.5437140555813604,1.7116665880282342,1.3094234602942378,4136.08268979,8734.75206768
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,1,10,32,105,0.11795830223956111,2.576904611208152,2.8559826530383248,-3.167344214919611,8.34673653402157,2.898374813490835,-3.101877728211797,8.2582424386392,1.394257733802751,3.643505041653401,0.7981680205923121,1.3695464681281904,29996.2239695,5328.58959329
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,10,80,105,0.12007095691088371,5.95539978861157,3.01780683970556,-3.114193005586394,8.257076355054151,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,3.643505041653401,1.9046833363634648,1.3695464681281904,2823.17067937,5328.58959329
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,3,10,62,105,0.2210861025442606,1.7173798572342975,2.7942826965193426,-3.1174803882363995,8.452665824379602,2.898374813490835,-3.101877728211797,8.2582424386392,4.420643217084601,3.643505041653401,1.9546806722325958,1.3695464681281904,1732.3180588,5328.58959329
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,8,10,91,105,0.26054308699292,6.4379339367963135,3.088116240247696,-3.101298844566974,8.436793708715324,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,3.643505041653401,1.2847717798575204,1.3695464681281904,8432.55774966,5328.58959329
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,2,12,17,111,0.2687294257936539,7.482593657387266,3.0429370247766405,-3.004872513520028,8.462955065700037,2.898374813490835,-3.101877728211797,8.2582424386392,2.602331886680298,2.858260077066848,2.1430728361484084,1.258904875284309,2141.61965946,9929.6448839
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,2,10,17,105,0.27638992399343437,1.5482660787937612,2.687674644480829,-3.2416007711595665,8.36993084508171,2.898374813490835,-3.101877728211797,8.2582424386392,2.602331886680298,3.643505041653401,2.1430728361484084,1.3695464681281904,2141.61965946,5328.58959329
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,5,10,86,105,0.37005459725460227,7.909281519112211,3.23290502122929,-3.2525053822497725,8.306628954309872,2.898374813490835,-3.101877728211797,8.2582424386392,5.376474499708661,3.643505041653401,1.710035453691913,1.3695464681281904,3090.73014588,5328.58959329
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,1,12,32,111,0.3979181562879735,8.924503847360569,3.2076329666635215,-2.9229286977759306,8.433386660085135,2.898374813490835,-3.101877728211797,8.2582424386392,1.394257733802751,2.858260077066848,0.7981680205923121,1.258904875284309,29996.2239695,9929.6448839
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,3,12,62,111,0.43703173024496966,8.642052582388944,3.14875542535511,-2.8761270118663678,8.536348347445376,2.898374813490835,-3.101877728211797,8.2582424386392,4.420643217084601,2.858260077066848,1.9546806722325958,1.258904875284309,1732.3180588,9929.6448839
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,12,80,111,0.5346672067386703,11.899657310954819,3.3801671516695353,-2.8748012051156024,8.304948085969865,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.858260077066848,1.9046833363634648,1.258904875284309,2823.17067937,9929.6448839
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,8,13,91,128,0.6399603311899155,4.099713240224099,2.695097312061316,-3.6941037161103534,8.390514363728606,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,2.2630546571845818,1.2847717798575204,1.3095772938913153,8432.55774966,6849.27564606
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,8,12,91,111,0.6419487542541217,12.415837439971085,3.4504862437617545,-2.8610812483994845,8.480251958621153,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,2.858260077066848,1.2847717798575204,1.258904875284309,8432.55774966,9929.6448839
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,8,11,91,130,0.6651814978401737,3.8176302959934656,2.663045851587415,-3.7085189041212976,8.396348153399648,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,2.326032331262132,1.2847717798575204,0.9020206749447832,8432.55774966,21301.5717659
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,13,80,128,0.665707894023811,4.1297506502658115,2.6243720480388326,-3.706098467043838,8.203408293660592,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.2630546571845818,1.9046833363634648,1.3095772938913153,2823.17067937,6849.27564606
