method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP01__baseline,0,0,cam_edge_5,37.760832200696925
AP01__baseline,0,1,cam_edge_5,39.04128257661333
AP01__baseline,0,2,cam_edge_5,38.2060190429154
AP01__baseline,0,3,cam_edge_5,36.954593729038194
AP01__baseline,1,0,cam_edge_3,13.739948766437196
AP01__baseline,1,1,cam_edge_3,13.857595018978005
AP01__baseline,1,2,cam_edge_3,16.330632933693202
AP01__baseline,1,3,cam_edge_3,16.04938373899566
AP01__baseline,2,0,cam_edge_1,6.2939980158776745
AP01__baseline,2,1,cam_edge_1,5.745096216773007
AP01__baseline,2,2,cam_edge_1,6.407586080598158
AP01__baseline,2,3,cam_edge_1,5.554225171226066
AP01__baseline,2,0,cam_edge_3,3.296149386590201
AP01__baseline,2,1,cam_edge_3,4.182421624906748
AP01__baseline,2,2,cam_edge_3,0.7815427230330784
AP01__baseline,2,3,cam_edge_3,2.3369922610219134
AP01__baseline,3,0,cam_edge_0,11.591169484601277
AP01__baseline,3,1,cam_edge_0,10.038734635433126
AP01__baseline,3,2,cam_edge_0,10.303724340749566
AP01__baseline,3,3,cam_edge_0,10.931559772369454
AP01__baseline,3,0,cam_edge_3,3.0163991822858636
AP01__baseline,3,1,cam_edge_3,2.7873331110695205
AP01__baseline,3,2,cam_edge_3,1.5905669680209793
AP01__baseline,3,3,cam_edge_3,0.5650722899489439
AP01__baseline,4,0,cam_edge_0,11.626497079507862
AP01__baseline,4,1,cam_edge_0,9.5518844135049
AP01__baseline,4,2,cam_edge_0,8.55960663018879
AP01__baseline,4,3,cam_edge_0,10.358132824727988
AP01__baseline,4,0,cam_edge_3,3.9408468444017757
AP01__baseline,4,1,cam_edge_3,5.596578971703257
AP01__baseline,4,2,cam_edge_3,4.509769879716055
AP01__baseline,4,3,cam_edge_3,2.8701601392328073
AP01__baseline,5,0,cam_edge_1,5.610792866210619
AP01__baseline,5,1,cam_edge_1,5.924183969224631
AP01__baseline,5,2,cam_edge_1,5.597635061104767
AP01__baseline,5,3,cam_edge_1,5.6241700482736094
AP01__baseline,5,0,cam_edge_3,5.917684193365288
AP01__baseline,5,1,cam_edge_3,6.523793216176217
AP01__baseline,5,2,cam_edge_3,6.509519669571399
AP01__baseline,5,3,cam_edge_3,6.035844075887822
AP01__baseline,6,0,cam_edge_1,5.20636452831658
AP01__baseline,6,1,cam_edge_1,4.729736080048572
AP01__baseline,6,2,cam_edge_1,4.772889686622715
AP01__baseline,6,3,cam_edge_1,4.626444059660951
AP01__baseline,6,0,cam_edge_3,2.6826504319194706
AP01__baseline,6,1,cam_edge_3,3.005898827818562
AP01__baseline,6,2,cam_edge_3,3.336247807806542
AP01__baseline,6,3,cam_edge_3,2.728906544946544
AP01__baseline,7,0,cam_edge_0,8.082105884626433
AP01__baseline,7,1,cam_edge_0,8.025891002966766
AP01__baseline,7,2,cam_edge_0,7.466774951174663
AP01__baseline,7,3,cam_edge_0,9.128896083063093
AP01__baseline,7,0,cam_edge_1,5.238281868067663
AP01__baseline,7,1,cam_edge_1,5.348694687013628
AP01__baseline,7,2,cam_edge_1,5.406042997892906
AP01__baseline,7,3,cam_edge_1,5.298198956437617
AP01__baseline,7,0,cam_edge_3,2.275594906937934
AP01__baseline,7,1,cam_edge_3,2.7409460046037935
AP01__baseline,7,2,cam_edge_3,2.3080013774354144
AP01__baseline,7,3,cam_edge_3,1.7413083801158138
AP01__baseline,8,0,cam_edge_1,7.345177592064706
AP01__baseline,8,1,cam_edge_1,7.041619835504361
AP01__baseline,8,2,cam_edge_1,6.935153144964096
AP01__baseline,8,3,cam_edge_1,7.498163151834879
AP01__baseline,8,0,cam_edge_3,5.398878888731903
AP01__baseline,8,1,cam_edge_3,6.0879447004347025
AP01__baseline,8,2,cam_edge_3,4.918527749812383
AP01__baseline,8,3,cam_edge_3,5.206218261445102
