method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,0,0,cam_edge_5,10.094120203321761
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,0,1,cam_edge_5,10.524931038750584
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,0,2,cam_edge_5,11.231398486489608
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,0,3,cam_edge_5,11.40758977852044
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,1,0,cam_edge_3,0.30902067689360485
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,1,1,cam_edge_3,0.39359992474564076
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,1,2,cam_edge_3,0.4901208265931325
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,1,3,cam_edge_3,0.39373881461045696
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,0,cam_edge_1,0.06694738865112028
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,1,cam_edge_1,0.5690746940642767
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,2,cam_edge_1,0.0701385594686687
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,3,cam_edge_1,0.612673035816478
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,0,cam_edge_3,5.6279357682648525
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,1,cam_edge_3,5.588148358177592
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,2,cam_edge_3,6.028579174603102
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,2,3,cam_edge_3,5.183565673750516
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,0,cam_edge_0,9.605825254849117
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,1,cam_edge_0,9.399035789807952
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,2,cam_edge_0,9.971571940553574
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,3,cam_edge_0,10.153727873235791
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,0,cam_edge_3,4.6736659472067155
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,1,cam_edge_3,5.007675833295722
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,2,cam_edge_3,4.149040657363492
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,3,3,cam_edge_3,4.5412503324687945
AP02__combined_nfev_1__ref_mode_auto__static_nfev_1,4,0,cam_edge_0,0.17159682659450212
