scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
shift_left_0_6m,shift,charuco,false,failure,charuco/gray,not_enough_charuco_corners/gray,24,12,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_6m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_6m_camera_2_not_enough_charuco_corners_gray.png
shift_left_0_4m,shift,charuco,true,pose_outlier,charuco/gray,charuco/gray,24,16,0.819605,11.960,5.274,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_4m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_4m_camera_2_charuco_gray.png
shift_left_0_2m,shift,charuco,true,valid,charuco/gray,charuco/gray,24,24,0.737609,3.761,3.715,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_2m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_2m_camera_2_charuco_gray.png
shift_right_0_2m,shift,charuco,true,valid,charuco/gray,charuco/gray,24,24,0.728369,2.837,3.963,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_2m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_2m_camera_2_charuco_gray.png
shift_right_0_4m,shift,charuco,true,valid,charuco/gray,charuco/gray,16,24,0.648909,5.109,3.222,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_4m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_4m_camera_2_charuco_gray.png
shift_right_0_6m,shift,charuco,false,failure,not_enough_charuco_corners/gray,charuco/gray,12,24,,,,camera_1:not_enough_charuco_corners/gray;camera_2:charuco/gray,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_6m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_6m_camera_2_charuco_gray.png
