observer_type,observer_id,frame_id,marker_id,num_corners,mean_reproj_px,median_reproj_px,max_reproj_px
static,cam_edge_0,static,3,4,1.601795297781629,1.6897439683353028,1.8817673610114936
static,cam_edge_0,static,7,4,2.435111348510347,2.3377374452836066,4.293282991490847
static,cam_edge_0,static,4,4,0.5066755448623985,0.4405806523451743,0.8626411347339773
static,cam_edge_1,static,14,4,0.7557133179218621,0.7768928691221697,1.0206238290546497
static,cam_edge_1,static,2,4,1.5536453698473214,1.530919642474978,2.2534285525532427
static,cam_edge_1,static,5,4,0.8889497433451594,0.8216815514697742,1.1146299133017041
static,cam_edge_1,static,7,4,0.8136657095159205,0.6752265923626688,1.5842510161823569
static,cam_edge_1,static,6,4,1.2617681380815844,1.237191573618403,2.3008171777531796
static,cam_edge_1,static,8,4,1.1158281546108895,1.0620214914914883,1.9495229224915247
static,cam_edge_3,static,1,4,1.6710940427815042,1.704524867372978,2.3130831846850137
static,cam_edge_3,static,2,4,1.3965404029727115,1.40803213219771,1.7620015446005857
static,cam_edge_3,static,14,4,0.6853193370538943,0.6983080078454967,1.1522210891217297
static,cam_edge_3,static,19,4,1.1677361477149093,1.3748205068960977,1.7519182498301837
static,cam_edge_3,static,5,4,1.0037167239107,1.1347642077053117,1.3625554315081447
static,cam_edge_3,static,6,4,1.1598413297165413,1.1482317996436344,1.2614859036738137
static,cam_edge_3,static,7,4,0.8896490517033445,0.8998793321385754,1.6469929580950953
static,cam_edge_3,static,8,4,0.9208947077754275,0.9047556907369823,1.658318822893573
static,cam_edge_3,static,20,4,0.8035586942718768,0.8822439306023055,1.1881061096028307
static,cam_edge_5,static,13,4,2.0157573882624913,1.9103698511358602,3.1993902763246758
static,cam_edge_5,static,11,4,1.1843342772347616,1.0329898150324268,1.947067667169307
static,cam_edge_5,static,12,4,1.7827972183295464,1.8806985569910348,2.5418483852836657
static,cam_edge_5,static,9,4,1.7149442067898688,1.3841639685635014,3.7037971218917023
static,cam_edge_5,static,10,4,1.7900291967516002,1.7432718609971096,2.2724518331826236
static,cam_edge_5,static,16,4,0.8534074348028284,0.9965069566376186,1.0634563687768466
static,cam_edge_5,static,0,4,1.0663703111922234,0.8592067103918674,1.7640612548537757
moving,moving_frame_000000,0,13,4,1.0987722046560084,1.066220027923376,1.814121245553979
moving,moving_frame_000000,0,11,4,0.8247733370931492,0.7605115746265998,1.3871611952257337
moving,moving_frame_000000,0,12,4,1.8993865143288755,1.6477429036299192,2.836691030249871
moving,moving_frame_000000,0,9,4,1.171137543182596,1.1639273790319928,1.4460422890264337
moving,moving_frame_000000,0,10,4,1.1055772009911173,0.7195973018468085,2.433864224772423
moving,moving_frame_000001,1,13,4,0.9212489803808175,0.9758253985923009,1.2489346996740012
moving,moving_frame_000001,1,11,4,0.7091591288740784,0.5925719221862207,1.410224307609648
moving,moving_frame_000001,1,12,4,1.7038323706236544,1.7254649138912577,3.006099827365326
moving,moving_frame_000001,1,9,4,1.0575940707336977,0.8899496309599543,1.6775444040324843
moving,moving_frame_000001,1,10,4,0.9363933640197498,0.7643519444362212,1.6984445700851492
moving,moving_frame_000002,2,13,4,0.5948054493255774,0.5187397811583268,1.071853500554524
moving,moving_frame_000002,2,12,4,1.4992353835556578,1.5055826154564684,2.2987295628536812
moving,moving_frame_000002,2,9,4,1.125813829298428,1.1599052109486654,1.209338002056401
moving,moving_frame_000002,2,10,4,1.4024255735223448,1.5501411923376112,1.765804876934381
moving,moving_frame_000003,3,13,4,0.6796492729636808,0.5689815263735145,1.1841231715498421
moving,moving_frame_000003,3,9,4,0.7153404240096989,0.6998505491047196,0.8602168655028366
moving,moving_frame_000003,3,10,4,0.7077898380000576,0.8676916130054788,1.0650949803796335
moving,moving_frame_000004,4,13,4,1.053372536787225,1.131350755218209,1.4355098321815334
moving,moving_frame_000004,4,11,4,1.1136494300902091,1.0739663017843015,1.4961867202328407
moving,moving_frame_000004,4,9,4,0.698255801132534,0.691245262298289,1.1658282341677442
moving,moving_frame_000004,4,10,4,0.6322249636900308,0.5508926891675483,1.1508744825864576
moving,moving_frame_000005,5,13,4,0.4422896087928984,0.46306599175428276,0.6965793772976763
moving,moving_frame_000005,5,9,4,0.7562434262379514,0.7662095599536813,0.9456494761826452
moving,moving_frame_000006,6,13,4,0.7255933753959773,0.6297510435681767,1.2089156937640197
moving,moving_frame_000006,6,11,4,0.7913963314367068,0.7875471085823567,0.9389079785908896
moving,moving_frame_000006,6,9,4,0.7533740537525404,0.7731639252730185,1.2398446753005339
moving,moving_frame_000006,6,10,4,0.4141730926669133,0.4002287227652076,0.619263253187638
moving,moving_frame_000007,7,13,4,0.4724303380220099,0.45385516146461824,0.9048683146456448
moving,moving_frame_000007,7,9,4,0.672367192893359,0.6905194813861634,0.8067332296250472
moving,moving_frame_000007,7,10,4,0.5985521133792823,0.593090403588478,0.8623914872658766
moving,moving_frame_000008,8,11,4,0.7364167348390888,0.7444301786300244,1.2279556404856355
moving,moving_frame_000008,8,9,4,0.517145483435734,0.3850023780504662,1.0062966017334531
moving,moving_frame_000008,8,10,4,0.7579675579056887,0.7276708993587135,1.3212684316348169
moving,moving_frame_000009,9,11,4,0.7380869302737099,0.587078810324814,1.4954473442179599
moving,moving_frame_000009,9,9,4,0.9548098524944364,0.8170476041102825,1.8147421636667609
moving,moving_frame_000009,9,10,4,0.9905489470146083,0.9038742877196865,1.6343100868758322
moving,moving_frame_000010,10,11,4,0.7898202232781837,0.7213644298587958,1.2012629748128105
moving,moving_frame_000010,10,9,4,0.9945028759323532,0.9161388776861843,1.667492635618471
moving,moving_frame_000010,10,10,4,0.7109234527670895,0.825426536955634,1.0556975629846188
moving,moving_frame_000011,11,11,4,1.010834326092998,0.7919986684654176,2.0214314264238253
moving,moving_frame_000011,11,12,4,2.0267029798243485,2.045892885108325,2.6747531826623017
moving,moving_frame_000011,11,9,4,1.1393328842789594,1.1166595057267736,1.4039317847808386
moving,moving_frame_000011,11,10,4,1.5917853024057447,1.6046357940358709,2.1237100214191678
moving,moving_frame_000012,12,12,4,1.5238709587598547,1.645143768416689,1.8354437113074238
moving,moving_frame_000012,12,10,4,0.40867080628229024,0.3881592358178858,0.569950651144255
moving,moving_frame_000013,13,12,4,1.827016618123701,1.903028413826474,2.236114286442316
moving,moving_frame_000013,13,10,4,0.4278056800937886,0.3995260983939665,0.7243268651047073
moving,moving_frame_000014,14,12,4,1.673650259890419,1.5766164731439822,2.6977499855241227
