approach,method,evaluation,entity_type,entity_id,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_ref14_x_m,est_ref14_y_m,est_ref14_z_m,gt_ref14_x_m,gt_ref14_y_m,gt_ref14_z_m
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_0,0.9486054420108114,0.17334915904076034,-0.9445016161062192,-0.08277870203361459,-0.030276530099815346,0.5783629138389378,-1.7353830474484542,2.0870255343432387,0.58780793,-1.734555260428118,2.087328299644237
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_1,1.8246988769490147,0.06897348722687918,1.5300727305311401,-0.1315630531449563,-0.985441319344238,-3.9588665926946884,0.4737708690313637,2.1216882669039996,-3.97416732,0.47508649956281324,2.131542680097442
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_3,2.305028949965394,0.07411040925925157,1.4913205907287175,1.0004351293581237,-1.445078166672431,-3.212442624092713,-1.5532099091277445,2.0397601180126554,-3.22735583,-1.5632142604213257,2.0542108996793798
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_5,217.82515847783165,15.765071467501768,-180.24751091439822,-112.82725662555029,-47.20852293186646,4.056383760856018,-0.7798530266941701,1.6666763407527976,5.85885887,0.34841953956133265,2.138761570071462
