model,registered_images,registered_static_cameras,registered_moving_frames,num_3d_points,static_registered_list,static_missing_list,model_path
0,262,8,254,56934,static_camera_back_left.png;static_camera_back_right.png;static_camera_center_left.png;static_camera_center_right.png;static_camera_front_left.png;static_camera_front_narrow.png;static_camera_front_right.png;static_camera_front_wide.png,static_camera_back_center.png,/workspaces/project/workspace/temporary_runs/IMG_4388_20260810_151035_queue/jobs/IMG_4388_20260810_151035__ap03__multi_markers_auto__single_marker_0__moving_undistorted_pinhole_diag__02/20260810_174200_aruco_mode_high_sensitivity__multi_markers_auto__single_marker_0_8f119e22/04_AP03/colmap/reconstruction/sparse_txt/0
