pair,method,root_cam,target_cam,root_marker,target_marker,root_frame,target_frame,translation_error_m,rotation_error_deg,est_x,est_y,est_z,gt_x,gt_y,gt_z,root_static_dist_m,target_static_dist_m,root_moving_dist_m,target_moving_dist_m,root_moving_score,target_moving_score
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,8,4,91,72,0.149216359903795,5.891219590907624,1.9616172968390486,-1.0561289665263052,3.026551850070141,2.059231906455514,-1.1652968333631528,2.9979286618714744,6.0565977063003755,2.5437140555813604,1.2719123687599185,1.3014807813624056,8794.25372785,9042.47989837
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,1,4,19,72,0.2489527115237113,5.005503546958515,2.112894158354477,-0.9236383849445674,3.0243674516331547,2.059231906455514,-1.1652968333631528,2.9979286618714744,1.394257733802751,2.5437140555813604,0.8993879492767319,1.3014807813624056,17601.2950629,9042.47989837
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,3,4,62,72,0.268063189624185,3.9657738003232352,2.0045951721806268,-0.9541618031755845,3.153796233633409,2.059231906455514,-1.1652968333631528,2.9979286618714744,4.420643217084601,2.5437140555813604,1.902706525043702,1.3014807813624056,1849.55700317,9042.47989837
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,5,4,86,72,0.2989760639838509,7.217521754462638,1.9247749133709382,-0.907291277576309,3.066784576861052,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.376474499708661,2.5437140555813604,1.6905568053592834,1.3014807813624056,3246.16007825,9042.47989837
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,2,4,17,72,0.385760849813596,13.077912732999708,1.94006595686872,-0.9453144875178008,3.291558832706083,2.059231906455514,-1.1652968333631528,2.9979286618714744,2.602331886680298,2.5437140555813604,2.1432567933892175,1.3014807813624056,2200.71691287,9042.47989837
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,7,4,75,72,0.5405281768152916,10.156504155550085,1.555430251701937,-1.0518647511681596,2.8382797804856996,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9537816486620274,1.3014807813624056,2777.71503373,9042.47989837
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,6,4,82,72,1.3967074896639915,35.52412162384075,2.959643676557163,-0.34917936746241135,3.686407229292172,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.616000810218128,2.5437140555813604,1.68700105359166,1.3014807813624056,4341.5561831,9042.47989837
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,3,4,62,72,0.20194630356612006,11.971376664189437,1.933587507812311,-1.0077796449335026,2.984359212257525,2.059231906455514,-1.1652968333631528,2.9979286618714744,4.420643217084601,2.5437140555813604,1.902706525043702,1.3014807813624056,1849.55700317,9042.47989837
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,7,4,75,72,0.41020813588664257,10.51948901192794,1.6565219738528543,-1.1313931183879211,2.9276011207397534,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9537816486620274,1.3014807813624056,2777.71503373,9042.47989837
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,8,4,91,72,0.4194677168557544,15.59630676187235,1.7894164235949923,-1.0122945372053938,2.7155405104497543,2.059231906455514,-1.1652968333631528,2.9979286618714744,6.0565977063003755,2.5437140555813604,1.2719123687599185,1.3014807813624056,8794.25372785,9042.47989837
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,5,4,86,72,0.5278461468400919,17.41742418973742,1.7276650950837777,-0.8360066195976884,2.752463879368961,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.376474499708661,2.5437140555813604,1.6905568053592834,1.3014807813624056,3246.16007825,9042.47989837
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,1,4,19,72,0.5837471196944347,3.1453248789552397,1.5390507895971823,-1.0594209583022318,3.240750828272427,2.059231906455514,-1.1652968333631528,2.9979286618714744,1.394257733802751,2.5437140555813604,0.8993879492767319,1.3014807813624056,17601.2950629,9042.47989837
