frame,image,marker_id,center_u,center_v,corner0_u,corner0_v,corner1_u,corner1_v,corner2_u,corner2_v,corner3_u,corner3_v,pnp_success,tvec_x_m,tvec_y_m,tvec_z_m,distance_m,rvec_x,rvec_y,rvec_z,route_x,route_y,route_z,route_roll,route_pitch,route_yaw
0,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0000.png,11,271.5,480.5,148.0,452.0,335.0,379.0,403.0,499.0,200.0,592.0,True,-0.3198085791860895,0.10014381905565349,0.8115641142382182,0.8780333839526493,2.264435910217652,-0.6653372837278385,0.3056245535100122,-4.5,0.0,2.2,0.0,0.3,0.0
0,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0000.png,13,870.75,383.0,778.0,368.0,877.0,322.0,965.0,394.0,863.0,448.0,True,0.30187046156690717,0.027151681457158947,1.2198452411772744,1.256934923452846,2.2419258087847354,-0.6371230819758242,0.2162979431427951,-4.5,0.0,2.2,0.0,0.3,0.0
1,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0001.png,11,271.5,480.5,148.0,452.0,335.0,379.0,403.0,499.0,200.0,592.0,True,-0.3198085791860895,0.10014381905565349,0.8115641142382182,0.8780333839526493,2.264435910217652,-0.6653372837278385,0.3056245535100122,-4.36,0.0,2.2,0.0,0.32,-0.04000000000000001
1,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0001.png,13,870.75,383.0,778.0,368.0,877.0,322.0,965.0,394.0,863.0,448.0,True,0.30187046156690717,0.027151681457158947,1.2198452411772744,1.256934923452846,2.2419258087847354,-0.6371230819758242,0.2162979431427951,-4.36,0.0,2.2,0.0,0.32,-0.04000000000000001
5,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0005.png,1,782.25,297.0,731.0,287.0,810.0,284.0,837.0,307.0,751.0,310.0,True,0.2846804470289335,-0.12730911714979753,1.8635221412573297,1.8894351905229132,1.911609788890411,-0.12803554906184533,0.09262443487401698,-3.8,0.0,2.2,0.0,0.4,-0.2
6,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0006.png,1,765.25,297.25,710.0,286.0,794.0,282.0,824.0,308.0,733.0,313.0,True,0.23467372307266082,-0.11895985796639687,1.7450690253873038,1.7647915195496502,1.9336056790056242,-0.1642211798047056,0.1136886664765822,-3.66,0.0,2.2,0.0,0.42,-0.24
7,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0007.png,1,751.25,300.25,692.0,288.0,781.0,283.0,815.0,312.0,717.0,318.0,True,0.19390258470831942,-0.10565809457380869,1.6237730164700241,1.6387192115556881,1.9408707732929134,-0.1878260596877878,0.13320959081521141,-3.52,0.0,2.2,0.0,0.43999999999999995,-0.27999999999999997
8,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0008.png,1,741.5,306.5,677.0,293.0,772.0,286.0,810.0,319.0,707.0,328.0,True,0.16562820368318176,-0.0890033201873851,1.5206948759412051,1.532275170644468,1.9604088583814354,-0.22805640421626264,0.152237090067201,-3.38,0.0,2.2,0.0,0.46,-0.32000000000000006
9,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0009.png,1,736.5,317.0,666.0,302.0,766.0,292.0,812.0,331.0,702.0,343.0,True,0.1459994526043357,-0.0669739858131479,1.4103272707887669,1.4194450907544671,1.9811863121817979,-0.2752643705469472,0.18455345546078314,-3.24,0.0,2.2,0.0,0.48,-0.36000000000000004
10,results/bus_real_data/03_moving_camera_sequence_motion_blur_11/images/frame_0010.png,1,737.0,331.75,660.0,315.0,766.0,302.0,820.0,347.0,702.0,363.0,True,0.13564902394808215,-0.04164789279813565,1.3041295884085748,1.3118266608189175,1.9958075883330615,-0.31081116598627817,0.20350540237733974,-3.1,0.0,2.2,0.0,0.5,-0.4
