method,status,camera_count,available_cameras,missing_cameras,pair_count_ok,pair_count_total,pair_coverage,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,failure_reason,note
AP01,PARTIAL_3_OF_4,3,cam_edge_0;cam_edge_1;cam_edge_3,cam_edge_5,3,6,0.5,9.609117794113425,7.288205483244867,14.845608942647859,1.9581498575465333,1.877309392382426,2.1355094683663003,6.396122745096451,1.0503075627343843,cam0-cam1,14.845608942647859,1.877309392382426,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,cam_edge_5: RuntimeError: No relay multichain aggregate row found for cam3_to_cam5 / COLMAP_motion,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.
AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,593.1314519266799,592.9634850895341,1176.4402278055504,71.67034179272116,71.76139094763343,142.27604099938844,236.8851890278687,62.7249465422552,cam3-cam5,1176.4402278055504,141.25426678453934,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
AP03,PARTIAL_3_OF_4,3,cam_edge_0;cam_edge_1;cam_edge_3,cam_edge_5,3,6,0.5,15.128432107313197,14.344206977504676,20.893207434673506,0.788056416231426,0.9928328811828058,1.059879424832758,13.350980784578253,1.1170417649949111,cam0-cam1,20.893207434673506,1.059879424832758,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.
