mode,root_camera,target_camera,root_marker,target_marker,root_frame,target_frame,quality,root_area_px2,target_area_px2,root_distance_m,target_distance_m,root_support_key,target_support_key,translation_deviation_m,rotation_deviation_deg,inlier,pose_support,x_m,y_m,z_m,support_keys
direct,cam_edge_1,cam_edge_0,7,7,,,0.5337500284230629,834.0,2813.0,6.118902976384111,2.852544085963125,,,0.0,0.0,True,True,-0.00997538724571978,-1.6334650308319503,4.779678723604925,
relay,cam_edge_1,cam_edge_0,2,3,103,45,0.6257405743250839,,,,,,,0.03969607109281952,0.543730871571028,True,True,0.05072862594240357,-1.4499723024956523,5.0885228287936,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,103,46,0.6329403631180197,,,,,,,0.012387007258514373,0.8642227047671304,True,True,0.06953552639930116,-1.4333779036753977,5.046819758531328,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,103,47,0.626099880335963,,,,,,,0.017385634228837543,0.817986430417817,True,True,0.05264509871178724,-1.42742037897885,5.067737651071709,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,103,48,0.6265789045547047,,,,,,,0.024350452504874446,1.0360818520093478,True,True,0.04591758257588441,-1.4371925728628425,5.06791596737072,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,103,51,0.6187392598203182,,,,,,,0.04924425417745965,1.1465551685471276,True,True,0.04598935508059743,-1.4334457305378492,5.102793352133704,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,103,52,0.6216162797518057,,,,,,,0.008846979910565045,0.9806521459419484,True,True,0.06000438037844691,-1.4350423531617027,5.057521281725076,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,103,120,0.6270574383827024,,,,,,,0.05059216534825252,0.974246351988252,True,True,0.07663338236039026,-1.3994889231881391,5.019162427473775,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,103,121,0.6182793573551993,,,,,,,0.04000399851809245,0.9371211507981011,True,True,0.061627968452154,-1.397952036821474,5.035027560380017,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,105,45,0.6307572935689031,,,,,,,0.03938128316339676,0.7081914240497221,True,True,0.045799575009443094,-1.4578724091277928,5.076154898420732,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,105,46,0.6380148048757224,,,,,,,0.026475542925562902,1.2055372334780814,True,True,0.06475925448047182,-1.4410987398269683,5.034592966092653,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,105,47,0.6311194802262563,,,,,,,0.020334735070271368,1.1519098169845965,True,True,0.04775574700952978,-1.4352502296005476,5.055449920283646,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,105,48,0.6316023449023938,,,,,,,0.030302516778101758,1.368545658493647,True,True,0.04105250345166267,-1.4450400258648313,5.055565930091022,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,3,105,51,0.6236998477684388,,,,,,,0.042913961406249666,1.3603368276748873,True,True,0.04095116449913516,-1.4414030479354478,5.090454869148608,"[None, None, None, None]"
