marker_id,tx_m,ty_m,tz_m,baseline_m,relative_rotation_deg
0,-0.01145529082285747,-6.1768265087913,7.797095128996835,9.947261401713586,179.9999950954438
1,-0.013398338187194783,-6.437135825018108,7.64129305626203,9.991309059221221,179.99960464287622
2,-0.02153857745083612,-6.246595070277212,7.770011812647796,9.969628751915312,179.28773264406476
5,0.034849078013854506,-6.224720597564061,7.580534597594024,9.808815716552976,179.02246592342487
