marker_id,frame_i,frame_j,frame_gap,metric_translation_m,colmap_translation_raw,scale_ratio,area_i_px,area_j_px,center_i_norm,center_j_norm,dist_i_m,dist_j_m,pair_quality
5,80,84,4,0.19685137883851064,0.24814413003450847,0.7932945212572035,4656.5,3751.5,0.3290444321304096,0.0993213479358106,2.0156333699600655,1.9021286794349666,4179.576503666371
5,80,85,5,0.33721398780481565,0.44637564108353234,0.7554489017058869,4656.5,4299.0,0.3290444321304096,0.16911194561108905,2.0156333699600655,1.8070216893700939,4474.180763000082
5,80,86,6,0.5049634708736155,0.6450033291448088,0.7828850612959345,4656.5,4901.5,0.3290444321304096,0.2526955019215709,2.0156333699600655,1.7193423260373717,4777.429722141394
5,81,84,3,0.18062923220326565,0.23181427533627058,0.779198053878452,4033.5,3751.5,0.2260428560571661,0.0993213479358106,2.012709682359588,1.9021286794349666,3889.9454045011994
5,81,85,4,0.3209333974774629,0.4300584808385173,0.7462552461509769,4033.5,4299.0,0.2260428560571661,0.16911194561108905,2.012709682359588,1.8070216893700939,4164.13454393587
5,81,86,5,0.4884727716573658,0.6286886855671724,0.776970832895918,4033.5,4901.5,0.2260428560571661,0.2526955019215709,2.012709682359588,1.7193423260373717,4446.369333512455
5,82,85,3,0.28137002457070237,0.4128155535837986,0.6815877505777801,3650.5,4299.0,0.13265025982541737,0.16911194561108905,1.9903125239111532,1.8070216893700939,3961.502177205006
5,82,86,4,0.4486119130895985,0.6114445179817781,0.7336919375291018,3650.5,4901.5,0.13265025982541737,0.2526955019215709,1.9903125239111532,1.7193423260373717,4230.003043734129
5,83,86,3,0.44605954302543793,0.5952194063441278,0.7494035615625532,3360.5,4901.5,0.048753471306068975,0.2526955019215709,1.9875564417514713,1.7193423260373717,4058.5084390697034
6,72,75,3,0.3448649769433516,0.3305288305863369,1.0433733612029645,4898.0,4404.0,0.25539432477562307,0.0926149137838657,2.007493522789838,1.7804154399564351,4644.436671976484
6,72,76,4,0.29457194241244683,0.3466712308441375,0.8497155696916934,4898.0,4371.0,0.25539432477562307,0.1799303488923485,2.007493522789838,1.7667663733336938,4627.003133778926
6,72,77,5,0.3296905142556397,0.36393151404526014,0.9059136170731231,4898.0,4389.0,0.25539432477562307,0.2659483217269416,2.007493522789838,1.7581444683212601,4636.520462588297
6,72,78,6,0.3705110196250278,0.3799957081707379,0.9750400113954748,4898.0,4512.0,0.25539432477562307,0.35217109579317574,2.007493522789838,1.7498406740218924,4701.039884961624
6,72,79,7,0.3662369689718342,0.39629493269865845,0.9241525408307952,4898.0,4731.0,0.25539432477562307,0.4386923398330428,2.007493522789838,1.7532815485727393,4813.775856850836
6,72,80,8,0.4148123339840778,0.4136936922071447,1.0027040339217281,4898.0,5185.0,0.25539432477562307,0.5287183305610054,2.007493522789838,1.7292134714836773,5039.457312052558
6,72,81,9,0.4036239164457341,0.4300157160257212,0.9386259650602898,4898.0,5838.0,0.25539432477562307,0.6225010315735139,2.007493522789838,1.7138238815338653,5347.38478136743
6,72,82,10,0.3962102368182307,0.4472806919832143,0.8858201212787871,4898.0,6726.0,0.25539432477562307,0.7219091808226871,2.007493522789838,1.7076897581463508,5739.681872717338
6,73,76,3,0.20263240411913477,0.23580837165125423,0.8593096279839266,4569.5,4371.0,0.12986320481905322,0.1799303488923485,1.9272788581764395,1.7667663733336938,4469.148073179048
6,73,77,4,0.23578257920483314,0.2530699128077123,0.9316894947681338,4569.5,4389.0,0.12986320481905322,0.2659483217269416,1.9272788581764395,1.7581444683212601,4478.340708342767
6,73,78,5,0.2767073980306552,0.269132278773552,1.0281464538242062,4569.5,4512.0,0.12986320481905322,0.35217109579317574,1.9272788581764395,1.7498406740218924,4540.658983011166
6,73,79,6,0.270832029218583,0.28543162327742017,0.9488508179605336,4569.5,4731.0,0.12986320481905322,0.4386923398330428,1.9272788581764395,1.7532815485727393,4649.548849082027
6,73,80,7,0.3222645968470976,0.30282953710850896,1.0641782169736789,4569.5,5185.0,0.12986320481905322,0.5287183305610054,1.9272788581764395,1.7292134714836773,4867.530944945292
6,73,81,8,0.3123642310161014,0.3191566757282547,0.9787175226817543,4569.5,5838.0,0.12986320481905322,0.6225010315735139,1.9272788581764395,1.7138238815338653,5164.953145963669
6,73,82,9,0.30024094939172846,0.33642678504174023,0.892440681720624,4569.5,6726.0,0.12986320481905322,0.7219091808226871,1.9272788581764395,1.7076897581463508,5543.866610949437
6,74,80,6,0.14675649546769545,0.19370401879538207,0.7576326829993171,4349.5,5185.0,0.019646590072673668,0.5287183305610054,1.8518692464071915,1.7292134714836773,4748.91119099947
6,74,81,7,0.1465817194075637,0.21002573154543583,0.6979226703745727,4349.5,5838.0,0.019646590072673668,0.6225010315735139,1.8518692464071915,1.7138238815338653,5039.085333669197
6,74,82,8,0.15296703224337277,0.22729734690042613,0.6729820401748209,4349.5,6726.0,0.019646590072673668,0.7219091808226871,1.8518692464071915,1.7076897581463508,5408.764831271554
6,76,80,4,0.13813328351176873,0.06707574423545028,2.0593626665831875,4371.0,5185.0,0.1799303488923485,0.5287183305610054,1.7667663733336938,1.7292134714836773,4760.633886364294
7,70,73,3,0.25126645978765266,0.33225424200581716,0.7562475599130303,3685.5,3045.5,0.29657044545471933,0.08502009820863846,2.3007585704842506,2.0800641138771128,3350.252266621127
7,70,74,4,0.3109231466813522,0.4413695664898915,0.7044508056005105,3685.5,3019.0,0.29657044545471933,0.19380473286458244,2.3007585704842506,2.0343477472054086,3335.6445404149404
7,70,75,5,0.43009683096986834,0.5518938433750367,0.7793107970541324,3685.5,3252.0,0.29657044545471933,0.30146926313840133,2.3007585704842506,1.9476449155852866,3461.9714036947216
7,70,76,6,0.4103998615183288,0.5680347737459513,0.7224907355792914,3685.5,3361.5,0.29657044545471933,0.3898120992701339,2.3007585704842506,1.9623014584777714,3519.7738918856708
7,70,77,7,0.45341779465908433,0.5853025396551736,0.7746725222245094,3685.5,3639.0,0.29657044545471933,0.48059237217200085,2.3007585704842506,1.934593655586882,3662.1761972903487
7,70,78,8,0.45309731706438405,0.601358345329401,0.7534564383839967,3685.5,4017.5,0.29657044545471933,0.5753293994237094,2.3007585704842506,1.9229718735677261,3847.921029595072
7,70,79,9,0.47282848026332963,0.6176708967770882,0.7655022807946367,3685.5,4523.5,0.29657044545471933,0.6759147451913312,2.3007585704842506,1.9229982806936574,4083.0575859274873
7,70,80,10,0.4878775587646294,0.6350721366252399,0.7682238451795423,3685.5,5295.5,0.29657044545471933,0.785059406949979,2.3007585704842506,1.9063437327204353,4417.755680206863
7,71,74,3,0.21008694581938778,0.3302473671242832,0.6361502520028418,3311.5,3019.0,0.15951557845561565,0.19380473286458244,2.2170426532159793,2.0343477472054086,3161.869462833657
7,71,75,4,0.31855374001543857,0.4407697020762997,0.7227214994924837,3311.5,3252.0,0.15951557845561565,0.30146926313840133,2.2170426532159793,1.9476449155852866,3281.6151511108064
7,71,76,5,0.2918456604173869,0.4569078284041791,0.6387407749976681,3311.5,3361.5,0.15951557845561565,0.3898120992701339,2.2170426532159793,1.9623014584777714,3336.406337663325
7,71,77,6,0.33484346707870927,0.4741625257697983,0.7061786811074834,3311.5,3639.0,0.15951557845561565,0.48059237217200085,2.2170426532159793,1.934593655586882,3471.3899953764917
7,71,78,7,0.33923505268288956,0.49023565978788514,0.6919836325853358,3311.5,4017.5,0.15951557845561565,0.5753293994237094,2.2170426532159793,1.9229718735677261,3647.4581903018434
7,71,79,8,0.35251719924333064,0.5065374444308383,0.6959351240843217,3311.5,4523.5,0.15951557845561565,0.6759147451913312,2.2170426532159793,1.9229982806936574,3870.344978164091
7,71,80,9,0.37098927886744004,0.5239340782792585,0.7080838873582519,3311.5,5295.5,0.15951557845561565,0.785059406949979,2.2170426532159793,1.9063437327204353,4187.606506108233
7,72,75,3,0.28903458673440774,0.3305288305863369,0.8744610454152485,3043.5,3252.0,0.0401583129182386,0.30146926313840133,2.173952244981386,1.9476449155852866,3146.0232039830858
7,72,76,4,0.264939745467984,0.3466712308441375,0.7642392038787327,3043.5,3361.5,0.0401583129182386,0.3898120992701339,2.173952244981386,1.9623014584777714,3198.5504920197836
7,72,77,5,0.30882364212601654,0.36393151404526014,0.8485762573658566,3043.5,3639.0,0.0401583129182386,0.48059237217200085,2.173952244981386,1.934593655586882,3327.956805609111
7,72,78,6,0.3097006220021489,0.3799957081707379,0.8150108418145492,3043.5,4017.5,0.0401583129182386,0.5753293994237094,2.173952244981386,1.9229718735677261,3496.750098305568
