camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 30, 33, 34, 37, 38]",[],16,0,0,,,,,,,,results/beintelli_bus_model/multi_static_8_station_visibility/R3_rear_right_seat_angled_ids_12_17/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,pose_valid,manual_hfov_fallback,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 45]","[12, 13, 14, 15, 16, 17]",21,6,24,0.610079,0.92131586,0.07197536,1.94372163,-0.17114006,2.60240747,-1.19843696,results/beintelli_bus_model/multi_static_8_station_visibility/R3_rear_right_seat_angled_ids_12_17/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,24,0.669522,0.00003547,-0.00301135,1.23072216,1.27548795,1.02942018,-1.14885604,results/beintelli_bus_model/multi_static_8_station_visibility/R3_rear_right_seat_angled_ids_12_17/debug_images/moving_calib_camera_aruco_board_pose.png
