scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
height_0_6m,height,checkerboard,false,failure,SB,checkerboard_not_found,54,0,,,,camera_1:SB;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_6m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_6m_camera_2_checkerboard_not_found.png
height_0_8m,height,checkerboard,true,valid,SB,SB,54,54,0.706730,0.673,0.228,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_8m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_8m_camera_2_SB.png
height_1_0m,height,checkerboard,true,valid,SB,SB,54,54,0.702422,0.242,0.086,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_0m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_0m_camera_2_SB.png
height_1_2m,height,checkerboard,true,valid,SB,SB,54,54,0.700447,0.045,0.036,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_2m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_2m_camera_2_SB.png
height_1_4m,height,checkerboard,true,valid,SB,SB,54,54,0.699970,0.003,0.032,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_4m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_4m_camera_2_SB.png
