image_name,marker_id,corner_idx,u,v,area_px2
moving_frame_0000.png,6,0,417.0,417.0,4095.0
moving_frame_0000.png,6,1,481.0,417.0,4095.0
moving_frame_0000.png,6,2,475.0,480.0,4095.0
moving_frame_0000.png,6,3,409.0,480.0,4095.0
moving_frame_0000.png,7,0,251.0,417.0,4126.5
moving_frame_0000.png,7,1,315.0,417.0,4126.5
moving_frame_0000.png,7,2,304.0,480.0,4126.5
moving_frame_0000.png,7,3,237.0,480.0,4126.5
moving_frame_0001.png,6,0,417.0,417.0,4095.0
moving_frame_0001.png,6,1,481.0,417.0,4095.0
moving_frame_0001.png,6,2,475.0,480.0,4095.0
moving_frame_0001.png,6,3,409.0,480.0,4095.0
moving_frame_0001.png,7,0,251.0,417.0,4126.5
moving_frame_0001.png,7,1,315.0,417.0,4126.5
moving_frame_0001.png,7,2,304.0,480.0,4126.5
moving_frame_0001.png,7,3,237.0,480.0,4126.5
moving_frame_0004.png,1,0,737.0,302.0,1052.0
moving_frame_0004.png,1,1,796.0,301.0,1052.0
moving_frame_0004.png,1,2,813.0,318.0,1052.0
moving_frame_0004.png,1,3,750.0,319.0,1052.0
moving_frame_0005.png,1,0,718.0,300.0,1250.0
moving_frame_0005.png,1,1,780.0,298.0,1250.0
moving_frame_0005.png,1,2,799.0,317.0,1250.0
moving_frame_0005.png,1,3,733.0,319.0,1250.0
moving_frame_0006.png,2,0,634.0,328.0,1646.5
moving_frame_0006.png,2,1,675.0,326.0,1646.5
moving_frame_0006.png,2,2,677.0,366.0,1646.5
moving_frame_0006.png,2,3,637.0,369.0,1646.5
moving_frame_0006.png,1,0,701.0,299.0,1519.5
moving_frame_0006.png,1,1,766.0,296.0,1519.5
moving_frame_0006.png,1,2,788.0,317.0,1519.5
moving_frame_0006.png,1,3,718.0,321.0,1519.5
moving_frame_0007.png,2,0,611.0,325.0,1799.0
moving_frame_0007.png,2,1,653.0,322.0,1799.0
moving_frame_0007.png,2,2,657.0,364.0,1799.0
moving_frame_0007.png,2,3,615.0,368.0,1799.0
moving_frame_0007.png,1,0,686.0,301.0,1866.0
moving_frame_0007.png,1,1,754.0,296.0,1866.0
moving_frame_0007.png,1,2,780.0,320.0,1866.0
moving_frame_0007.png,1,3,706.0,326.0,1866.0
moving_frame_0008.png,2,0,589.0,323.0,1976.0
moving_frame_0008.png,2,1,633.0,319.0,1976.0
moving_frame_0008.png,2,2,637.0,363.0,1976.0
moving_frame_0008.png,2,3,593.0,368.0,1976.0
moving_frame_0008.png,1,0,673.0,305.0,2327.5
moving_frame_0008.png,1,1,747.0,299.0,2327.5
moving_frame_0008.png,1,2,776.0,326.0,2327.5
moving_frame_0008.png,1,3,697.0,334.0,2327.5
moving_frame_0009.png,2,0,568.0,322.0,2161.5
moving_frame_0009.png,2,1,614.0,318.0,2161.5
moving_frame_0009.png,2,2,619.0,364.0,2161.5
moving_frame_0009.png,2,3,573.0,369.0,2161.5
moving_frame_0009.png,1,0,664.0,312.0,2973.0
moving_frame_0009.png,1,1,742.0,304.0,2973.0
moving_frame_0009.png,1,2,777.0,336.0,2973.0
moving_frame_0009.png,1,3,692.0,346.0,2973.0
moving_frame_0010.png,2,0,547.0,324.0,2394.5
moving_frame_0010.png,2,1,596.0,318.0,2394.5
moving_frame_0010.png,2,2,602.0,366.0,2394.5
moving_frame_0010.png,2,3,554.0,373.0,2394.5
moving_frame_0010.png,1,0,659.0,323.0,3824.5
moving_frame_0010.png,1,1,742.0,312.0,3824.5
moving_frame_0010.png,1,2,784.0,349.0,3824.5
moving_frame_0010.png,1,3,693.0,363.0,3824.5
moving_frame_0011.png,1,0,660.0,339.0,4967.0
moving_frame_0011.png,1,1,748.0,324.0,4967.0
moving_frame_0011.png,1,2,799.0,367.0,4967.0
moving_frame_0011.png,1,3,701.0,386.0,4967.0
moving_frame_0011.png,2,0,529.0,327.0,2643.0
moving_frame_0011.png,2,1,579.0,319.0,2643.0
moving_frame_0011.png,2,2,587.0,370.0,2643.0
moving_frame_0011.png,2,3,537.0,379.0,2643.0
moving_frame_0012.png,1,0,667.0,360.0,6494.5
moving_frame_0012.png,1,1,762.0,341.0,6494.5
moving_frame_0012.png,1,2,822.0,391.0,6494.5
moving_frame_0012.png,1,3,718.0,416.0,6494.5
moving_frame_0012.png,2,0,511.0,332.0,2952.0
moving_frame_0012.png,2,1,565.0,323.0,2952.0
moving_frame_0012.png,2,2,573.0,376.0,2952.0
moving_frame_0012.png,2,3,521.0,387.0,2952.0
moving_frame_0012.png,7,0,100.0,101.0,1071.0
moving_frame_0012.png,7,1,135.0,99.0,1071.0
moving_frame_0012.png,7,2,142.0,129.0,1071.0
moving_frame_0012.png,7,3,108.0,132.0,1071.0
moving_frame_0013.png,1,0,615.0,370.0,7057.0
moving_frame_0013.png,1,1,711.0,345.0,7057.0
