scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
height_0_6m,height,aruco,true,valid,aruco/gray,aruco/gray,52,52,0.754301,5.430,6.905,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_0_6m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_0_6m_camera_2_aruco_gray.png
height_0_8m,height,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.875298,17.530,12.440,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_0_8m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_0_8m_camera_2_aruco_gray.png
height_1_0m,height,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.888776,18.878,13.144,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_1_0m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_1_0m_camera_2_aruco_gray.png
height_1_2m,height,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.875142,17.514,12.429,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_1_2m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_1_2m_camera_2_aruco_gray.png
height_1_4m,height,aruco,true,pose_outlier,aruco/gray,aruco/gray,48,48,0.862046,16.205,11.569,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_1_4m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/height/debug_images/height_1_4m_camera_2_aruco_gray.png
