frame,num_detected,detected_ids,image,debug_image,route_x,route_y,route_z,route_roll,route_pitch,route_yaw
44,1,0,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0044.png,,-1.3588235294117648,0.0,2.2,0.0,0.7,-3.8
45,1,0,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0045.png,,-1.311764705882353,0.0,2.2,0.0,0.7,-3.9
46,1,0,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0046.png,,-1.2647058823529411,0.0,2.2,0.0,0.7,-4.0
47,1,0,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0047.png,,-1.2176470588235293,0.0,2.2,0.0,0.7,-4.1
48,1,0,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0048.png,,-1.1705882352941177,0.0,2.2,0.0,0.7,-4.2
49,1,0,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0049.png,,-1.1235294117647059,0.0,2.2,0.0,0.7,-4.3
50,0,,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0050.png,,-1.076470588235294,0.0,2.2,0.0,0.7,-4.4
51,0,,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0051.png,,-1.0294117647058822,0.0,2.2,0.0,0.7,-4.5
52,0,,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0052.png,,-0.9823529411764705,0.0,2.2,0.0,0.7,-4.6
53,0,,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0053.png,,-0.9352941176470587,0.0,2.2,0.0,0.7,-4.7
54,0,,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0054.png,,-0.888235294117647,0.0,2.2,0.0,0.7,-4.8
55,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0055.png,,-0.8411764705882353,0.0,2.2,0.0,0.7,-4.9
56,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0056.png,,-0.7941176470588235,0.0,2.2,0.0,0.7,-5.0
57,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0057.png,,-0.7470588235294118,0.0,2.2,0.0,0.7,-5.1
58,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0058.png,,-0.7,0.0,2.2,0.0,0.7,-5.2
59,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0059.png,,-0.6222222222222222,0.0,2.2,0.0,0.6444444444444444,-5.2
60,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0060.png,,-0.5444444444444444,0.0,2.2,0.0,0.5888888888888889,-5.2
61,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0061.png,,-0.4666666666666667,0.0,2.2,0.0,0.5333333333333333,-5.2
62,1,3,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0062.png,,-0.3888888888888889,0.0,2.2,0.0,0.47777777777777775,-5.2
63,0,,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0063.png,,-0.31111111111111106,0.0,2.2,0.0,0.4222222222222222,-5.2
64,0,,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0064.png,,-0.23333333333333334,0.0,2.2,0.0,0.3666666666666667,-5.2
65,1,4,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0065.png,,-0.15555555555555556,0.0,2.2,0.0,0.3111111111111111,-5.2
66,1,4,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0066.png,,-0.07777777777777783,0.0,2.2,0.0,0.2555555555555556,-5.2
67,1,4,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0067.png,,0.0,0.0,2.2,0.0,0.2,-5.2
68,1,4,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0068.png,,0.08333333333333333,0.0,2.2,0.0,0.23333333333333334,-5.3
69,1,4,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0069.png,,0.16666666666666666,0.0,2.2,0.0,0.26666666666666666,-5.4
70,2,4;7,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0070.png,,0.25,0.0,2.2,0.0,0.30000000000000004,-5.5
71,3,4;6;7,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0071.png,,0.3333333333333333,0.0,2.2,0.0,0.33333333333333337,-5.6
72,3,4;6;7,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0072.png,,0.4166666666666667,0.0,2.2,0.0,0.3666666666666667,-5.7
73,2,6;7,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0073.png,,0.5,0.0,2.2,0.0,0.4,-5.8
74,2,6;7,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0074.png,,0.5125,0.0,2.2,0.0,0.41250000000000003,-5.8999999999999995
75,2,6;7,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0075.png,,0.525,0.0,2.2,0.0,0.42500000000000004,-6.0
76,2,6;7,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0076.png,,0.5375,0.0,2.2,0.0,0.4375,-6.1
77,3,6;7;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0077.png,,0.55,0.0,2.2,0.0,0.45,-6.199999999999999
78,3,6;7;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0078.png,,0.5625,0.0,2.2,0.0,0.4625,-6.3
79,2,6;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0079.png,,0.575,0.0,2.2,0.0,0.475,-6.3999999999999995
80,1,5,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0080.png,,0.5875,0.0,2.2,0.0,0.4875,-6.5
81,3,5;6;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0081.png,,0.6,0.0,2.2,0.0,0.5,-6.6
82,3,5;6;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0082.png,,0.75,0.0,2.2,0.0,0.5,-6.6
83,2,5;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0083.png,,0.8999999999999999,0.0,2.2,0.0,0.5,-6.6
84,2,5;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0084.png,,1.0499999999999998,0.0,2.2,0.0,0.5,-6.6
85,2,5;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0085.png,,1.1999999999999997,0.0,2.2,0.0,0.5,-6.6
86,2,5;8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0086.png,,1.35,0.0,2.2,0.0,0.5,-6.6
87,1,8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0087.png,,1.5,0.0,2.2,0.0,0.5,-6.6
88,1,8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0088.png,,1.65,0.0,2.2,0.0,0.5,-6.6
89,1,8,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0089.png,,1.7999999999999998,0.0,2.2,0.0,0.5,-6.6
90,2,8;11,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0090.png,,1.9499999999999997,0.0,2.2,0.0,0.5,-6.6
91,2,8;11,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0091.png,,2.1,0.0,2.2,0.0,0.5,-6.6
92,2,11;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0092.png,,2.2499999999999996,0.0,2.2,0.0,0.5,-6.6
93,2,11;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0093.png,,2.4,0.0,2.2,0.0,0.5,-6.6
94,2,11;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0094.png,,2.505,0.0,2.2,0.0,0.5,-6.699999999999999
95,2,11;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0095.png,,2.61,0.0,2.2,0.0,0.5,-6.8
96,2,11;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0096.png,,2.715,0.0,2.2,0.0,0.5,-6.8999999999999995
97,2,11;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0097.png,,2.82,0.0,2.2,0.0,0.5,-7.0
98,2,11;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0098.png,,2.925,0.0,2.2,0.0,0.5,-7.1
99,1,12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0099.png,,3.03,0.0,2.2,0.0,0.5,-7.199999999999999
100,1,12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0100.png,,3.135,0.0,2.2,0.0,0.5,-7.3
101,1,12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0101.png,,3.24,0.0,2.2,0.0,0.5,-7.3999999999999995
102,1,12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0102.png,,3.3449999999999998,0.0,2.2,0.0,0.5,-7.5
103,1,12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0103.png,,3.45,0.0,2.2,0.0,0.5,-7.6
104,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0104.png,,3.555,0.0,2.2,0.0,0.5,-7.699999999999999
105,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0105.png,,3.66,0.0,2.2,0.0,0.5,-7.8
106,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0106.png,,3.765,0.0,2.2,0.0,0.5,-7.8999999999999995
107,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0107.png,,3.87,0.0,2.2,0.0,0.5,-8.0
108,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0108.png,,3.975,0.0,2.2,0.0,0.5,-8.1
109,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0109.png,,4.08,0.0,2.2,0.0,0.5,-8.2
110,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0110.png,,4.185,0.0,2.2,0.0,0.5,-8.299999999999999
111,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0111.png,,4.29,0.0,2.2,0.0,0.5,-8.4
112,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0112.png,,4.395,0.0,2.2,0.0,0.5,-8.5
113,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0113.png,,4.5,0.0,2.2,0.0,0.5,-8.6
114,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0114.png,,4.509090909090909,0.0,2.2,0.0,0.5,-8.7
115,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0115.png,,4.5181818181818185,0.0,2.2,0.0,0.5,-8.799999999999999
116,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0116.png,,4.527272727272727,0.0,2.2,0.0,0.5,-8.9
117,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0117.png,,4.536363636363636,0.0,2.2,0.0,0.5,-9.0
118,2,10;12,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0118.png,,4.545454545454545,0.0,2.2,0.0,0.5,-9.1
119,2,0;10,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0119.png,,4.554545454545455,0.0,2.2,0.0,0.5,-9.2
120,2,0;10,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0120.png,,4.5636363636363635,0.0,2.2,0.0,0.5,-9.299999999999999
121,3,0;9;10,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0121.png,,4.572727272727272,0.0,2.2,0.0,0.5,-9.399999999999999
122,2,9;10,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0122.png,,4.581818181818181,0.0,2.2,0.0,0.5,-9.5
123,1,10,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0123.png,,4.590909090909091,0.0,2.2,0.0,0.5,-9.6
124,1,9,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0124.png,,4.6,0.0,2.2,0.0,0.5,-9.7
125,1,9,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0125.png,,4.6,0.0,2.2,0.0,0.55,-9.75
126,1,9,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0126.png,,4.6,0.0,2.2,0.0,0.6,-9.799999999999999
127,1,9,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0127.png,,4.6,0.0,2.2,0.0,0.65,-9.85
128,2,9;13,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0128.png,,4.6,0.0,2.2,0.0,0.7,-9.9
129,3,9;11;13,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0129.png,,4.6,0.0,2.2,0.0,0.75,-9.95
130,3,9;11;13,results/bus_real_data/03_moving_camera_sequence_blur_k3/images/frame_0130.png,,4.6,0.0,2.2,0.0,0.8,-10.0
