mode,root_camera,target_camera,root_marker,target_marker,root_frame,target_frame,quality,translation_deviation_m,rotation_deviation_deg,inlier,x_m,y_m,z_m
direct,cam_edge_3,cam_edge_0,15,15,,,9.120862249691895,0.005698191247243134,1.013089822006727,True,1.996178137438724,-1.2645798844330862,2.958867073057802
direct,cam_edge_3,cam_edge_0,16,16,,,8.012264190536923,0.12767547797821654,0.6753686602794263,True,2.0407138281931854,-1.3184434431516925,3.071412430707137
direct,cam_edge_3,cam_edge_0,19,19,,,13.357486088543828,0.02067691069303668,0.6996224377179582,True,1.9912141146407136,-1.2445076869084342,2.9645652643050453
relay,cam_edge_3,cam_edge_0,2,15,24,182,53.614258561749054,0.30536420003045994,11.281590394968163,True,1.910241551481989,-1.1261103156844225,2.770686956273487
relay,cam_edge_3,cam_edge_0,2,15,24,181,53.189582716776165,0.12184673226451496,6.941023345303494,True,2.016402639153956,-1.2500149522673627,2.8844958426925764
relay,cam_edge_3,cam_edge_0,2,15,24,180,53.129696338653865,0.19924888535425286,6.36790381292523,True,2.0784433615033095,-1.1029400486157448,2.9660092261441213
relay,cam_edge_3,cam_edge_0,2,15,24,179,52.90079775716763,0.2648052226055761,9.173607813735245,True,1.9958560851779603,-1.5311558860814238,2.8868623997427054
relay,cam_edge_3,cam_edge_0,2,15,24,178,52.5575867458388,0.15047592399397203,7.446106022058027,True,2.008092813231629,-1.3877695546282758,2.8828299266353317
relay,cam_edge_3,cam_edge_0,2,15,24,177,51.944445831412914,0.16808434080741336,8.353450079554916,True,1.9766433854302354,-1.3409726466767258,2.8451895318438956
relay,cam_edge_3,cam_edge_0,2,15,24,176,51.105221241683395,0.12909447391967788,6.990512486075685,True,2.0162184428233494,-1.3726345612977382,2.897108398513333
relay,cam_edge_3,cam_edge_0,2,15,24,173,48.00915817693265,0.17916924847729077,8.792547378985471,True,1.9710374630818777,-1.3373570360057523,2.833887662928678
relay,cam_edge_3,cam_edge_0,2,15,23,182,52.50135744664229,0.35261408049426984,13.057155404375232,True,1.902316485329568,-1.1554624074698114,2.698386863705242
relay,cam_edge_3,cam_edge_0,2,15,23,181,52.08549683541706,0.192452619160469,9.009527146547573,True,2.0105889928942204,-1.2825326226912757,2.806577540935915
relay,cam_edge_3,cam_edge_0,2,15,23,180,52.026853552299336,0.1967578096010303,7.937035471883136,True,2.0775098840392254,-1.1375826350847624,2.888036767649106
relay,cam_edge_3,cam_edge_0,2,15,23,179,51.802706346536944,0.33454577337009034,11.088600970993358,True,1.9861356233903127,-1.5633686583764974,2.8055098710822075
relay,cam_edge_3,cam_edge_0,2,15,23,178,51.46661955789572,0.23428231088861987,9.546751209849566,True,2.0002655724994605,-1.4201188560194833,2.803169558440155
relay,cam_edge_3,cam_edge_0,2,15,23,177,50.86620595194499,0.25106131842627266,10.449732259991013,True,1.968198090609015,-1.372326436463383,2.7673452976509116
relay,cam_edge_3,cam_edge_0,2,15,23,176,50.044401615834374,0.213548418006614,9.117054482545859,True,2.0090966402585257,-1.4053162315859027,2.8173774150927713
relay,cam_edge_3,cam_edge_0,2,15,23,173,47.01260526164969,0.2615156091088099,10.87211041839298,True,1.962255288109212,-1.368462353202722,2.756300696893997
relay,cam_edge_3,cam_edge_0,2,15,22,182,51.39459805598356,0.33915813439071923,12.74157662314581,True,1.909494688792345,-1.1465111919055122,2.7157497790890996
relay,cam_edge_3,cam_edge_0,2,15,22,181,50.9875040302156,0.17436732771082752,8.597803172643808,True,2.0177551111253758,-1.2725977521954013,2.825097199730542
relay,cam_edge_3,cam_edge_0,2,15,22,180,50.930096981882,0.1974945397454684,7.657001238120163,True,2.0832981675407454,-1.1269958394406956,2.906514034312732
relay,cam_edge_3,cam_edge_0,2,15,22,179,50.710674930609564,0.31465495540701,10.613048561647496,True,1.9949080463443305,-1.5535709158309945,2.8248159775783037
relay,cam_edge_3,cam_edge_0,2,15,22,178,50.38167304848305,0.21234533038928308,9.082216417099021,True,2.0082380728507454,-1.4102513614255594,2.822085754367847
relay,cam_edge_3,cam_edge_0,2,15,22,177,49.79391651330122,0.2291632258586651,10.008855509801247,True,1.9761419131048572,-1.362763157885475,2.7858846013887213
