method,status,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,note
AP01,OK,52.13701733822162,55.85186582389216,86.65444796336395,6.884531501479195,7.197328477459601,11.415609471138922,40.95461283380366,3.395090240659069,cam1-cam5,86.65444796336395,11.415609471138922,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.
AP02,OK,65.36561150351761,67.09054484832365,93.14885978019525,5.34258053237093,4.727351496146264,8.13511687288542,37.06732144413384,5.713823677427283,cam3-cam5,93.14885978019525,7.207446754254879,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,
AP03,OK,10.852811584509857,9.808988010128035,18.69629239405125,0.23752222409703086,0.23439597752703187,0.3950439357165407,10.639332513721444,0.2153071501502417,cam1-cam5,18.69629239405125,0.15540676860287178,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,
