method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP02,0,0,cam_edge_1,3.8130775446186393
AP02,0,1,cam_edge_1,1.2247945667014764
AP02,0,2,cam_edge_1,4.478993151315724
AP02,0,3,cam_edge_1,3.2383995260336733
AP02,2,0,cam_edge_1,0.4415678717775202
AP02,2,1,cam_edge_1,1.4373095377330267
AP02,2,2,cam_edge_1,2.47676556606259
AP02,2,3,cam_edge_1,2.3309670516384218
AP02,2,0,cam_edge_3,2.8947009001210127
AP02,2,1,cam_edge_3,1.7352297145918474
AP02,2,2,cam_edge_3,2.5073425903586397
AP02,2,3,cam_edge_3,1.2444073580975545
AP02,3,0,cam_edge_1,1.9630985514149575
AP02,3,1,cam_edge_1,0.6530875688610429
AP02,3,2,cam_edge_1,1.8355829076981396
AP02,3,3,cam_edge_1,0.9455733127483961
AP02,3,0,cam_edge_3,1.219011394833849
AP02,3,1,cam_edge_3,2.5707019122407293
AP02,3,2,cam_edge_3,4.487779408436328
AP02,3,3,cam_edge_3,3.446892453500182
AP02,4,0,cam_edge_1,0.9682764788394158
AP02,4,1,cam_edge_1,3.0010862828558538
AP02,4,2,cam_edge_1,1.6799662747941988
AP02,4,3,cam_edge_1,1.441864430076972
AP02,5,0,cam_edge_5,78.1272508433456
AP02,5,1,cam_edge_5,79.92016377857688
AP02,5,2,cam_edge_5,81.14902288385227
AP02,5,3,cam_edge_5,79.2020748788405
AP02,6,0,cam_edge_1,0.7760833077242855
AP02,6,1,cam_edge_1,1.098658168603029
AP02,6,2,cam_edge_1,0.9675871224087523
AP02,6,3,cam_edge_1,1.248707112764502
AP02,7,0,cam_edge_5,3.3220319131391345
AP02,7,1,cam_edge_5,4.889447010932553
AP02,7,2,cam_edge_5,3.149233092347236
AP02,7,3,cam_edge_5,2.3132361383945996
AP02,8,0,cam_edge_5,13.530732085566973
AP02,8,1,cam_edge_5,11.567730504520611
AP02,8,2,cam_edge_5,10.087588482771885
AP02,8,3,cam_edge_5,13.01157167559115
AP02,12,0,cam_edge_5,5.153395555178204
AP02,12,1,cam_edge_5,2.8206050244027696
AP02,12,2,cam_edge_5,4.028644456395581
AP02,12,3,cam_edge_5,5.874285425367743
AP02,15,0,cam_edge_0,0.6212689636054121
AP02,15,1,cam_edge_0,2.2244668464415316
AP02,15,2,cam_edge_0,2.68429477718346
AP02,15,3,cam_edge_0,1.8455654118282157
AP02,15,0,cam_edge_3,2.383388777448237
AP02,15,1,cam_edge_3,2.571839082226601
AP02,15,2,cam_edge_3,3.604236771965235
AP02,15,3,cam_edge_3,2.785908446928872
AP02,16,0,cam_edge_0,5.414105449464416
AP02,16,1,cam_edge_0,2.5139249331334828
AP02,16,2,cam_edge_0,0.9755945294051793
AP02,16,3,cam_edge_0,3.7814275795267465
AP02,16,0,cam_edge_3,8.812359469058652
AP02,16,1,cam_edge_3,8.911439296158534
AP02,16,2,cam_edge_3,7.865623732114862
AP02,16,3,cam_edge_3,8.7891418884959
AP02,17,0,cam_edge_5,64.8754150654083
AP02,17,1,cam_edge_5,56.51433441565479
AP02,17,2,cam_edge_5,50.8289729109287
AP02,17,3,cam_edge_5,57.57145773315237
AP02,19,0,cam_edge_0,1.9529441107515382
AP02,19,1,cam_edge_0,1.2841881016442962
AP02,19,2,cam_edge_0,0.7715420149120461
AP02,19,3,cam_edge_0,1.555967379499976
AP02,19,0,cam_edge_3,1.3181663003287603
AP02,19,1,cam_edge_3,1.831653403905605
AP02,19,2,cam_edge_3,0.6290968716459379
AP02,19,3,cam_edge_3,0.9958858306759983
AP02,20,0,cam_edge_1,1.6305048263706798
AP02,20,1,cam_edge_1,2.1709796701263486
AP02,20,2,cam_edge_1,1.2964172679622088
AP02,20,3,cam_edge_1,1.214539871713566
AP03,2,0,cam_edge_3,1.3508562262186126
AP03,2,1,cam_edge_3,1.266326967528463
AP03,2,2,cam_edge_3,0.02073550022794589
AP03,2,3,cam_edge_3,0.7752506823463746
AP03,3,0,cam_edge_3,1.5108862894445438
AP03,3,1,cam_edge_3,4.183838106882725
AP03,3,2,cam_edge_3,4.438423947404292
AP03,3,3,cam_edge_3,2.281186260953156
