method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP01__root_cam_edge_1,0,0,cam_edge_5,38.6936838904464
AP01__root_cam_edge_1,0,1,cam_edge_5,38.83780066531271
AP01__root_cam_edge_1,0,2,cam_edge_5,38.188668603111445
AP01__root_cam_edge_1,0,3,cam_edge_5,38.13690404837313
AP01__root_cam_edge_1,1,0,cam_edge_3,466.4378465739717
AP01__root_cam_edge_1,1,1,cam_edge_3,546.851833988066
AP01__root_cam_edge_1,1,2,cam_edge_3,676.8044086264615
AP01__root_cam_edge_1,1,3,cam_edge_3,569.7208108064406
AP01__root_cam_edge_1,2,0,cam_edge_1,1.0119379024077138
AP01__root_cam_edge_1,2,1,cam_edge_1,1.1743827095213895
AP01__root_cam_edge_1,2,2,cam_edge_1,0.45867651080214655
AP01__root_cam_edge_1,2,3,cam_edge_1,1.3858100876235262
AP01__root_cam_edge_1,2,0,cam_edge_3,189.5963718038788
AP01__root_cam_edge_1,2,1,cam_edge_3,208.31369335398608
AP01__root_cam_edge_1,2,2,cam_edge_3,214.18975352131937
AP01__root_cam_edge_1,2,3,cam_edge_3,196.4160231972674
AP01__root_cam_edge_1,3,0,cam_edge_0,25.757802786654306
AP01__root_cam_edge_1,3,1,cam_edge_0,24.740656300590782
AP01__root_cam_edge_1,3,2,cam_edge_0,25.382860223284712
AP01__root_cam_edge_1,3,3,cam_edge_0,25.44756524059406
AP01__root_cam_edge_1,3,0,cam_edge_3,48.037670052717615
AP01__root_cam_edge_1,3,1,cam_edge_3,43.614048722003474
AP01__root_cam_edge_1,3,2,cam_edge_3,48.111174210547716
AP01__root_cam_edge_1,3,3,cam_edge_3,53.29163299083738
AP01__root_cam_edge_1,4,0,cam_edge_0,26.228232799703534
AP01__root_cam_edge_1,4,1,cam_edge_0,24.552630107524962
AP01__root_cam_edge_1,4,2,cam_edge_0,23.825393001601757
AP01__root_cam_edge_1,4,3,cam_edge_0,24.96950215507239
AP01__root_cam_edge_1,4,0,cam_edge_3,9.08250193860054
AP01__root_cam_edge_1,4,1,cam_edge_3,7.708764930242037
AP01__root_cam_edge_1,4,2,cam_edge_3,13.569146452788893
AP01__root_cam_edge_1,4,3,cam_edge_3,14.580149583499809
AP01__root_cam_edge_1,5,0,cam_edge_1,10.647213952448968
AP01__root_cam_edge_1,5,1,cam_edge_1,11.133243065355803
AP01__root_cam_edge_1,5,2,cam_edge_1,10.894777497550153
AP01__root_cam_edge_1,5,3,cam_edge_1,10.707633890737016
AP01__root_cam_edge_1,5,0,cam_edge_3,30.132668869515655
AP01__root_cam_edge_1,5,1,cam_edge_3,32.682484267121154
AP01__root_cam_edge_1,5,2,cam_edge_3,33.320870050687894
AP01__root_cam_edge_1,5,3,cam_edge_3,32.204019732822076
AP01__root_cam_edge_1,6,0,cam_edge_1,14.135644352061975
AP01__root_cam_edge_1,6,1,cam_edge_1,14.046565859316589
AP01__root_cam_edge_1,6,2,cam_edge_1,14.175715250185547
AP01__root_cam_edge_1,6,3,cam_edge_1,13.973183798089716
AP01__root_cam_edge_1,6,0,cam_edge_3,12.040792038342687
AP01__root_cam_edge_1,6,1,cam_edge_3,12.726461482231898
AP01__root_cam_edge_1,6,2,cam_edge_3,15.66180837584549
AP01__root_cam_edge_1,6,3,cam_edge_3,14.572021031641764
AP01__root_cam_edge_1,7,0,cam_edge_0,21.539715698194552
AP01__root_cam_edge_1,7,1,cam_edge_0,21.141769111640162
AP01__root_cam_edge_1,7,2,cam_edge_0,21.25826497658344
AP01__root_cam_edge_1,7,3,cam_edge_0,23.350077501039344
AP01__root_cam_edge_1,7,0,cam_edge_1,14.987294315447723
AP01__root_cam_edge_1,7,1,cam_edge_1,15.084933890577041
AP01__root_cam_edge_1,7,2,cam_edge_1,14.926751881571139
AP01__root_cam_edge_1,7,3,cam_edge_1,15.948837122475062
AP01__root_cam_edge_1,7,0,cam_edge_3,12.711762613340325
AP01__root_cam_edge_1,7,1,cam_edge_3,12.41228401225753
AP01__root_cam_edge_1,7,2,cam_edge_3,14.013504582372686
AP01__root_cam_edge_1,7,3,cam_edge_3,15.03133466045782
AP01__root_cam_edge_1,8,0,cam_edge_1,12.782652204950066
AP01__root_cam_edge_1,8,1,cam_edge_1,13.371953520371122
AP01__root_cam_edge_1,8,2,cam_edge_1,12.878799939457172
AP01__root_cam_edge_1,8,3,cam_edge_1,13.499650978353465
AP01__root_cam_edge_1,8,0,cam_edge_3,11.472014230804973
AP01__root_cam_edge_1,8,1,cam_edge_3,12.699055107015136
AP01__root_cam_edge_1,8,2,cam_edge_3,13.112076678599497
AP01__root_cam_edge_1,8,3,cam_edge_3,12.80385480036924
AP01__root_cam_edge_1,9,0,cam_edge_5,113.81851160057938
AP01__root_cam_edge_1,9,1,cam_edge_5,120.16653568742979
AP01__root_cam_edge_1,9,2,cam_edge_5,123.58768419756501
AP01__root_cam_edge_1,9,3,cam_edge_5,117.37758236608327
AP01__root_cam_edge_1,10,0,cam_edge_5,53.42875628708195
AP01__root_cam_edge_1,10,1,cam_edge_5,61.186220797522594
AP01__root_cam_edge_1,10,2,cam_edge_5,62.86867906678351
AP01__root_cam_edge_1,10,3,cam_edge_5,55.22076369727985
AP01__root_cam_edge_1,11,0,cam_edge_5,163.01424806579843
AP01__root_cam_edge_1,11,1,cam_edge_5,177.72519710779974
AP01__root_cam_edge_1,11,2,cam_edge_5,197.54731413725256
AP01__root_cam_edge_1,11,3,cam_edge_5,179.99208177114065
AP01__root_cam_edge_1,12,0,cam_edge_5,95.00425314509503
AP01__root_cam_edge_1,12,1,cam_edge_5,89.13885470947662
AP01__root_cam_edge_1,12,2,cam_edge_5,94.93188202796455
AP01__root_cam_edge_1,12,3,cam_edge_5,101.85699938940998
AP01__root_cam_edge_1,13,0,cam_edge_5,225.34785415065375
AP01__root_cam_edge_1,13,1,cam_edge_5,241.29681471477215
AP01__root_cam_edge_1,13,2,cam_edge_5,272.6718856188287
AP01__root_cam_edge_1,13,3,cam_edge_5,253.37719048041998
AP01__root_cam_edge_1,14,0,cam_edge_1,7.9080442494606045
AP01__root_cam_edge_1,14,1,cam_edge_1,8.551607550862812
AP01__root_cam_edge_1,14,2,cam_edge_1,7.899172459749423
AP01__root_cam_edge_1,14,3,cam_edge_1,7.315151063929497
AP01__root_cam_edge_1,14,0,cam_edge_3,70.37456342033441
AP01__root_cam_edge_1,14,1,cam_edge_3,63.57635238536038
AP01__root_cam_edge_1,14,2,cam_edge_3,66.48212023731683
AP01__root_cam_edge_1,14,3,cam_edge_3,74.08660176409607
AP01__root_cam_edge_1,16,0,cam_edge_5,19.59437167762386
