marker_id,reference_marker_id,coordinate_frame,entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
0,3,marker_3_reference_frame,marker,0,ba_with_moving,0.3447530563650299,-0.12354532950852501,-0.27267374676870415,-68.44849394997328,2.216118587328143,-3.2353538631479464,-1.1930699989198894,0.06767258820560473,-0.026479143918810222
2,3,marker_3_reference_frame,marker,2,ba_with_moving,1.1100520029130987,-0.3337627050814997,2.3698233370804678,5.07169715141321,3.906307676874931,-2.9086006502798942,0.09019503970202421,0.06587368601338699,-0.05372936278271062
3,3,marker_3_reference_frame,marker,3,ba_with_moving,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
4,3,marker_3_reference_frame,marker,4,ba_with_moving,1.2708915346499596,-0.25840758902877026,3.66765501481572,-71.16579846754335,2.6686467899262185,-3.045013964900128,-1.2402950828526202,0.07340740820909447,-0.017200472622344632
5,3,marker_3_reference_frame,marker,5,ba_with_moving,0.008413331242178893,-0.36624877787575105,3.0863167996562444,162.0289051177181,-2.1187494571547694,176.24781057235364,-0.10972135148712846,-3.07487690501956,-0.48812684271962187
6,3,marker_3_reference_frame,marker,6,ba_with_moving,1.9107007554058777,1.0523039382061818,1.516127260588307,79.40990464084386,-73.25559633139491,-80.84910342782491,0.20501360126683643,-1.5088677417035243,-0.2438975334977444
7,3,marker_3_reference_frame,marker,7,ba_with_moving,0.05324538278803021,1.3925689573802837,-1.5004981188288118,142.5553683032424,-1.4774683259417507,177.97919708731052,-0.06519048541447672,-2.962079276615194,-1.0046455840646349
8,3,marker_3_reference_frame,marker,8,ba_with_moving,1.9004618481312594,1.5884161109713049,-0.05563246936146347,80.91943842576936,-71.16827740980801,-84.48015797077028,0.20636803906537027,-1.5134037832385314,-0.3024769334175353
9,3,marker_3_reference_frame,marker,9,ba_with_moving,1.8216844368743441,1.6584356753172487,-1.7852746643831332,69.02662138163545,-71.04734383235788,-81.12475462992838,0.08607392687695234,-1.4648302266076636,-0.41055765388574245
10,3,marker_3_reference_frame,marker,10,ba_with_moving,1.8849142995444492,1.914078897198945,-0.9521637702661453,77.50407030375523,-74.24409992851741,-81.10437371642388,0.1619937454813868,-1.5088560194691956,-0.2593382578208976
12,3,marker_3_reference_frame,marker,12,ba_with_moving,0.5622187026569466,1.857739232577599,-2.5963940863869612,-72.36901820932721,1.5614980558854663,-3.8650114431360736,-1.261570029909539,0.06611193222816707,-0.04102736153596212
15,3,marker_3_reference_frame,marker,15,ba_with_moving,-0.6604409537064813,1.3086520278204496,0.7701803541548837,100.98934349686749,72.0113604419453,97.89847194081605,0.2870991713380201,1.6080800576443968,0.2025261012790081
16,3,marker_3_reference_frame,marker,16,ba_with_moving,-0.7228435344278692,0.2674263976651869,0.5150916347006423,100.00620851801521,71.49278465962142,96.87660499634899,0.2951809167026037,1.6030919276874607,0.2096418405948842
17,3,marker_3_reference_frame,marker,17,ba_with_moving,1.8600072281159106,2.435332601866685,-2.347596517359516,83.94489121327105,-71.66560818875601,-87.89417609620624,0.1962931477360015,-1.532852362170013,-0.30322007463667683
18,3,marker_3_reference_frame,marker,18,ba_with_moving,1.9425258980301578,0.5570737165895404,3.038246615581796,86.62665157313432,-71.12893765649902,-89.73390076617342,0.21588347116297135,-1.5444650585765505,-0.30010764870550977
19,3,marker_3_reference_frame,marker,19,ba_with_moving,-0.20056973164376887,1.003131355520151,1.7702201941259796,91.77424972464146,71.14199300968653,88.0635322780689,0.30867018687153946,1.5542607092580047,0.20795078824534063
20,3,marker_3_reference_frame,marker,20,ba_with_moving,1.4858893757879825,0.48587158347986537,0.1934912928645905,17.387344615330047,5.528608092627497,-8.466904832373615,0.30980701997203014,0.07318401693859311,-0.16116794027688292
