initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_bottleneck,pnp_reprojection_rmse_px,area_px2,distance_m
observer,moving_frame_000076,marker,3,3,moving_frame_000076,76,71.46809052482351,71.46809052482351,0.18009212111572517,20229.0,2.0421442387689273
observer,moving_frame_000074,marker,3,3,moving_frame_000074,74,56.59471078462872,56.59471078462872,0.3745327332305581,22986.0,2.0104411555705144
observer,moving_frame_000079,marker,3,3,moving_frame_000079,79,51.51739489120816,51.51739489120816,0.3405631772148372,18658.0,2.1767480171277658
marker,0,observer,moving_frame_000074,0,moving_frame_000074,74,46.12813930378044,46.12813930378044,0.36990226107376434,16656.0,2.2226982574732235
marker,15,observer,moving_frame_000079,15,moving_frame_000079,79,82.26223252275031,51.51739489120816,0.18052329641987402,25040.0,1.9051759639040702
observer,moving_frame_000073,marker,0,0,moving_frame_000073,73,64.30913297480743,46.12813930378044,0.19403861123466773,18129.0,2.1565277825468447
observer,moving_frame_000075,marker,0,0,moving_frame_000075,75,54.351292643761234,46.12813930378044,0.25611019948418196,16338.0,2.221611775343691
observer,moving_frame_000077,marker,0,0,moving_frame_000077,77,50.04881396053835,46.12813930378044,0.29886696044805067,16366.5,2.2956705117156795
observer,moving_frame_000072,marker,0,0,moving_frame_000072,72,45.78730096995722,45.78730096995722,0.45197611374341173,20050.0,2.151723195661931
observer,moving_frame_000159,marker,0,0,moving_frame_000159,159,45.544847219594736,45.544847219594736,0.28874093969430004,13651.5,2.3858293344206256
observer,moving_frame_000156,marker,0,0,moving_frame_000156,156,40.65869983911502,40.65869983911502,0.2063227885835118,9286.0,2.652574418650267
observer,moving_frame_000160,marker,0,0,moving_frame_000160,160,40.495699322819085,40.495699322819085,0.42090448151334814,15578.5,2.3304956471888105
observer,moving_frame_000158,marker,0,0,moving_frame_000158,158,37.53181099684627,37.53181099684627,0.3730392336069356,12240.5,2.4449406919319157
observer,moving_frame_000157,marker,0,0,moving_frame_000157,157,37.44096250829737,37.44096250829737,0.30479986286157584,10241.0,2.520419012718442
observer,moving_frame_000152,marker,0,0,moving_frame_000152,152,26.478789179912187,26.478789179912187,0.46648637497623163,9054.0,2.7921073838573727
observer,moving_frame_000155,marker,0,0,moving_frame_000155,155,26.31858227607206,26.31858227607206,0.46274753278344644,8703.0,2.744520659578792
observer,moving_frame_000080,marker,15,15,moving_frame_000080,80,73.84328051011505,51.51739489120816,0.2013120458174553,22289.5,1.9627050268991475
observer,moving_frame_000089,marker,15,15,moving_frame_000089,89,69.79156494075184,51.51739489120816,0.3463309991818207,29802.0,1.8622250101967885
observer,moving_frame_000085,marker,15,15,moving_frame_000085,85,69.19198922857139,51.51739489120816,0.14002974885039154,16927.0,2.0931657698011112
observer,moving_frame_000170,marker,15,15,moving_frame_000170,170,62.9732273424546,51.51739489120816,0.5624456350103987,38109.0,1.612486138659018
observer,moving_frame_000084,marker,15,15,moving_frame_000084,84,45.511884934974546,45.511884934974546,0.39405637925650183,16589.0,2.1205533794619367
observer,moving_frame_000171,marker,15,15,moving_frame_000171,171,42.90982381704023,42.90982381704023,0.9635193792829277,43176.0,1.5775683129259377
observer,moving_frame_000091,marker,15,15,moving_frame_000091,91,5.583473589774264,5.583473589774264,4.851155744900001,59552.5,1.6297629191997898
marker,7,observer,moving_frame_000152,7,moving_frame_000152,152,39.554153783960686,26.478789179912187,1.1889455157075233,42137.0,1.173112356996299
marker,16,observer,moving_frame_000080,16,moving_frame_000080,80,65.84618943769418,51.51739489120816,0.09707465418492212,13837.0,2.203108673073003
observer,moving_frame_000143,marker,7,7,moving_frame_000143,143,52.00807623425003,26.478789179912187,0.7245402282062737,34709.0,1.45079885401517
observer,moving_frame_000146,marker,7,7,moving_frame_000146,146,42.37843465779844,26.478789179912187,0.7527957713945025,25259.5,1.4900802562358526
observer,moving_frame_000153,marker,7,7,moving_frame_000153,153,41.79006341096489,26.478789179912187,1.2192965772796471,48080.0,1.1348985085730154
observer,moving_frame_000149,marker,7,7,moving_frame_000149,149,41.14776880498752,26.478789179912187,0.9045666182922825,30265.5,1.3585342710711394
observer,moving_frame_000148,marker,7,7,moving_frame_000148,148,37.785758997371595,26.478789179912187,0.9205701873657515,27572.0,1.4193556695202392
observer,moving_frame_000154,marker,7,7,moving_frame_000154,154,32.81296027634098,26.478789179912187,1.6386143420199113,57017.0,1.0924708621647268
observer,moving_frame_000147,marker,7,7,moving_frame_000147,147,30.314436959417893,26.478789179912187,1.1228261983600891,26912.5,1.4421063036349206
observer,moving_frame_000151,marker,7,7,moving_frame_000151,151,29.1762892908387,26.478789179912187,1.4269100783114936,36726.0,1.24365172388659
observer,moving_frame_000145,marker,7,7,moving_frame_000145,145,28.735354789900224,26.478789179912187,1.132925142821342,25734.0,1.5058153310411586
observer,moving_frame_000150,marker,7,7,moving_frame_000150,150,27.734290651009545,26.478789179912187,1.3998713040971376,33219.0,1.3019689237502452
observer,cam_edge_5,marker,7,7,cam_edge_5,static_0040,20.800104984086225,20.800104984086225,0.23738815147389125,3036.0,2.993276945278754
observer,moving_frame_000144,marker,7,7,moving_frame_000144,144,20.500965418865434,20.500965418865434,1.6120782156802738,29009.0,1.4826526662651418
observer,moving_frame_000142,marker,7,7,moving_frame_000142,142,16.97536847150146,16.97536847150146,2.1758388091014664,42391.0,1.4461103539232956
observer,moving_frame_000087,marker,16,16,moving_frame_000087,87,52.122289922296076,51.51739489120816,0.24055742943704894,14772.0,2.295751241615489
observer,moving_frame_000168,marker,16,16,moving_frame_000168,168,49.13409069774246,49.13409069774246,0.29281164175748786,14500.5,2.150186417996124
observer,moving_frame_000166,marker,16,16,moving_frame_000166,166,46.88331645116711,46.88331645116711,0.23133723332398465,11647.0,2.3049917589892064
observer,moving_frame_000086,marker,16,16,moving_frame_000086,86,45.83413894075275,45.83413894075275,0.2981128542127541,13824.0,2.3174254366892684
observer,moving_frame_000078,marker,16,16,moving_frame_000078,78,45.448942962528726,45.448942962528726,0.39087708887848804,16304.0,2.1090728423260807
observer,moving_frame_000082,marker,16,16,moving_frame_000082,82,44.99016521851499,44.99016521851499,0.28992656356422447,12693.0,2.265004967034961
observer,moving_frame_000178,marker,16,16,moving_frame_000178,178,43.72255339773562,43.72255339773562,0.763979767004436,31523.5,1.7031347065195304
observer,moving_frame_000083,marker,16,16,moving_frame_000083,83,37.90988894729862,37.90988894729862,0.37950709285387185,12159.5,2.336226476596865
observer,moving_frame_000081,marker,16,16,moving_frame_000081,81,36.90154965516249,36.90154965516249,0.440950656362889,13120.0,2.2348490236289544
observer,moving_frame_000169,marker,16,16,moving_frame_000169,169,36.76183248872572,36.76183248872572,0.5407104844314644,15751.0,2.06837688757291
observer,moving_frame_000167,marker,16,16,moving_frame_000167,167,32.049659239309584,32.049659239309584,0.5246348813732993,12507.5,2.253514063098417
