scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
height_0_6m,height,charuco,true,valid,charuco/gray,charuco/gray,24,24,0.750055,5.005,4.131,,results/charuco/target_charuco_current/res640x480/height/debug_images/height_0_6m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/height/debug_images/height_0_6m_camera_2_charuco_gray.png
height_0_8m,height,charuco,true,pose_outlier,charuco/gray,charuco/gray,24,24,0.817555,11.756,6.512,,results/charuco/target_charuco_current/res640x480/height/debug_images/height_0_8m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/height/debug_images/height_0_8m_camera_2_charuco_gray.png
height_1_0m,height,charuco,true,valid,charuco/gray,charuco/gray,24,24,0.771684,7.168,6.634,,results/charuco/target_charuco_current/res640x480/height/debug_images/height_1_0m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/height/debug_images/height_1_0m_camera_2_charuco_gray.png
height_1_2m,height,charuco,true,valid,charuco/gray,charuco/gray,24,24,0.786207,8.621,5.134,,results/charuco/target_charuco_current/res640x480/height/debug_images/height_1_2m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/height/debug_images/height_1_2m_camera_2_charuco_gray.png
height_1_4m,height,charuco,true,valid,charuco/gray,charuco/gray,24,24,0.773289,7.329,3.760,,results/charuco/target_charuco_current/res640x480/height/debug_images/height_1_4m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/height/debug_images/height_1_4m_camera_2_charuco_gray.png
