reference_frame,transform_convention,entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z,estimate_status,quality_status,deployment_eligible,evaluation_status
resolved root camera,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_0,moving_relay_multichain_colmap_motion_aruco_metric_scale,2.041898518,-1.180066796,3.024219508,10.553498811,-51.646941216,-30.015406045000006,-0.06753418009367246,-0.9190630567386823,-0.40362474327739756,available,accepted_legacy_available_aggregate,True,available
resolved root camera,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_1,direct_static_aruco_multimarker,-2.176313822,-0.078476837,0.376815068,17.469363489000003,50.431172035,25.658836266999998,0.08412922910664297,0.9172038000833286,0.28172372313168026,available,accepted_legacy_available_aggregate,True,available
resolved root camera,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_3,gauge_identity,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,available,gauge_identity,True,available
resolved root camera,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_5,moving_relay_multichain_colmap_motion_aruco_metric_scale,3.22479001,-2.87448831,8.119232489,141.178962153,-8.113894788,177.975258242,-0.12141136030264876,-2.844596588706414,-1.0063372768975891,available,accepted_legacy_available_aggregate,True,available
