aggregate_type,chosen_marker_id,translation_error_m,translation_error_cm,rotation_error_deg,estimated_target_in_root_x,estimated_target_in_root_y,estimated_target_in_root_z,estimated_target_in_root_roll,estimated_target_in_root_pitch,estimated_target_in_root_yaw,estimated_target_in_root_roll_deg,estimated_target_in_root_pitch_deg,estimated_target_in_root_yaw_deg,gt_target_in_root_x,gt_target_in_root_y,gt_target_in_root_z,gt_target_in_root_roll,gt_target_in_root_pitch,gt_target_in_root_yaw,gt_target_in_root_roll_deg,gt_target_in_root_pitch_deg,gt_target_in_root_yaw_deg
medoid_lowest_pairwise_disagreement,7,0.450971919,45.097191875,4.154514230,-1.920455225,0.143285123,0.067908219,0.286271754,0.818552085,0.395797538,16.402163295,46.899579756,22.677528452,-2.139367048,-0.128541651,0.353501444,0.282294560,0.881252739,0.429138402,16.174286863,50.492062643,24.587819285
