marker_id,root_camera,target_camera,root_distance_m,target_distance_m,translation_error_m,translation_error_cm,rotation_error_deg,estimated_target_in_root_x,gt_target_in_root_x,estimated_target_in_root_y,gt_target_in_root_y,estimated_target_in_root_z,gt_target_in_root_z,estimated_target_in_root_roll_deg,gt_target_in_root_roll_deg,estimated_target_in_root_pitch_deg,gt_target_in_root_pitch_deg,estimated_target_in_root_yaw_deg,gt_target_in_root_yaw_deg,estimated_target_in_root_roll,gt_target_in_root_roll,estimated_target_in_root_pitch,gt_target_in_root_pitch,estimated_target_in_root_yaw,gt_target_in_root_yaw
14,cam_edge_3,cam_edge_1,4.173670440,4.618613384,0.101526784,10.152678426,0.308343417,-2.209369825,-2.139367048,-0.113662573,-0.128541651,0.281488166,0.353501444,16.472524316,16.174286863,50.283574488,50.492062643,24.941876009,24.587819285,0.287499785,0.282294560,0.877613934,0.881252739,0.435317858,0.429138402
2,cam_edge_3,cam_edge_1,2.580149199,3.606401792,0.176242021,17.624202127,2.134023664,-2.133216792,-2.139367048,-0.097308661,-0.128541651,0.180158072,0.353501444,15.256449845,16.174286863,48.526969901,50.492062643,23.308731585,24.587819285,0.266275282,0.282294560,0.846955401,0.881252739,0.406814111,0.429138402
7,cam_edge_3,cam_edge_1,5.664515186,6.188014937,0.450971919,45.097191875,4.154514230,-1.920455225,-2.139367048,0.143285123,-0.128541651,0.067908219,0.353501444,16.402163295,16.174286863,46.899579756,50.492062643,22.677528452,24.587819285,0.286271754,0.282294560,0.818552085,0.881252739,0.395797538,0.429138402
8,cam_edge_3,cam_edge_1,5.928547537,7.223466005,3.538225785,353.822578468,30.101353132,-0.946505974,-2.139367048,3.202239931,-0.128541651,0.398426025,0.353501444,40.382497603,16.174286863,30.469928508,50.492062643,27.162825919,24.587819285,0.704807543,0.282294560,0.531800575,0.881252739,0.474080746,0.429138402
6,cam_edge_3,cam_edge_1,5.616000810,6.293845882,3.572025062,357.202506173,34.904294558,0.425742503,-2.139367048,2.333918660,-0.128541651,0.013111592,0.353501444,28.246190646,16.174286863,17.886803022,50.492062643,23.670371988,24.587819285,0.492989028,0.282294560,0.312183605,0.881252739,0.413125926,0.429138402
5,cam_edge_3,cam_edge_1,5.259939142,6.546995017,4.281853618,428.185361790,38.642288208,1.301344744,-2.139367048,-1.729011652,-0.128541651,-1.629997622,0.353501444,-11.601618877,16.174286863,20.770919631,50.492062643,19.382912545,24.587819285,-0.202486448,0.282294560,0.362520936,0.881252739,0.338295643,0.429138402
