approach,method,evaluation,entity_type,entity_id,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_ref14_x_m,est_ref14_y_m,est_ref14_z_m,gt_ref14_x_m,gt_ref14_y_m,gt_ref14_z_m
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_0,7.098491759044609,1.0542980215088549,-4.872993615139132,-3.138170604864232,4.0980975750711135,0.5390779938486087,-1.7659369664767604,2.128309275394948,0.58780793,-1.734555260428118,2.087328299644237
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_1,2.9541626006041333,0.3589726182324605,0.08453689690761657,2.7920261654562517,0.9615196697295936,-3.9733219510309237,0.5030067612173758,2.141157876794738,-3.97416732,0.47508649956281324,2.131542680097442
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_3,4.006775517726904,0.34024101302049387,3.9524204114378403,0.6147644198496005,-0.2338539048046595,-3.1878316258856216,-1.5570666162228297,2.051872360631333,-3.22735583,-1.5632142604213257,2.0542108996793798
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_5,10.501572512221907,0.6938540609536218,10.136851941798053,0.795843155992304,2.625622137814565,5.96022738941798,0.3563779711212557,2.165017791449608,5.85885887,0.34841953956133265,2.138761570071462
