camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/R2_rear_table_flat/R2_rear_table_flat_cand_04/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",6,6,24,0.918417,-0.09282419,0.45453289,1.53059563,-0.67078765,1.46574130,-0.67061425,results/beintelli_bus_model/station_anchor_search/live_results/R2_rear_table_flat/R2_rear_table_flat_cand_04/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",6,6,24,1.208283,-0.00145210,-0.01044425,0.75337087,-1.41038553,1.66609095,-0.59180883,results/beintelli_bus_model/station_anchor_search/live_results/R2_rear_table_flat/R2_rear_table_flat_cand_04/debug_images/moving_calib_camera_aruco_board_pose.png
