method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP01__root_cam_edge_1,0,0,cam_edge_5,38.60898377860915
AP01__root_cam_edge_1,0,1,cam_edge_5,38.752509418332224
AP01__root_cam_edge_1,0,2,cam_edge_5,38.12267139762582
AP01__root_cam_edge_1,0,3,cam_edge_5,38.07225070831545
AP01__root_cam_edge_1,1,0,cam_edge_3,464.9933970585973
AP01__root_cam_edge_1,1,1,cam_edge_3,544.9893844961877
AP01__root_cam_edge_1,1,2,cam_edge_3,674.4684000900319
AP01__root_cam_edge_1,1,3,cam_edge_3,567.9846411628974
AP01__root_cam_edge_1,2,0,cam_edge_1,0.8190559426933324
AP01__root_cam_edge_1,2,1,cam_edge_1,1.026630113762829
AP01__root_cam_edge_1,2,2,cam_edge_1,0.22700394603095894
AP01__root_cam_edge_1,2,3,cam_edge_1,1.1516630186802987
AP01__root_cam_edge_1,2,0,cam_edge_3,189.24890179086773
AP01__root_cam_edge_1,2,1,cam_edge_3,207.92763928766004
AP01__root_cam_edge_1,2,2,cam_edge_3,213.74945663751163
AP01__root_cam_edge_1,2,3,cam_edge_3,196.11018017648783
AP01__root_cam_edge_1,3,0,cam_edge_0,25.217372927590183
AP01__root_cam_edge_1,3,1,cam_edge_0,24.384696794408693
AP01__root_cam_edge_1,3,2,cam_edge_0,25.051943291245667
AP01__root_cam_edge_1,3,3,cam_edge_0,25.044198081608073
AP01__root_cam_edge_1,3,0,cam_edge_3,48.28876440108549
AP01__root_cam_edge_1,3,1,cam_edge_3,43.946251002155314
AP01__root_cam_edge_1,3,2,cam_edge_3,48.353972026197205
AP01__root_cam_edge_1,3,3,cam_edge_3,53.60342246097742
AP01__root_cam_edge_1,4,0,cam_edge_0,25.484408366923955
AP01__root_cam_edge_1,4,1,cam_edge_0,23.97213933011703
AP01__root_cam_edge_1,4,2,cam_edge_0,23.349022894728723
AP01__root_cam_edge_1,4,3,cam_edge_0,24.30373903841329
AP01__root_cam_edge_1,4,0,cam_edge_3,9.499115702652162
AP01__root_cam_edge_1,4,1,cam_edge_3,8.099817592263143
AP01__root_cam_edge_1,4,2,cam_edge_3,13.960310890000919
AP01__root_cam_edge_1,4,3,cam_edge_3,14.964916363862319
AP01__root_cam_edge_1,5,0,cam_edge_1,11.465275563527694
AP01__root_cam_edge_1,5,1,cam_edge_1,11.909913830557965
AP01__root_cam_edge_1,5,2,cam_edge_1,11.737010099491636
AP01__root_cam_edge_1,5,3,cam_edge_1,11.540585783561209
AP01__root_cam_edge_1,5,0,cam_edge_3,30.597693837709187
AP01__root_cam_edge_1,5,1,cam_edge_3,33.11715871309067
AP01__root_cam_edge_1,5,2,cam_edge_3,33.853498016548016
AP01__root_cam_edge_1,5,3,cam_edge_3,32.693048981507005
AP01__root_cam_edge_1,6,0,cam_edge_1,15.24339399154865
AP01__root_cam_edge_1,6,1,cam_edge_1,15.098640986929002
AP01__root_cam_edge_1,6,2,cam_edge_1,15.219004062082764
AP01__root_cam_edge_1,6,3,cam_edge_1,15.052155964745603
