approach,entity_type,entity_id,marker_id,reference_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_ref_aruco_x_m,est_ref_aruco_y_m,est_ref_aruco_z_m,est_ref_aruco_roll_deg,est_ref_aruco_pitch_deg,est_ref_aruco_yaw_deg,est_ref_aruco_rvec_x,est_ref_aruco_rvec_y,est_ref_aruco_rvec_z,gt_ref_aruco_x_m,gt_ref_aruco_y_m,gt_ref_aruco_z_m,gt_ref_aruco_roll_deg,gt_ref_aruco_pitch_deg,gt_ref_aruco_yaw_deg,gt_ref_aruco_rvec_x,gt_ref_aruco_rvec_y,gt_ref_aruco_rvec_z
AP02_ref_marker_graph_ba,aruco_marker,marker_000,0,aruco_marker_14,8.259422943286406,2.752424239644386,-2.478576597554749,2.8997937444358026,-7.325702809005497,-2.5747857659755473,0.008997937284377313,0.706742971905843,64.64208645857121,1.120090144618117,89.36753918317456,0.8661633796951923,0.8835373804079576,1.3664046364815534,-2.55,-0.020000000159980713,0.779999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,0.9097065062730295,0.9097065089072717,1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_001,1,aruco_marker_14,7.015295284708739,2.311828072878576,-5.570045303335958,2.336561655668068,-3.5678344804240814,-2.3057004530333596,-1.0016343836955965,1.1943216549855282,1.9956222325274764,-0.9268411170519784,-90.7256606392144,0.014421662386161835,-0.040218415765576325,-1.5829673386647596,-2.25,-1.0250000002522772,1.229999999789769,-1.8363890089430702e-07,1.1751560817591656e-08,-90.0000001836389,-2.3561945080071345e-09,2.678370228341281e-09,-1.57079633
AP02_ref_marker_graph_ba,aruco_marker,marker_002,2,aruco_marker_14,3.716383418256701,1.946155707256434,-3.3058269337525426,0.8129712084500973,-1.4906682427022089,-1.1330582693375255,-1.0168702880590714,0.6850933173627471,68.96156932483932,-0.42713270509040085,-89.74017694038221,0.9305692075630492,-0.9364689547033429,-1.3526688965224185,-1.1,-1.0250000001435724,0.6999999997897692,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_003,3,aruco_marker_14,5.053784449194657,1.5702354280586954,3.0471977898271967,2.7323863934257786,-2.964690116287988,0.13047197789827197,0.7373238638522164,0.3703530989827436,90.1339495059661,-1.5371250042915519,-0.2932638664464917,1.5729588984840663,-0.02507797824822852,0.01708529598223526,0.1,0.7099999999179586,0.4000000001456235,90.00000001175157,-0.0,0.0,1.570796327,0.0,0.0
AP02_ref_marker_graph_ba,aruco_marker,marker_004,4,aruco_marker_14,3.9398141171735115,6.9387660125394905,-0.8090105567418626,3.8231421151208367,-0.5012200759639818,0.6919098944325813,0.748231420823043,1.5949877993859838,95.72315832921922,-1.8962413041171304,-3.5326813584217236,1.6689121474587574,-0.07649131516824827,-0.018955457240809655,0.7,0.7099999996718346,1.6000000001456236,90.00000001175157,-0.0,0.0,1.570796327,0.0,0.0
AP02_ref_marker_graph_ba,aruco_marker,marker_005,5,aruco_marker_14,9.21254240767043,1.9411345928713215,6.518464930360546,-3.316257207390838,5.602052364911803,1.9651846493036054,-1.5131625722174806,0.756020523345565,68.85086302295474,-0.7825214476048791,-90.17295895425742,0.9216918993401271,-0.9430872250792873,-1.3561410439512547,1.9,-1.4800000001435722,0.699999999696447,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_006,6,aruco_marker_14,5.025622019180018,2.6694206086283643,0.8450194540666534,0.15332636773183547,4.951697671190569,1.9784501945406665,0.001533263478368054,1.0195169767119059,69.66700790460965,-0.6470246164252237,-89.86105590447491,0.9362546969681934,-0.9492674650126542,-1.3477787017086789,1.97,-1.9895030067829111e-10,0.9700000000000002,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_007,7,aruco_marker_14,4.465486140059504,2.6939759568083925,1.216020446092414,0.5868619194475899,4.2564602464079115,1.9821602044609241,0.44086861899552565,1.0125646025532993,69.589621949073,-0.8968391257625514,-90.42459796421134,0.9283356403387439,-0.9565506444727631,-1.3539932037062785,1.97,0.43499999980104975,0.9700000000892202,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_008,8,aruco_marker_14,10.368279619437674,5.704654714763128,5.733659029525029,-2.1385479867638058,8.369766359242137,2.70733659029525,-1.0463854800747927,1.0936976633821904,70.05450268343935,-2.226267115757359,-94.38908169814466,0.8899277438415942,-1.015928052215253,-1.395320200666823,2.65,-1.0250000002071546,1.009999999789769,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_009,9,aruco_marker_14,29.33605707556065,4.832692629849949,18.68540024208056,-21.69375156833559,-6.390712434865431,3.2068540024208056,-0.2369375158925614,0.9560928756472437,68.84443943578226,1.831640737392738,85.91763961387502,0.9343614901526998,0.9116492322390407,1.2825438956747155,3.02,-0.020000000209205504,1.019999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,0.9097065062730295,0.9097065089072717,1.3722901285632265
