method,status,entity_type,entity_id,translation_error_cm,rotation_error_deg,source,source_sha16,note
AP01,OK,camera,cam_edge_0,115.819,12.563,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_camera_poses_ref14_gt_eval.csv,fcec86d017e2a990,"global AP01 rerun; camera-map eval-only SE(3), no scale; rotation recomputed if pose rotations present"
AP01,OK,camera,cam_edge_1,176.425,9.313,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_camera_poses_ref14_gt_eval.csv,fcec86d017e2a990,"global AP01 rerun; camera-map eval-only SE(3), no scale; rotation recomputed if pose rotations present"
AP01,OK,camera,cam_edge_3,125.991,13.636,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_camera_poses_ref14_gt_eval.csv,fcec86d017e2a990,"global AP01 rerun; camera-map eval-only SE(3), no scale; rotation recomputed if pose rotations present"
AP01,OK,camera,cam_edge_5,402.604,14.044,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_camera_poses_ref14_gt_eval.csv,fcec86d017e2a990,"global AP01 rerun; camera-map eval-only SE(3), no scale; rotation recomputed if pose rotations present"
