initialization_algorithm,initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_length,path_bottleneck_score,pnp_reprojection_rmse_px,area_px2,distance_m
unweighted_first_hit_bfs_diagnostic,observer,camera_front_narrow,marker,7,7,camera_front_narrow,static,105.90192733414284,1,105.90192733414284,0.13944592981277493,35542.31268771365,1.8800225985528198
unweighted_first_hit_bfs_diagnostic,observer,camera_front_wide,marker,7,7,camera_front_wide,static,48.864308656222335,1,48.864308656222335,0.1626566989318787,8654.782414856367,1.9836572947923343
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000000,marker,7,7,moving_frame_000000,0,21.824282709505223,1,21.824282709505223,0.9862807376290641,15542.81000030227,2.096462298016484
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000001,marker,7,7,moving_frame_000001,1,19.088970697073226,1,19.088970697073226,1.1384500925767063,15801.920283392072,2.0737116505356035
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000002,marker,7,7,moving_frame_000002,2,21.547003322805285,1,21.547003322805285,1.0157355837460835,15885.44120609574,2.072484419900175
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000003,marker,7,7,moving_frame_000003,3,20.324173104367578,1,20.324173104367578,1.0680754405642292,15762.78569554165,2.0861315533565405
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000004,marker,7,7,moving_frame_000004,4,21.610534427250062,1,21.610534427250062,0.9875393261907299,15411.870333440602,2.114761572309925
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000005,marker,7,7,moving_frame_000005,5,26.308297228528666,1,26.308297228528666,0.7670850414285514,14693.65420443751,2.177281253268947
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000006,marker,7,7,moving_frame_000006,6,28.406577062963294,1,28.406577062963294,0.6599856175323028,13805.823425551876,2.2532387069754587
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000007,marker,7,7,moving_frame_000007,7,29.047043814044653,1,29.047043814044653,0.6145129811363762,13261.339445833117,2.313222176725558
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000008,marker,7,7,moving_frame_000008,8,30.91041387003677,1,30.91041387003677,0.534775226572363,12581.424933193251,2.3732367719596374
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000009,marker,7,7,moving_frame_000009,9,32.17937248817006,1,32.17937248817006,0.47380883327321544,11967.655217077583,2.4495669086633454
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000010,marker,7,7,moving_frame_000010,10,35.327370057314766,1,35.327370057314766,0.3739928496456836,11256.41664488893,2.5306941077894884
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000011,marker,7,7,moving_frame_000011,11,38.559220554603534,1,38.559220554603534,0.28562950179253765,10606.148277942091,2.6111864446371773
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000012,marker,7,7,moving_frame_000012,12,32.98236863981473,1,32.98236863981473,0.3702383351580759,10224.225351421162,2.666135857573308
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000013,marker,7,7,moving_frame_000013,13,33.69864037966863,1,33.69864037966863,0.34526530692730456,10153.59638560377,2.7300045358275464
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000014,marker,7,7,moving_frame_000014,14,47.391014698075466,1,47.391014698075466,0.14498596779407963,10537.088885426056,2.7297820351357878
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000015,marker,7,7,moving_frame_000015,15,37.002287730229106,1,37.002287730229106,0.3123225897024206,11006.339550366625,2.7103372661027003
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000016,marker,7,7,moving_frame_000016,16,44.688473972188035,1,44.688473972188035,0.24520797142443518,12702.649250924238,2.6456700947690757
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000231,marker,7,7,moving_frame_000231,231,4.6478141843057434,1,4.6478141843057434,1.2552448980934812,2864.550174954813,5.126064701980656
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000232,marker,7,7,moving_frame_000232,232,6.108725429443916,1,6.108725429443916,0.9660452187602202,2823.3206335706636,5.063898385707156
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000233,marker,7,7,moving_frame_000233,233,5.888026209925246,1,5.888026209925246,0.9855531844702764,2733.0013685300946,5.071942043630574
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000234,marker,7,7,moving_frame_000234,234,8.259135425478219,1,8.259135425478219,0.7110996684071091,2841.9868197850883,4.860172192762857
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000235,marker,7,7,moving_frame_000235,235,12.323903237695477,1,12.323903237695477,0.37929702497997053,2668.6600601896644,4.854734664320602
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000236,marker,7,7,moving_frame_000236,236,13.03707920363695,1,13.03707920363695,0.3753650877485439,2835.910138087347,4.662940492622353
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000237,marker,7,7,moving_frame_000237,237,12.887667747628837,1,12.887667747628837,0.3494216071045465,2524.775975669734,4.584411014724509
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000239,marker,7,7,moving_frame_000239,239,4.700778978296572,1,4.700778978296572,0.5114136410546536,3733.6529309290636,4.120471028735244
unweighted_first_hit_bfs_diagnostic,marker,9,observer,camera_front_narrow,9,camera_front_narrow,static,97.56232466649286,2,97.56232466649286,0.18386205071653408,36018.37695332337,1.9264398882575469
unweighted_first_hit_bfs_diagnostic,marker,17,observer,moving_frame_000003,17,moving_frame_000003,3,6.410714222021227,2,6.410714222021227,0.019575598079280557,472.77862755954266,10.645529554303378
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000230,marker,9,9,moving_frame_000230,230,17.32178332182313,3,17.32178332182313,0.22655682453150752,3337.4957118784077,4.91456202010124
unweighted_first_hit_bfs_diagnostic,observer,camera_back_center,marker,17,17,camera_back_center,static,7.419922924081156,3,6.410714222021227,0.40588579180426204,997.9549103751779,4.639935719144915
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000104,marker,17,17,moving_frame_000104,104,1.897504318999434,3,1.897504318999434,1.2464607103536056,454.85943603515625,4.960396048998307
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000119,marker,17,17,moving_frame_000119,119,1.1778586205024288,3,1.1778586205024288,1.5548113110432,457.64726650714874,7.742999336492584
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000120,marker,17,17,moving_frame_000120,120,1.9684481167285761,3,1.9684481167285761,1.1543664757411627,601.9905504416674,7.21212756741738
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000121,marker,17,17,moving_frame_000121,121,2.714303682408099,3,2.714303682408099,0.9244271906324141,695.1189665198326,6.879174541489721
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000122,marker,17,17,moving_frame_000122,122,2.392936238541152,3,2.392936238541152,1.1310251520632237,786.0924204122275,6.65667038688448
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000123,marker,17,17,moving_frame_000123,123,2.9550030904594298,3,2.9550030904594298,1.0278217873496653,916.1083303280175,6.204571788797345
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000124,marker,17,17,moving_frame_000124,124,6.09175395290247,3,6.09175395290247,0.48355653472774524,1058.341294195503,5.887414737155399
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000125,marker,17,17,moving_frame_000125,125,2.442614472097168,3,2.442614472097168,1.4962696633551071,1261.135184975341,5.443594857834954
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000126,marker,17,17,moving_frame_000126,126,3.3134638661266163,3,3.3134638661266163,1.2624848903963122,1499.283157389611,5.211664308390151
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000127,marker,17,17,moving_frame_000127,127,2.762308501299087,3,2.762308501299087,1.6162120631482622,1805.4169921875,5.05058157783132
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000128,marker,17,17,moving_frame_000128,128,7.820802071183753,3,6.410714222021227,0.616245684718908,1993.5,4.776217953797518
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000129,marker,17,17,moving_frame_000129,129,11.587002642011283,3,6.410714222021227,0.40374538354756334,2365.0,4.536653071380276
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000130,marker,17,17,moving_frame_000130,130,10.465999700458728,3,6.410714222021227,0.5902476557186146,2923.177978515625,4.172869146417814
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000131,marker,17,17,moving_frame_000131,131,11.172552190930599,3,6.410714222021227,0.6383267199797373,3513.2679608240724,3.906649365124055
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000132,marker,17,17,moving_frame_000132,132,30.61460168695107,3,6.410714222021227,0.02367374826271948,3931.048304291442,3.8194857071392314
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000133,marker,17,17,moving_frame_000133,133,14.971657888527439,3,6.410714222021227,0.5510065884488681,4647.1314463838935,3.5825362788475075
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000134,marker,17,17,moving_frame_000134,134,18.45667712632505,3,6.410714222021227,0.4758178663225613,5453.739405469969,3.374864168029536
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000135,marker,17,17,moving_frame_000135,135,22.292121276477108,3,6.410714222021227,0.42592477863354206,6517.87534785457,3.172610758459283
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000136,marker,17,17,moving_frame_000136,136,23.440792312567616,3,6.410714222021227,0.444596661381574,7323.143185164779,3.0603177725662376
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000137,marker,17,17,moving_frame_000137,137,22.73742388774733,3,6.410714222021227,0.48720509217760666,7704.413181971759,3.046306477134658
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000138,marker,17,17,moving_frame_000138,138,22.013495742523002,3,6.410714222021227,0.5694706460446084,8562.648278789595,2.912173780379512
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000139,marker,17,17,moving_frame_000139,139,20.891568701148124,3,6.410714222021227,0.6601586764575084,9353.882067650557,2.8213137749477535
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000140,marker,17,17,moving_frame_000140,140,18.7999051445984,3,6.410714222021227,0.7838634545358791,9971.718952216208,2.7861999511085704
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000141,marker,17,17,moving_frame_000141,141,16.376579898790528,3,6.410714222021227,0.9059088037720746,9921.827340178192,2.8037338420268876
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000142,marker,17,17,moving_frame_000142,142,15.3650667396854,3,6.410714222021227,0.898303702898311,8962.876741623506,2.9235851175693024
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000143,marker,17,17,moving_frame_000143,143,17.22872678648441,3,6.410714222021227,0.6869358685533162,7482.89905609563,3.1129290942238277
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000144,marker,17,17,moving_frame_000144,144,14.637130655526084,3,6.410714222021227,0.7145525195768688,6119.358819663525,3.30514752797509
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000145,marker,17,17,moving_frame_000145,145,25.00306548565095,3,6.410714222021227,0.21969642347771212,4933.2290017828345,3.5656421745391738
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000146,marker,17,17,moving_frame_000146,146,3.4971004069443374,3,3.4971004069443374,2.1545987745178596,4531.2951755505055,3.7413611235214397
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000147,marker,17,17,moving_frame_000147,147,4.061458139491765,3,4.061458139491765,1.7515283649909614,3740.373320026323,3.9559884118389497
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000148,marker,17,17,moving_frame_000148,148,5.011167338232364,3,5.011167338232364,1.3526141936591136,3199.7571990415454,4.159454353254736
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000149,marker,17,17,moving_frame_000149,149,5.5246608258449,3,5.5246608258449,1.1234807309766333,2741.9745849538594,4.418337490754838
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000150,marker,17,17,moving_frame_000150,150,4.942597993437348,3,4.942597993437348,1.135500346975864,2364.960746096447,4.654947361445713
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000151,marker,17,17,moving_frame_000151,151,4.307807310245434,3,4.307807310245434,1.1806964192837708,2065.5367758776993,4.921976684416879
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000152,marker,17,17,moving_frame_000152,152,4.731995483704356,3,4.731995483704356,1.0270330442804265,1877.3203721046448,4.965996806859145
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000153,marker,17,17,moving_frame_000153,153,2.025674162066699,3,2.025674162066699,1.9300215674700494,1620.384912032634,5.357914079075908
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000154,marker,17,17,moving_frame_000154,154,1.0445707005273674,3,1.0445707005273674,1.45855453315351,1550.7167249917984,5.640346780142771
unweighted_first_hit_bfs_diagnostic,marker,10,observer,camera_back_center,10,camera_back_center,static,1.124493975792389,4,1.124493975792389,2.251980728539687,691.4226164333522,4.88919615816963
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000117,marker,10,10,moving_frame_000117,117,1.4173547121472265,5,1.124493975792389,1.1215878159692205,341.4763014651835,8.389950810259993
unweighted_first_hit_bfs_diagnostic,observer,moving_frame_000118,marker,10,10,moving_frame_000118,118,0.7968916731891326,5,0.7968916731891326,1.7902124783045013,306.8229491598904,7.9715019344476294
