model,image_name,source_type,camera_id,qw,qx,qy,qz,tx,ty,tz
0,static_cam_edge_3.png,static,207,-0.3308256809239656,0.05694176709511314,0.8726511458650966,0.3546716532535613,1.1683747615861335,-1.3213942182645197,4.573576863932264
0,static_cam_edge_5.png,static,208,0.9590762243892792,-0.03278884203769983,0.2641179019547843,0.09664068251018681,1.9058471812797175,-2.0363834225804127,6.7340022207145775
0,static_cam_edge_1.png,static,206,0.13910559495053354,0.020609685740969448,0.9247968439883314,0.3535189834454984,-1.1881815465656473,-1.189193048411285,5.579176063246632
0,static_cam_edge_0.png,static,205,0.7531169821574443,-0.023659802445326127,-0.6121604312905201,-0.23982208258731372,-0.3167349151123709,-0.2989829137295458,1.609694800723145
0,moving_frame_0203.png,moving,204,0.995181294537367,0.05347778672840368,0.05799648189925976,0.05822993574503193,-0.03505624460393003,3.0715006127310454,-5.126194728010744
0,moving_frame_0202.png,moving,203,0.9951626311140882,0.05419874701037305,0.05763482623686175,0.058241396456795394,-0.030212479245389785,2.9885562445009053,-4.973078549065143
0,moving_frame_0201.png,moving,202,0.995113805795755,0.05472407117372297,0.057975952559697966,0.05824584511926473,-0.03660747422657667,2.9002465638078516,-4.815867905248093
0,moving_frame_0200.png,moving,201,0.995121114098587,0.05541767515014749,0.057176115798242035,0.05825582664734965,-0.02353498079614663,2.817281286845896,-4.660453893585663
0,moving_frame_0198.png,moving,199,0.9950502282208006,0.05734747140596633,0.056931163680063235,0.05783730148535949,-0.01804006351267275,2.6567716667160775,-4.338687087089132
0,moving_frame_0199.png,moving,200,0.9951183956928047,0.05618721030499267,0.05661101179851132,0.05811685895736294,-0.015160794252936049,2.734810818346027,-4.498779422039803
0,moving_frame_0197.png,moving,198,0.9950719159403346,0.057666245933721896,0.05577924597156476,0.058268017862175454,-0.0028494991749897177,2.5652818827264836,-4.204441360879319
0,moving_frame_0196.png,moving,197,0.9949323258510164,0.059240048913779965,0.05671879481318385,0.058165813811206626,-0.02078652168144739,2.4885269886110692,-4.0344664117873865
0,moving_frame_0195.png,moving,196,0.9949877941888077,0.058849441441919455,0.055805943458489035,0.05849554967664681,-0.008068914839854108,2.3854050675729734,-3.8774052094276823
0,moving_frame_0194.png,moving,195,0.9949877941888077,0.05884944144191949,0.05580594345848904,0.0584955496766468,-0.008068914839854259,2.385405067572974,-3.8774052094276823
0,moving_frame_0193.png,moving,194,0.9949877941888077,0.05884944144191949,0.05580594345848904,0.058495549676646795,-0.008068914839854393,2.385405067572974,-3.877405209427682
0,moving_frame_0192.png,moving,193,0.9950316747584065,0.05770874828886091,0.05655501677280157,0.058165253169241364,-0.014337758199120355,2.07849281022822,-3.4115083548531078
0,moving_frame_0191.png,moving,192,0.9950540265569544,0.05782989421952126,0.05562070232285623,0.0585621468225252,-0.005138931164225707,1.982139359543896,-3.2473148274551744
0,moving_frame_0190.png,moving,191,0.9950572090169201,0.05792855427877996,0.0552143494225757,0.05879463411289859,0.0006221647610578519,1.8849138953114895,-3.093818550763451
0,moving_frame_0189.png,moving,190,0.9950351815696976,0.05770761214345802,0.0556225928097494,0.05899954328958835,-0.0039918304819375194,1.7861620832440457,-2.932688568385805
0,moving_frame_0188.png,moving,189,0.9950582782998085,0.05749031173070015,0.055446438638832946,0.05898795882549171,-0.002313354502543428,1.6860133465002083,-2.7748491813446736
0,moving_frame_0187.png,moving,188,0.9950526338931526,0.05745458478473305,0.05545220789117424,0.059112427707781266,-0.0023135832092366295,1.5882840898910957,-2.6158870826674243
0,moving_frame_0186.png,moving,187,0.9950483820097474,0.05762047050430483,0.05511162986066735,0.05934060239622762,-6.683234345170963e-05,1.4912907022274533,-2.457572162857939
0,moving_frame_0185.png,moving,186,0.9950766288132681,0.05719666385729159,0.05525066645616603,0.05914734389105674,-0.0006442701936125143,1.3902619733798085,-2.298059372992407
0,moving_frame_0184.png,moving,185,0.9950028173205914,0.05781051305899431,0.055886240623355,0.059195153627050856,-0.006112144428791989,1.2971060618485293,-2.140998210632724
0,moving_frame_0181.png,moving,182,0.9950672476481378,0.05704412767501394,0.05535626552036856,0.05935338257753059,-0.0017321199137725742,0.9969769552542997,-1.662424743046859
0,moving_frame_0183.png,moving,184,0.9950630009655029,0.0571026510465859,0.05548397006365462,0.05924896977125401,-0.002660095104846126,1.193529963096811,-1.9794372207224606
0,moving_frame_0182.png,moving,183,0.9950482454408317,0.05688518768809901,0.05614813694210815,0.059080042186362106,-0.007454037906080826,1.094089522085855,-1.8191770525689739
0,moving_frame_0180.png,moving,181,0.9950673228151578,0.0569689776252958,0.055464409786437754,0.05932333352775626,-0.002694001299933785,0.8991987688170363,-1.5041025818576899
0,moving_frame_0179.png,moving,180,0.995066908586852,0.05670981840327006,0.05550218351286207,0.05954285479701299,-0.002472553048731073,0.7997097578487098,-1.3441010761592278
0,moving_frame_0178.png,moving,179,0.9950769826262185,0.05687720280597976,0.05540185348384112,0.05930781634003246,-0.0012904099199707387,0.7035407959942637,-1.183844557208676
0,moving_frame_0177.png,moving,178,0.9950860098105804,0.056963684198450736,0.05543852467457409,0.05903847680710856,-0.0018755828760910166,0.6070612473130013,-1.0251729949546096
0,moving_frame_0176.png,moving,177,0.9950669109844861,0.05742459888197639,0.05561175551992726,0.0587502404678383,-0.0033708577494548538,0.5122303949424499,-0.8652938256604368
0,moving_frame_0174.png,moving,175,0.9950635034013103,0.05708662578874239,0.055390498038062015,0.0593433575209745,-0.002439849997235716,0.3137383862170168,-0.5477339846849029
0,moving_frame_0175.png,moving,176,0.9950612475608909,0.05719529929962981,0.05563501060210326,0.05904707389780784,-0.003263416264550721,0.4126237865186171,-0.706223928331387
0,moving_frame_0173.png,moving,174,0.9950632408819408,0.05734533199556652,0.05535186621944036,0.05913400417587287,-0.002295549267260717,0.2174939215177653,-0.3888442739088126
0,moving_frame_0172.png,moving,173,0.9950632408819408,0.057345331995566524,0.05535186621944036,0.05913400417587286,-0.0022955492672607474,0.21749392151776537,-0.38884427390881243
0,moving_frame_0171.png,moving,172,0.9950631362961289,0.05734759155575198,0.055350482190762766,0.05913486829710928,-0.002302758702611197,0.21749909327465763,-0.3888488625141466
0,moving_frame_0170.png,moving,171,0.9950626005101758,0.057134993660297714,0.05547930209056608,0.059228883198213664,-0.0029287090784890168,-0.07681709338334329,0.08916892982409606
0,moving_frame_0169.png,moving,170,0.9951270904491958,0.056661447176632365,0.054859516006758875,0.059177595097064266,0.002661635626847264,-0.17566140244509995,0.25257058378402525
0,moving_frame_0168.png,moving,169,0.9950386123959584,0.05790901022831238,0.05584648145763537,0.058530990802351426,-0.004699688296750191,-0.2612879863127613,0.3953881631498223
0,moving_frame_0167.png,moving,168,0.9950138242232722,0.058008623891602946,0.05637161614566759,0.058350064712109774,-0.007309935272063536,-0.35219912187241337,0.5459291929368967
0,moving_frame_0166.png,moving,167,0.9950280616023551,0.057960291538685586,0.05598799930912454,0.058524398006062114,-0.0060686249738223135,-0.44379775953597483,0.6951870347823185
0,moving_frame_0165.png,moving,166,0.9950429303184753,0.057619946821683435,0.055927261111207424,0.058665577778515325,-0.005682424404895496,-0.5359717619148078,0.8446974661721978
0,moving_frame_0164.png,moving,165,0.995036736178219,0.057518785340578915,0.056008379045926746,0.058792384416603456,-0.006883762264632255,-0.6281472225211796,0.9931796210009934
0,moving_frame_0163.png,moving,164,0.9950443682291841,0.05755942472638992,0.05584747418335301,0.05877650472672611,-0.005039433753065146,-0.7196818211004488,1.1404967207914847
0,moving_frame_0162.png,moving,163,0.9972498640267147,0.06268725779621344,0.014400994754238502,0.036818850590133366,-0.14080691518951177,-0.7825853509333616,1.2105324432163997
0,moving_frame_0161.png,moving,162,0.9972498897743208,0.06762646633423866,-0.026806604190897976,0.014167722752850711,-0.2932560483140499,-0.8399921531312138,1.2647175766165477
