camera_a,camera_b,distance_m
camera_back_left,camera_center_left,5.908636170796834
camera_back_left,camera_center_right,5.79893178920217
camera_back_left,camera_front_right,15.367622520323076
camera_center_left,camera_center_right,0.19121305255608662
camera_center_left,camera_front_right,9.528814913095541
camera_center_right,camera_front_right,9.610745960541546
