frame_id,selected,selection_reasons,marker_ids,marker_count,selection_score,score_area,score_reprojection,score_border,score_distance,tie_breaker
moving_frame_000000,True,"top_marker_13,top_marker_pair_0_12,top_marker_pair_11_12,top_marker_pair_12_13,top_marker_pair_9_12","0,9,10,11,12,13,16",7,0.7126227855089236,0.7130662954218681,0.8687646653592144,0.6951388888888889,0.2773908995463426,stable ascending frame ID
moving_frame_000001,True,"top_marker_13,top_marker_pair_0_12,top_marker_pair_12_13,top_marker_pair_9_12","0,9,10,12,13,16",6,0.7026823327632274,0.689391337823929,0.8293550656416087,0.7506944444444444,0.2798038905228434,stable ascending frame ID
moving_frame_000002,True,"top_marker_pair_0_12,top_marker_pair_12_13,top_marker_pair_9_12","0,9,10,12,13,16",6,0.6902689621510004,0.8258124156449413,0.7342689459546701,0.5111111111111111,0.37441089884400625,stable ascending frame ID
moving_frame_000003,True,"top_marker_13,top_marker_pair_0_13,top_marker_pair_10_13","0,9,10,13,16",5,0.7168961456419323,0.8158318437167197,0.7949292265344238,0.5708333333333333,0.37917973528250587,stable ascending frame ID
moving_frame_000004,True,"top_marker_10,top_marker_11,top_marker_13,top_marker_9,top_marker_pair_0_13,top_marker_pair_10_13,top_marker_pair_11_13,top_marker_pair_13_16,top_marker_pair_9_13","0,9,10,11,13,16",6,0.7915116660175219,0.7328774624724109,0.9049297171309911,0.9402777777777778,0.3882621033370455,stable ascending frame ID
moving_frame_000005,True,"top_marker_13,top_marker_9,top_marker_pair_11_13,top_marker_pair_13_16,top_marker_pair_9_13","9,11,13,16",4,0.7607883283419035,0.7919407420311756,0.8572430462136503,0.7375,0.3933911766533811,stable ascending frame ID
moving_frame_000006,True,"top_marker_0,top_marker_10,top_marker_11,top_marker_13,top_marker_16,top_marker_9,top_marker_pair_0_10,top_marker_pair_0_11,top_marker_pair_0_13,top_marker_pair_0_16,top_marker_pair_0_9,top_marker_pair_10_11,top_marker_pair_10_13,top_marker_pair_10_16,top_marker_pair_11_13,top_marker_pair_11_16,top_marker_pair_13_16,top_marker_pair_9_10,top_marker_pair_9_11,top_marker_pair_9_13,top_marker_pair_9_16","0,9,10,11,13,16",6,0.8248432277842193,0.8224550392979951,0.8909602456723853,0.9402777777777778,0.4051758280775011,stable ascending frame ID
moving_frame_000007,True,"top_marker_0,top_marker_10,top_marker_11,top_marker_13,top_marker_16,top_marker_9,top_marker_pair_0_10,top_marker_pair_0_11,top_marker_pair_0_13,top_marker_pair_0_16,top_marker_pair_0_9,top_marker_pair_10_11,top_marker_pair_10_13,top_marker_pair_10_16,top_marker_pair_11_13,top_marker_pair_11_16,top_marker_pair_13_16,top_marker_pair_9_10,top_marker_pair_9_11,top_marker_pair_9_13,top_marker_pair_9_16","0,9,10,11,13,16",6,0.8401248224646076,0.8646460820602972,0.9443098227581043,0.8458333333333333,0.4180677614639067,stable ascending frame ID
moving_frame_000008,True,"top_marker_10,top_marker_11,top_marker_9,top_marker_pair_0_10,top_marker_pair_0_11,top_marker_pair_0_9,top_marker_pair_10_11,top_marker_pair_11_16,top_marker_pair_9_10,top_marker_pair_9_11,top_marker_pair_9_16","0,9,10,11,16",5,0.7982759497717091,0.789745475876036,0.9313612982588935,0.85625,0.31719369943626524,stable ascending frame ID
moving_frame_000009,True,"top_marker_0,top_marker_10,top_marker_11,top_marker_16,top_marker_9,top_marker_pair_0_10,top_marker_pair_0_11,top_marker_pair_0_9,top_marker_pair_10_11,top_marker_pair_10_16,top_marker_pair_11_16,top_marker_pair_9_10,top_marker_pair_9_11,top_marker_pair_9_16","0,9,10,11,16",5,0.8157178325434441,0.9939596214971043,0.845113883574504,0.6013888888888889,0.443220410944733,stable ascending frame ID
moving_frame_000010,True,"top_marker_10,top_marker_11,top_marker_9","0,9,10,11,16",5,0.7945107053812172,0.924211375534118,0.8198322486460207,0.7270833333333333,0.3345981390709723,stable ascending frame ID
moving_frame_000011,True,"top_marker_12,top_marker_9,top_marker_pair_0_12,top_marker_pair_10_12,top_marker_pair_11_12,top_marker_pair_12_16,top_marker_pair_9_12","0,9,10,11,12,16",6,0.7872843854736438,1.0,0.8717572877048767,0.45694444444444443,0.3436831027329188,stable ascending frame ID
moving_frame_000012,True,"top_marker_10,top_marker_12,top_marker_pair_10_12,top_marker_pair_12_16","10,12,16",3,0.7883714500237236,1.0,0.8949787966641832,0.41944444444444445,0.3598892213557973,stable ascending frame ID
moving_frame_000013,True,"top_marker_10,top_marker_12,top_marker_16,top_marker_pair_10_12,top_marker_pair_10_16,top_marker_pair_12_16","10,12,16",3,0.8307970657727886,1.0,0.9758678561170214,0.5090277777777777,0.3623115338212652,stable ascending frame ID
moving_frame_000014,True,"top_marker_12,top_marker_pair_10_12","10,12",2,0.7777329548056433,1.0,0.8356438323773558,0.4527777777777778,0.36484249536881125,stable ascending frame ID
moving_frame_000015,True,"top_marker_12,top_marker_pair_12_16","10,12,16",3,0.7526292333955917,1.0,0.836150649153905,0.3215277777777778,0.3747848309386463,stable ascending frame ID
moving_frame_000016,False,,"10,16",2,0.7136646870138685,0.697761176708924,0.8227456717816911,0.7770833333333333,0.3231984812912489,stable ascending frame ID
moving_frame_000017,False,,"0,10,16",3,0.7240001996019104,0.7422194803051483,0.8320320679696731,0.7222222222222222,0.33058342644504696,stable ascending frame ID
moving_frame_000018,True,"top_marker_17,top_marker_pair_0_17,top_marker_pair_10_17,top_marker_pair_16_17","0,10,16,17",4,0.7517463016408343,0.7995088553119485,0.8907297706911812,0.6534722222222222,0.34029383864256135,stable ascending frame ID
moving_frame_000019,False,,"0,10,16",3,0.7331440239752708,0.8735727446971876,0.7834586056114545,0.5694444444444444,0.3478845552407044,stable ascending frame ID
moving_frame_000020,False,,"0,10,16",3,0.7702077867088625,0.9709316831442536,0.8432149976847171,0.46597222222222223,0.35676169701301474,stable ascending frame ID
moving_frame_000021,False,,"0,10,16",3,0.7462144544243126,1.0,0.8911934832321097,0.21041666666666667,0.3677307612134627,stable ascending frame ID
moving_frame_000022,False,,"0,16",2,0.5784855282695218,0.3125,0.9994999730225494,0.6888888888888889,0.15857758584979276,stable ascending frame ID
moving_frame_000023,False,,"0,16",2,0.5367811679977841,0.31509340546362863,0.8511341090229669,0.6972222222222222,0.15959128660998115,stable ascending frame ID
moving_frame_000024,True,"top_marker_pair_0_17,top_marker_pair_16_17","0,16,17",3,0.5551385910122185,0.5275607192541917,0.8714720185824535,0.27708333333333335,0.2725603106913914,stable ascending frame ID
moving_frame_000025,False,,"0,4,16",3,0.5508660698191753,0.343828905085396,0.782208148200131,0.8090277777777778,0.1686650776942207,stable ascending frame ID
moving_frame_000026,True,top_marker_pair_4_16,"0,4,16",3,0.5716606900159702,0.3651037951733726,0.7814246599764885,0.86875,0.17441773953674494,stable ascending frame ID
moving_frame_000027,True,top_marker_pair_4_16,"0,4,16",3,0.5747348556512732,0.38562775750859934,0.7346139097070433,0.9104166666666667,0.18016246402387182,stable ascending frame ID
