approach,evaluation,entity_type,entity_id,marker_id,used_for_alignment,alignment_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_local_x_m,est_local_y_m,est_local_z_m,est_local_roll_deg,est_local_pitch_deg,est_local_yaw_deg,est_local_rvec_x,est_local_rvec_y,est_local_rvec_z,est_gt_aligned_x_m,est_gt_aligned_y_m,est_gt_aligned_z_m,est_gt_aligned_roll_deg,est_gt_aligned_pitch_deg,est_gt_aligned_yaw_deg,est_gt_aligned_rvec_x,est_gt_aligned_rvec_y,est_gt_aligned_rvec_z,gt_world_x_m,gt_world_y_m,gt_world_z_m,gt_world_roll_deg,gt_world_pitch_deg,gt_world_yaw_deg,gt_world_rvec_x,gt_world_rvec_y,gt_world_rvec_z
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_0,,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,2.378805797147836,0.47917024032592265,0.234135326047602,-0.36683558725090215,2.338659727614756,0.598346079862551,-1.7451297603484868,2.132729784189468,-113.24024716131265,-1.6088892467513012,-0.7392112862719381,-1.9764152567303968,-0.005534463303647378,-0.03614940505768963,0.590149283260476,-1.238223615872509,2.5107148972761477,-113.22763328016349,-1.3728313835345305,-0.8004537846409363,-1.9762165557431335,-0.0017989263616453371,-0.032772532634166435,0.58780793,-1.23455526,2.4873283,-112.76486179960601,-1.4967437177574447,-0.8270999103481541,-1.9681387137868624,-0.0028859165404719407,-0.03515086081927826
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_1,,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,8.404436468709006,0.2065766984255321,-7.772000863741502,2.2564535530272045,2.2669301474896653,-4.046203447209887,0.4858176113619666,2.1564968738130523,-106.30665176144028,0.832150935016281,-114.62253684497657,-1.1214646178576217,1.7687188175727153,-1.3125930992372872,-4.051887328637415,0.997651035530272,2.5542119814748965,-106.52762074217976,0.7481014246362923,-114.68649829847128,-1.123982968583346,1.7726470865003132,-1.3115198754292239,-3.97416732,0.9750865,2.53154268,-106.36411375666104,0.7680855225263834,-114.55965647612422,-1.1237817096415734,1.7685660170005004,-1.312074204858069
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_3,,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,5.679670954758707,0.10549376245620837,-5.584172051459602,-0.9407370389117542,0.436690368162429,-3.274927072784825,-1.5836622669043683,2.064602532800304,-109.21919142917807,1.864050832545413,-59.931751411000505,-1.6902843981540379,1.0007476877373083,-0.669288596877926,-3.283197550514596,-1.0726216303891176,2.4585778036816244,-109.41560044256558,1.9957686533552506,-59.999280186781085,-1.6916231251882148,1.0046524539770803,-0.6665834646723203,-3.22735583,-1.06321426,2.4542109,-109.39044886225861,1.9674295291124646,-59.89995245682555,-1.692187338487859,1.002617043578016,-0.6660823965823887
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_5,,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,5.502296029357404,0.16436364526787087,5.181524524955172,1.010331919960561,1.551223582685335,5.916415530168911,0.35728688725358554,2.1976081986101113,-109.5791133367774,4.051658257772428,113.90951517328665,-1.2334188058847226,-1.7963033625730567,1.3305838700687074,5.910674115249551,0.8585228591996056,2.5542738058268535,-109.36932773308645,3.941721327511747,113.86322269336277,-1.2304672093088889,-1.7926924680175007,1.3313159086905064,5.85885887,0.84841954,2.53876157,-109.27065188151681,4.073179111337627,113.87681919175743,-1.2313021612026054,-1.7910646821584102,1.3345656694891888
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_000,0,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,5.807509127910952,2.1440315964448318,-5.758628699249657,0.685862607778781,-0.3081399977256094,-2.5957026695334715,-0.023814473118713358,0.7853024764095453,64.97245337744383,0.022695439275067782,91.10302802618021,0.8749589064492704,0.8925225671487429,1.4011223694737907,-2.6075862869924964,0.4868586260777878,1.1769186000227438,65.20798379749041,0.0025028330793217413,91.04216550233997,0.8786941497025491,0.8948851737543134,1.3990120754313387,-2.55,0.48,1.18,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_001,1,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,5.239332357064291,0.3974391066471668,-5.156411972346087,-0.7439608477488924,0.5554650090180857,-2.290488287855828,-1.0426612608276675,1.2454773221380804,0.3965824787734409,0.28777195970586883,-89.73897234635986,0.009378516040179759,-0.0014692720554463387,-1.5662475164254819,-2.301564119723461,-0.532439608477489,1.6355546500901808,0.1607774284590105,0.3044986114413334,-89.80110542570999,0.006371452372999469,0.0019802316413422534,-1.5673272775366391,-2.25,-0.525,1.63,-1.8363890085664206e-07,-0.0,-90.0000001836389,-2.5172823638819805e-09,2.517282371950131e-09,-1.57079633
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_002,2,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,4.007471713918628,0.7095896141591106,-3.8927631665713447,-0.6797715689747963,-0.6664346035860857,-1.1256307874710019,-1.0409307995562602,0.7080487553028769,67.16518928401403,-0.2878511938731479,-90.5761716212276,0.9034968766398441,-0.9195609032924104,-1.3775167536792297,-1.1389276316657135,-0.531797715689748,1.0933356539641392,66.92916558918634,-0.2745668237571687,-90.63592753069567,0.9001940287135138,-0.916864931423801,-1.3799743249997902,-1.1,-0.525,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_003,3,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,2.5340570357982184,0.9089050946329169,-1.1751101216436495,1.452866226036198,-1.7116486181259383,0.10094647413203094,0.7166150650211105,0.40216336938991093,90.40008947404137,-0.2342115181132032,0.867361659016695,1.5777748751769516,0.008740173075394181,0.015084108637006193,0.08824889878356351,1.224528662260362,0.7828835138187407,90.41931295017982,0.0013999775038837177,0.8064082871097976,1.5780861231337941,0.011124693915519622,0.011005296352822783,0.1,1.21,0.8,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_004,4,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,1.59753944668672,0.5161000363298818,0.08156447565402791,1.5815077966911506,-0.21050560333752966,0.708504366801866,0.7188850498447523,1.6196857317105329,90.29110311357189,-0.058624203972073845,0.4352500755172526,1.575872504658161,0.005183494244924804,0.0067614811126965844,0.7008156447565402,1.2258150779669115,1.9978949439666247,90.3085492205561,0.17712555946718783,0.37435380070304514,1.576163941692439,0.007572365427638538,0.0026851757797132945,0.7,1.21,2.0,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_005,5,yes,GT_world_best_fit_SE3_using_static_cameras_and_all_nonreference_markers,2.2588805566428016,0.6742546927493294,0.651639690266137,-1.6178705102012803,-1.4354100792002722,1.9203108154531026,-1.5020741176952412,0.713024547743205,66.83637688665046,-0.033905342095242916,-90.41089689949109,0.903537850782711,-0.9108574651549267,-1.3795523435347214,1.9065163969026613,-0.9961787051020128,1.0856458992079974,66.60039518269781,-0.01994236148516223,-90.47170032541507,0.9002387656583577,-0.9081619536396517,-1.3820141618185642,1.9,-0.98,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
