method,status,pair,from_camera,to_camera,translation_error_cm,rotation_error_deg,baseline_error_cm,direction_error_deg,gt_baseline_m,est_baseline_m,available_cameras,missing_cameras,source,failure_reason,note,est_pitch_deg,est_roll_deg,est_rvec_x,est_rvec_y,est_rvec_z,est_tx_m,est_ty_m,est_tz_m,est_yaw_deg,gt_pitch_deg,gt_roll_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z,gt_tx_m,gt_ty_m,gt_tz_m,gt_yaw_deg
AP01,OK,cam0-cam1,cam_edge_0,cam_edge_1,15.865760942222371,1.8524070746904784,13.30745355652212,0.9639083494618347,5.069131069576643,5.202205605141864,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,57.936091324589206,119.15013030488149,0.03878731282266187,1.8852654993313103,0.6683645593076707,-4.687105386752686,-1.0896801279365071,1.9765078978905348,141.62326938234875,57.450670973219815,115.90214977992046,0.059735247464964704,1.862313170365479,0.6890226811483594,-4.590674262084118,-0.9808404021811512,1.913047758273379,138.4497834938831
AP01,OK,cam0-cam3,cam_edge_0,cam_edge_3,18.651261214003732,3.5875225769421313,7.40313687216636,2.5439166461430345,3.8191529186563207,3.8931842873779843,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,53.6368675590343,19.516078788840897,0.01016255680665244,0.9859192593095351,0.42410336985412417,-3.8812847929516865,-0.27380032029871193,0.13245994146583406,36.39366700370082,50.53923196926396,21.20580374270508,0.05780068377927822,0.9425257326838137,0.42222897273299825,-3.8168022097504695,-0.10639583116101115,0.0814237977288359,36.244334985740466
AP01,OK,cam0-cam5,cam_edge_0,cam_edge_5,20.844259085236367,3.204166512694398,4.192370988138272,2.071828403820342,5.667927964501032,5.626004254619649,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-62.01773888450997,118.17817052779208,-0.022407107764391903,-1.8406492620098882,-0.6393962827690801,5.275178265035978,-0.6978717090105225,1.826853366543994,-141.80838648435116,-59.18839253897587,121.10918727720495,-0.005927455730751902,-1.890899029153531,-0.6597478523861177,5.239989224744796,-0.7565583592593794,2.023744001687466,-144.80607014753681
AP01,OK,cam1-cam3,cam_edge_1,cam_edge_3,6.693538956447511,1.8616307118908735,0.06579721552966156,1.7658104034511908,2.172182679705039,2.1715247075497426,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-50.547020685123066,4.103437657451067,-0.08210289213801972,-0.8837216404385971,-0.2828600748419092,1.4962875342372073,-0.3923789127319825,1.5240347631299622,-19.294124993743416,-52.158716168945,5.145378882018552,-0.07152290562849602,-0.9138098031455153,-0.27444766234862317,1.544386529831069,-0.3757221990345856,1.4805676849234315,-19.440987313922378
AP01,OK,cam1-cam5,cam_edge_1,cam_edge_5,20.5020543306362,2.6285220615594547,13.726390368629637,0.8811767525275123,9.833844654272019,9.971108557958315,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,42.214482640433296,133.73544157998703,0.047542875467597875,2.206352268311551,0.7597495226860728,-3.8900390812116026,-2.5073623983680333,8.831972351886414,158.8028991537438,43.91477015093176,133.3021054862451,0.07074491249427345,2.174340618010422,0.7301083985994897,-3.9715362540357773,-2.4903976924727136,8.64461218335215,156.5275178587406
AP01,OK,cam3-cam5,cam_edge_3,cam_edge_5,10.132786037879287,2.6816416622334636,3.60524641292006,0.5831953595553092,9.285515073252315,9.321567537381515,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-8.1909235,139.364837617,-0.124881127249003,-2.828163283436984,-1.0512161928437425,2.856387871,-3.191673889,8.279244378,177.980585979,-7.866545909544565,141.70501809791045,-0.15963022206593686,-2.858939487432395,-0.9996874983186074,2.8983748134908356,-3.1018777282117975,8.2582424386392,176.3434827013253
AP02,OK,cam0-cam1,cam_edge_0,cam_edge_1,15.81052246502599,1.2877963545214017,15.447235153365924,0.37521101013829433,5.069131069576643,5.223603421110302,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,56.71618959024077,117.8186268885708,0.060850115268335024,1.885246927726559,0.6879687241691725,-4.716325708949644,-1.0312965546501678,1.9946758946010712,140.2445191574579,57.450670973219815,115.90214977992046,0.059735247464964704,1.862313170365479,0.6890226811483594,-4.590674262084118,-0.9808404021811512,1.913047758273379,138.4497834938831
AP02,OK,cam0-cam3,cam_edge_0,cam_edge_3,7.682492883420567,1.4764271986862638,6.234079053751618,0.6681201833583547,3.8191529186563207,3.881493709193837,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,51.64201486695954,22.765770277193685,0.06582021441357219,0.9672687529477593,0.4223429323620294,-3.878805393681094,-0.08142845337878435,0.11929601603626416,37.39583332677372,50.53923196926396,21.20580374270508,0.05780068377927822,0.9425257326838137,0.42222897273299825,-3.8168022097504695,-0.10639583116101115,0.0814237977288359,36.244334985740466
AP02,OK,cam0-cam5,cam_edge_0,cam_edge_5,23.199049650198354,1.3188132169255515,19.836837837046595,1.195265169166897,5.667927964501032,5.866296342871498,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-59.86164198442407,120.46180201857437,0.0062587233568615315,-1.8771732021459198,-0.6432628108358063,5.4538234332963595,-0.6717491532941879,2.0537759896988654,-143.16264514599501,-59.18839253897587,121.10918727720495,-0.005927455730751902,-1.890899029153531,-0.6597478523861177,5.239989224744796,-0.7565583592593794,2.023744001687466,-144.80607014753681
AP02,OK,cam1-cam3,cam_edge_1,cam_edge_3,13.670149050543795,0.5530839861442665,9.072239502217583,2.6428836427337736,2.172182679705039,2.262905074727215,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-52.164152757321496,5.341789640464198,-0.06529673823250987,-0.9144378801802304,-0.2666300261099997,1.5477620957113294,-0.3464275687504157,1.6140507463878366,-19.05632760974323,-52.158716168945,5.145378882018552,-0.07152290562849602,-0.9138098031455153,-0.27444766234862317,1.544386529831069,-0.3757221990345856,1.4805676849234315,-19.440987313922378
