# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 192, mean observations per image: 286.16145833333331
208 0.9368080565270982 -0.27042683940485818 0.019895495331956274 -0.22105238976522387 -0.56942170639537715 0.026127604309923537 1.7370386295170943 207 static_cam_edge_3.png
