corner_idx,x_colmap,y_colmap,z_colmap,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,ideal_x_ref_m,ideal_y_ref_m,ideal_z_ref_m,registered_x_ref_m,registered_y_ref_m,registered_z_ref_m,corner_fit_error_cm
0,-1.410416099191911,3.2645838475102535,1.5734088053397957,2,2,0.12041975365301,0.12041975365301,0.1215500009865654,-0.085,0.085,0.0,-0.08530074886245448,0.08610997794885294,0.001293255918818792,0.1730610238259116
1,-1.4758543733867258,3.1496026938844843,1.8847212906277038,2,2,0.9144058429935521,0.9144058429935521,0.9258521430536993,0.085,0.085,0.0,0.08462619182621423,0.08639827062886624,-0.001293255918818348,0.1940980209558488
2,-1.1363916046850957,3.1387964385428644,1.9471908942008078,2,2,0.4838795868120943,0.4838795868120943,0.49804481497895303,0.085,-0.085,0.0,0.08269632157009954,-0.0870728276651066,0.001293255918818792,0.3357984471253518
3,-1.0772068476078442,3.259812872640345,1.6482339300924067,2,2,0.4575253418696411,0.4575253418696411,0.47034572816076387,-0.085,-0.085,0.0,-0.08202176453385962,-0.08543542091261314,-0.001293255918818348,0.3275971418446135
