marker_id,entity_id,corner_idx,x_colmap,y_colmap,z_colmap,target_x_ref14_m,target_y_ref14_m,target_z_ref14_m,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,used_for_sim3,registered_x_ref14_m,registered_y_ref14_m,registered_z_ref14_m,corner_fit_error_cm
0,marker_000,0,-0.3926318139993758,-0.8198588021260412,3.9067552601164848,-2.5831005588238014,-0.10500000028212902,0.8582901844687094,29,29,0.47297352729537323,0.4571910735109137,0.8706403082780853,yes,-2.577444655879943,-0.10391485790495791,0.8584531471181345,0.5761365195349567
0,marker_000,1,-0.18370240182768494,-0.8622695468814177,3.9445776104775896,-2.583100559368669,0.06499999971787099,0.858290184503577,29,29,0.6979863175588481,0.7107579756100119,1.3850711250711967,yes,-2.5752468758259255,0.06292312055847815,0.8593545470969729,0.8193084886811739
0,marker_000,2,-0.14672204153210672,-0.6507064575263307,3.9702699800737578,-2.5168994411761982,0.0649999999621676,0.7017098155230865,29,29,0.4657326495246777,0.380423738263169,1.342609857370776,yes,-2.5071285067218794,0.061870576589560744,0.7072248569146611,1.1648181502122732
0,marker_000,3,-0.3551754584379467,-0.6077946859014577,3.9315378390478015,-2.5168994406313305,-0.10500000003783241,0.701709815488219,29,29,0.4057943847001838,0.38170467359806115,1.4578008404242009,yes,-2.508457782667713,-0.10482295394162688,0.7063200948260628,0.9620166841996156
1,marker_001,0,-1.3329719136592462,-0.7677969138430036,3.0028401871576924,-2.1649999997275664,-0.940000000524711,1.229999999534769,32,30,1.1635078887785661,0.8631555365119188,3.53823814108776,yes,-2.1627949396377053,-0.9402704361427232,1.2333118804557741,0.39879795207981505
1,marker_001,1,-1.545555912820136,-0.7251932939374799,2.9605461122184167,-2.1650000002724337,-1.110000000524711,1.2299999994999014,32,31,0.6266136258359088,0.5884381645789734,1.4010048496545813,yes,-2.1627636442424265,-1.1104967072193768,1.2342487913990015,0.4827032052445247
1,marker_001,2,-1.6034884614509746,-0.8298518277278933,3.1465636047931445,-2.3350000002724336,-1.1099999999798433,1.230000000044769,32,31,1.0674624947264009,1.0681580450140815,2.752100098015524,yes,-2.333195119558976,-1.1104915323697349,1.2340760643764521,0.44848075673480897
1,marker_001,3,-1.3907704160344307,-0.872462612075763,3.1890996053532574,-2.3349999997275663,-0.9399999999798434,1.2300000000796367,32,31,1.2711261059094794,1.1774901574200363,2.9263691434777206,yes,-2.3333586739067407,-0.9401296506052247,1.2330412968194024,0.34583588006568045
2,marker_002,0,-0.9141699685965863,0.4176814203284584,2.1071517764980605,-1.066899440631331,-0.9400000002657207,0.7782901842974482,15,15,0.4137813513438157,0.3991475391706446,0.7269401810383392,yes,-1.06491637563917,-0.9403479828565555,0.7752321967713611,0.36612738707126424
2,marker_002,1,-1.1245764016286028,0.45535611426039757,2.06932227650998,-1.0668994411761985,-1.1100000002657207,0.7782901842625807,15,15,0.4698629174523322,0.47152053799796173,0.922466681766491,yes,-1.0691380835117834,-1.1075611461964265,0.7775524295109366,0.3391726809688378
