marker_id,root_camera,target_camera,root_distance_m,target_distance_m,translation_error_m,translation_error_cm,rotation_error_deg,estimated_target_in_root_x,gt_target_in_root_x,estimated_target_in_root_y,gt_target_in_root_y,estimated_target_in_root_z,gt_target_in_root_z,estimated_target_in_root_roll_deg,gt_target_in_root_roll_deg,estimated_target_in_root_pitch_deg,gt_target_in_root_pitch_deg,estimated_target_in_root_yaw_deg,gt_target_in_root_yaw_deg,estimated_target_in_root_roll,gt_target_in_root_roll,estimated_target_in_root_pitch,gt_target_in_root_pitch,estimated_target_in_root_yaw,gt_target_in_root_yaw
1,cam_edge_3,cam_edge_1,1.394257734,2.483175972,0.101915399,10.191539853,1.678835581,-2.146720964,-2.139367048,-0.135711819,-0.128541651,0.252104910,0.353501444,16.365484293,16.174286863,48.874943079,50.492062643,25.167355416,24.587819285,0.285631585,0.282294560,0.853028678,0.881252739,0.439253216,0.429138402
14,cam_edge_3,cam_edge_1,4.173670440,4.639407996,0.189112463,18.911246310,1.883657937,-2.160234903,-2.139367048,-0.014165101,-0.128541651,0.204350309,0.353501444,16.941430545,16.174286863,48.935653661,50.492062643,24.235073374,24.587819285,0.295683743,0.282294560,0.854088278,0.881252739,0.422981825,0.429138402
2,cam_edge_3,cam_edge_1,2.602331887,3.650803080,0.279204726,27.920472575,3.841727747,-2.115534897,-2.139367048,-0.020027559,-0.128541651,0.097353051,0.353501444,16.207954046,16.174286863,46.853936640,50.492062643,23.379044186,24.587819285,0.282882163,0.282294560,0.817755462,0.881252739,0.408041297,0.429138402
8,cam_edge_3,cam_edge_1,6.056597706,7.223466005,0.661122966,66.112296552,4.857385614,-2.738210452,-2.139367048,-0.387987650,-0.128541651,0.459132533,0.353501444,15.301543697,16.174286863,55.272529689,50.492062643,24.573369609,24.587819285,0.267062318,0.282294560,0.964687629,0.881252739,0.428886208,0.429138402
5,cam_edge_3,cam_edge_1,5.376474500,6.607079549,0.858973074,85.897307421,7.340676677,-2.808561717,-2.139367048,0.117170015,-0.128541651,0.832708095,0.353501444,24.169260061,16.174286863,55.920950718,50.492062643,29.728841584,24.587819285,0.421833166,0.282294560,0.976004711,0.881252739,0.518866168,0.429138402
7,cam_edge_3,cam_edge_1,5.713580654,6.417908482,2.592576355,259.257635526,23.707648230,-2.251710984,-2.139367048,-2.717464665,-0.128541651,0.274074593,0.353501444,-17.840919417,16.174286863,56.670873824,50.492062643,8.199705810,24.587819285,-0.311382785,0.282294560,0.989093338,0.881252739,0.143111864,0.429138402
6,cam_edge_3,cam_edge_1,5.616000810,6.298025253,5.102137459,510.213745899,48.980915427,2.863777797,-2.139367048,0.326985325,-0.128541651,-0.536916147,0.353501444,4.032642451,16.174286863,3.530852689,50.492062643,8.836793770,24.587819285,0.070382888,0.282294560,0.061625005,0.881252739,0.154231147,0.429138402
