timestamp,scenario,method,success,failure_reason,total_attempts,estimated_baseline_m,expected_baseline_m,baseline_error_m,rotation_error_deg,translation_x_m,translation_y_m,translation_z_m,camera_1_status,camera_2_status,camera_1_points,camera_2_points,camera_1_image,camera_2_image,camera_1_target_x_m,camera_1_target_y_m,camera_1_target_z_m,camera_2_target_x_m,camera_2_target_y_m,camera_2_target_z_m
1780413445.4000156,shift_left_0_6m,checkerboard,false,camera_1:SB;camera_2:checkerboard_not_found,1,,0.7,,,,,,SB,checkerboard_not_found,54,0,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_6m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_6m_camera_2_checkerboard_not_found.png,,,,,,
1780413447.92668,shift_left_0_4m,checkerboard,false,camera_1:SB;camera_2:checkerboard_not_found,1,,0.7,,,,,,SB,checkerboard_not_found,54,0,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_4m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_4m_camera_2_checkerboard_not_found.png,,,,,,
1780413450.428209,shift_left_0_2m,checkerboard,false,camera_1:SB;camera_2:checkerboard_not_found,1,,0.7,,,,,,SB,checkerboard_not_found,54,0,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_2m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_2m_camera_2_checkerboard_not_found.png,,,,,,
1780413452.8745098,shift_right_0_2m,checkerboard,false,camera_1:checkerboard_not_found;camera_2:SB,1,,0.7,,,,,,checkerboard_not_found,SB,0,54,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_2m_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_2m_camera_2_SB.png,,,,,,
1780413455.391608,shift_right_0_4m,checkerboard,false,camera_1:checkerboard_not_found;camera_2:SB,1,,0.7,,,,,,checkerboard_not_found,SB,0,54,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_4m_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_4m_camera_2_SB.png,,,,,,
1780413457.8395052,shift_right_0_6m,checkerboard,false,camera_1:checkerboard_not_found;camera_2:SB,1,,0.7,,,,,,checkerboard_not_found,SB,0,54,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_6m_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_6m_camera_2_SB.png,,,,,,
