marker_id,corner_idx,status,x_colmap,y_colmap,z_colmap,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,note
0,0,OK,-0.43264559713495543,3.2143241597290664,-4.122872106950778,69,69,0.4006829356252926,0.38829700808318995,1.1687707423914726,
0,1,OK,-0.6762372102131019,3.2121931379332693,-4.12090696539653,69,69,0.7058057484894037,0.5351193919530137,2.228243716518829,
0,2,OK,-0.6764397095329874,3.3790304651851026,-3.9397000599196526,69,69,0.6406509861044437,0.5121674667620341,3.0262091021908457,
0,3,OK,-0.43188312288801156,3.3793277570359583,-3.9402348390975073,69,69,0.5085645024739701,0.45827787817188587,1.5516231555610702,
1,0,OK,0.790244832162301,2.4754901625177013,-3.7675345543622933,20,18,1.0917122137309887,0.6675331947253236,3.3183065591643297,
1,1,OK,1.0411938201359583,2.4746826186493402,-3.7683218966721435,20,18,0.9783196929925744,0.9124676596232418,1.8629920720114594,
1,2,OK,1.0424334448405708,2.5700662116206283,-3.999819051095273,20,18,1.2387013638373747,1.1524209522044266,2.8607900807881803,
1,3,OK,0.7906363003107328,2.5703679768727965,-3.999552670537112,20,18,1.2656323227922042,1.0449017866026122,2.6411916132480555,
2,0,OK,0.7910957303011313,2.4817036344279466,-2.0249199785545,14,14,0.3948349271572484,0.3749766375877526,0.7086493760644385,
2,1,OK,1.0392262954618325,2.480669586393389,-2.032655804900482,14,14,0.33578880148025597,0.32125585569475035,0.6616679793042589,
2,2,OK,1.0392025783942058,2.728840682950654,-2.0344777019170492,14,14,0.4797179055571528,0.49475493393884395,1.022780950125643,
2,3,OK,0.7916319385523138,2.730146406724827,-2.029063472918999,14,14,0.4532659747917887,0.4251707737924302,0.9914510073191897,
3,0,OK,-1.6225540081528471,2.277444892919574,-0.3948426537688902,28,28,0.6747108989489818,0.594678992210262,2.1280493479770564,
3,1,OK,-1.6240805058451486,2.1846148190252936,-0.16644291506848385,28,28,0.7068790275541347,0.6657511970725496,1.4161208415949533,
3,2,OK,-1.6232028884497884,2.412384412558316,-0.07067170135716191,28,28,0.696618361961253,0.597658614303648,1.4316518652565575,
3,3,OK,-1.6209642773156931,2.5032026917642725,-0.2992133828763478,28,28,1.07414294224726,1.090632954370252,2.253209736584367,
4,0,OK,-1.6225883525403297,0.31583286019011475,-0.25101139089432417,34,34,0.5462685014199931,0.4964567406246688,1.4776501019324197,
4,1,OK,-1.6223888933857908,0.2208805368502774,-0.0193185116786475,34,34,0.5266858856767028,0.48238886823823635,1.6941453609524677,
4,2,OK,-1.6223096299799218,0.44974960051244944,0.07430632782887996,34,34,0.6879231268663989,0.6169774562061493,1.776378439541337,
4,3,OK,-1.622220250534857,0.5441272118494508,-0.15664719230478824,34,34,0.6431054351435587,0.510356850909159,1.6164739704254165,
5,0,OK,1.4586461758521354,0.808027164386795,2.0399247388117137,26,26,0.41803215928973536,0.44971858493919636,0.7337917800673188,
5,1,OK,1.7026313527472081,0.8081844960357584,2.0326543594982724,26,26,0.5957062064757168,0.5414794163265833,1.1805079449341531,
5,2,OK,1.7000298337361666,1.0533984544090391,2.0239797135607316,26,26,0.44049535995757483,0.3930467582160495,1.144163022092995,
5,3,OK,1.4565591375236215,1.054358074237296,2.0301440779976443,26,26,0.43625716211362153,0.37223750677482076,0.9114610080279827,
6,0,OK,-0.7132186784787927,0.4029583761420438,1.9870900193994099,25,25,0.3810204348577293,0.35214607883754323,0.6375806234866358,
6,1,OK,-0.4672170719017607,0.4022565818121434,1.993666049800818,25,25,0.46333770020533455,0.3600825426301701,1.0197884744633579,
6,2,OK,-0.4651420542683339,0.6495878262529308,1.976563777140435,25,25,0.6335673625738983,0.5735076563174,1.187832425105713,
6,3,OK,-0.7108699630673959,0.6505221128922231,1.9719872329786408,25,25,0.4572133563357748,0.43912742427747276,1.0730696075666906,
7,0,OK,-1.351453178470018,0.40461700968750497,1.9845400372082922,33,33,0.4096443797558811,0.4409949662334168,0.9836224286268439,
7,1,OK,-1.104120726233014,0.4037305669297589,1.9865641792134694,33,33,0.44867155174907847,0.39396264904697237,1.7596664423920292,
7,2,OK,-1.1031007637404013,0.6499062494165573,1.9803085518391628,33,33,0.6252538068086287,0.61540489282958,1.3614624922067335,
7,3,OK,-1.3512592632692204,0.6499296219968903,1.9806452553264127,33,33,0.48434976241799865,0.4859112343517735,0.9599766091177665,
8,0,OK,0.7908478112846241,-0.029612590320814102,2.885264142240846,35,35,0.40608384250527213,0.38786345984825865,1.3686319430180542,
8,1,OK,1.0350148982782466,-0.029562390638492354,2.8747899515124664,35,35,0.7108520363690536,0.624081761130856,1.7888972801022065,
8,2,OK,1.0318435224704587,0.21486684038948886,2.8557285884264174,35,35,1.131413738957782,1.0578349765037383,3.7587946994664505,
8,3,OK,0.7899878911615459,0.21673738973730097,2.873463105783393,35,35,0.5775122167035965,0.5157692113896416,1.8832944525528135,
9,0,OK,-0.4331459057025327,-0.21701062490201217,3.3035279465098366,13,13,0.40092823041702813,0.4251638307067136,0.8837553801381067,
9,1,OK,-0.6817298882121586,-0.2163660403514634,3.3025353510828808,13,13,0.39690423770413247,0.38421651528877093,0.68361386344843,
9,2,OK,-0.6813668411861038,-0.04852688473857452,3.487355462173388,13,13,0.2993252486137854,0.3088026697850448,0.6313096127295682,
9,3,OK,-0.43449954309468847,-0.05480043852602786,3.4934226803788087,13,13,0.3198418787175331,0.3392164365847638,0.5009621248068685,
10,0,OK,1.7173727027800307,-0.21445367266293194,3.302228693382511,22,22,0.3924536785516415,0.4027276357050015,0.8672224297763691,
10,1,OK,1.4675702134702109,-0.21391770940649268,3.3013200530845324,22,22,0.48667128591442244,0.4923979763968037,0.7468872066875711,
10,2,OK,1.464293276799415,-0.0421748349242236,3.4803881373592787,22,22,0.5314627017356531,0.44558710902268783,1.296247553337958,
10,3,OK,1.7127397674856777,-0.044166696018045265,3.4826302411675485,22,22,0.4863246536340441,0.47262024354490384,1.1390151389063137,
11,0,OK,0.27459324311231986,-0.7773741915545792,4.5390140018336025,12,12,0.5798275004593656,0.4447661312610144,1.6697723945636451,
11,1,OK,0.023251767623253965,-0.7778051425897713,4.539104663729967,12,12,0.46021089786247676,0.3244682011553758,1.3811685823726345,
11,2,OK,0.021512229480294447,-0.8736981373320759,4.774061277099579,12,12,0.46653606517638185,0.40806152707143695,0.9423043673377195,
11,3,OK,0.27248608942314273,-0.8736525776076287,4.7737788722793235,12,12,0.5986854397182152,0.5204455281720356,1.441383698834845,
12,0,OK,1.6298864769488952,-0.85122566271023,4.848386235324653,19,19,0.7488377354761147,0.5974944958151981,1.3119210724658392,
12,1,OK,1.6303845549540308,-0.7546539545862989,4.616085414722977,19,19,0.613385803717727,0.45334967714764063,1.539286356618238,
12,2,OK,1.5331413174955324,-0.5425732696108724,4.704081395287043,19,19,0.6705367989089982,0.642574775591379,1.1936815875818574,
12,3,OK,1.5323539442310592,-0.639668231811957,4.935894531892951,19,19,0.9023639439619195,0.8243093578598196,1.8969611444169592,
13,0,OK,-0.8014627473561814,-0.4512398934727813,4.752605395515894,11,11,0.6063543315278513,0.48712496157958557,1.3674670044648236,
13,1,OK,-1.0511176642014322,-0.4513662054724291,4.751860033055816,11,11,0.796253565722824,0.8880823194366897,1.4961442211724172,
13,2,OK,-1.0518912687792155,-0.5469561394134156,4.986757995271291,11,11,0.39573205618405294,0.3987708138821017,0.6791126342747452,
13,3,OK,-0.8017418313931824,-0.5465148969992096,4.986158210209803,11,11,0.5906753447503086,0.47180931435906726,1.21570899596045,
14,0,OK,-0.7102798159204665,2.9833355776845982,-0.2610601536844407,30,30,0.5448065492375852,0.48457565776071476,1.7527588066720559,
14,1,OK,-0.7107939728984481,2.888097735219462,-0.03148971286651754,30,30,0.6797255832546332,0.6142541893474949,1.3875439484613117,
