marker_id,segment,corner_a,corner_b,length_colmap_units,length_metric_m,scale_m_per_colmap_unit,used_for_scale,scale_abs_dev_from_median
0,side_01,0,1,0.24268698411254774,0.17,0.7004908014397729,yes,0.012771303939805856
0,side_12,1,2,0.24553457815624277,0.17,0.6923668400457336,yes,0.004647342545766486
0,side_23,2,3,0.24362021852379662,0.17,0.6978074358117964,yes,0.010087938311829303
0,side_30,3,0,0.24544595034409838,0.17,0.6926168460374745,yes,0.004897348537507451
0,diag_02,0,2,0.3454071617275538,0.2404163056034262,0.6960374081445913,yes,0.008317910644624171
0,diag_13,1,3,0.3456368452494387,0.2404163056034262,0.6955748755024161,yes,0.007855378002449065
1,side_01,0,1,0.2510583304588419,0.17,0.6771334760702933,yes,0.010586021429673798
1,side_12,1,2,0.25085183478173256,0.17,0.6776908773576158,yes,0.010028620142351286
1,side_23,2,3,0.2515510847718635,0.17,0.6758070638183742,yes,0.011912433681592893
1,side_30,3,0,0.2513297018315453,0.17,0.6764023462453441,yes,0.011317151254622959
1,diag_02,0,2,0.3564680885015286,0.2404163056034262,0.6744399102148388,yes,0.013279587285128236
1,diag_13,1,3,0.35402110111969287,0.2404163056034262,0.6791016265500586,yes,0.008617870949908513
2,side_01,0,1,0.24738548446761177,0.17,0.6871866405818033,yes,0.0005328569181637377
2,side_12,1,2,0.2472091550667482,0.17,0.6876767972209558,yes,4.2700279011320674e-05
2,side_23,2,3,0.2466911508853136,0.17,0.6891207868215459,yes,0.0014012893215787914
2,side_30,3,0,0.24759286864826507,0.17,0.6866110519584677,yes,0.0011084455414993588
2,diag_02,0,2,0.3489207229363906,0.2404163056034262,0.689028452022481,yes,0.0013089545225138943
2,diag_13,1,3,0.35031279538063387,0.2404163056034262,0.6862903918259704,yes,0.0014291056739966779
3,side_01,0,1,0.24512667962159254,0.17,0.6935189603287278,yes,0.00579946282876076
3,side_12,1,2,0.24561241203883868,0.17,0.6921474309413888,yes,0.004427933441421672
3,side_23,2,3,0.24527349497525205,0.17,0.6931038350358766,yes,0.0053843375359095
3,side_30,3,0,0.24455069778494476,0.17,0.695152381652561,yes,0.0074328841525939104
3,diag_02,0,2,0.3497504096859911,0.2404163056034262,0.6873939213374304,yes,0.0003255761625367004
3,diag_13,1,3,0.3435842997128007,0.2404163056034262,0.699730185006673,yes,0.012010687506705864
4,side_01,0,1,0.24926508949390785,0.17,0.6820048501182308,yes,0.005714647381736326
4,side_12,1,2,0.24637394327289955,0.17,0.6900080330804185,yes,0.0022885355804513896
4,side_23,2,3,0.24844705992055036,0.17,0.6842503994789211,yes,0.003469098021046002
4,side_30,3,0,0.24602428112035207,0.17,0.6909887073985111,yes,0.0032692098985440676
4,diag_02,0,2,0.3502221954735994,0.2404163056034262,0.6864679301045309,yes,0.0012515673954361928
4,diag_13,1,3,0.3499009940225836,0.2404163056034262,0.687098092633338,yes,0.0006214048666290939
5,side_01,0,1,0.24282266801627178,0.17,0.7000993827668847,yes,0.012379885266917579
5,side_12,1,2,0.24464285404918337,0.17,0.694890519736264,yes,0.007171022236296953
5,side_23,2,3,0.24281066914638627,0.17,0.7001339792754742,yes,0.01241448177550708
5,side_30,3,0,0.24580790614293443,0.17,0.691596957427183,yes,0.003877459927215887
5,diag_02,0,2,0.3434921332551584,0.2404163056034262,0.6999179379308703,yes,0.012198440430903235
5,diag_13,1,3,0.34670049781695694,0.2404163056034262,0.6934409010579378,yes,0.0057214035579706835
