cam,single_est_ref14_xyz_m,single_est_dist_to_ref14_m,multi_est_ref14_xyz_m,multi_est_dist_to_ref14_m,gt_ref14_xyz_m,gt_dist_to_ref14_m,single_cam_gt_vs_est_cm,multi_cam_gt_vs_est_cm,gain_cm,single_rot_deg,multi_rot_deg,single_dist_to_ref14_err_cm,multi_dist_to_ref14_err_cm,real_life_output,evaluation_only
cam_edge_0,"(0.592, -1.746, 2.125)",2.813374274444124,"(0.582, -1.737, 2.095)",2.783289242073786,"(0.588, -1.735, 2.087)",2.77689386627315,3.9810004302499693,1.0193671735092922,2.961633256740677,0.458,0.21450595610226075,3.6480408170973977,0.6395375800635872,single/multi estimated Ref14-frame camera poses and estimated distances,"GT poses, GT distances, GT-vs-estimated errors, rotation errors, distance errors"
cam_edge_1,"(-4.044, 0.486, 2.157)",4.609229634947905,"(-3.996, 0.494, 2.143)",4.561625360297965,"(-3.974, 0.475, 2.132)",4.534665066628385,7.537328598513046,3.1678686058470427,4.369459992666004,0.409,0.177649101768335,7.456456831951996,2.696029366958008,single/multi estimated Ref14-frame camera poses and estimated distances,"GT poses, GT distances, GT-vs-estimated errors, rotation errors, distance errors"
cam_edge_3,"(-3.253, -1.591, 2.078)",4.17491524802576,"(-3.223, -1.566, 2.056)",4.13128499847537,"(-3.227, -1.563, 2.054)",4.132704550023041,4.463626949170515,0.5066078456202139,3.9570191035503015,0.436,0.12908068253765032,4.221069800271948,0.14195515476709275,single/multi estimated Ref14-frame camera poses and estimated distances,"GT poses, GT distances, GT-vs-estimated errors, rotation errors, distance errors"
cam_edge_5,"(5.908, 0.386, 2.172)",6.306729110179459,"(5.855, 0.347, 2.139)",6.242625062229506,"(5.859, 0.348, 2.139)",6.246753115638583,7.041182324983463,0.455759680715261,6.585422644268203,0.443,0.12796003414417492,5.997599454087599,0.41280534090768484,single/multi estimated Ref14-frame camera poses and estimated distances,"GT poses, GT distances, GT-vs-estimated errors, rotation errors, distance errors"
