frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok
0,0,5.5,0.5,2.2,0.0,0.4,-2.716814693,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0000.png,True
4,0,5.34,0.5,2.2,0.0,0.48,-3.1033629386,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0004.png,True
12,1,4.677777777777778,0.5,2.2,0.0,0.34444444444444444,-2.5130780945555555,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0012.png,True
20,2,4.166666666666667,0.16666666666666669,2.2,0.0,0.3,-2.866666667,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0020.png,True
28,3,3.2857142857142856,0.0,2.2,0.0,0.22857142857142856,-3.4124524204285716,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0028.png,True
36,3,2.142857142857143,0.0,2.2,0.0,0.1142857142857143,-3.845828046714286,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0036.png,True
44,4,1.7083333333333333,0.0,2.2,0.0,0.5083333333333334,-3.6764752375833334,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0044.png,True
52,5,1.44,0.0,2.2,0.0,0.65,-3.2916814696000003,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0052.png,True
60,7,1.04,0.0,2.2,0.0,0.5,-2.7883185308000003,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0060.png,True
68,8,0.30000000000000004,0.0,2.2,0.0,0.5,-3.4000000000000004,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0068.png,True
76,9,-0.5,0.42857142857142855,2.2,0.0,0.5,-3.3012085714285715,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0076.png,True
84,11,-1.5,0.6,2.2,0.0,0.5,-2.7,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0084.png,True
92,11,-1.98,0.408,2.2,0.0,0.436,-1.932,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0092.png,True
100,11,-2.46,0.21599999999999997,2.2,0.0,0.372,-1.164,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0100.png,True
108,11,-2.94,0.02400000000000002,2.2,0.0,0.308,-0.3959999999999999,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0108.png,True
116,12,-2.3,0.0,2.2,0.0,0.51,0.39999999999999997,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0116.png,True
124,13,-1.3,0.0,2.2,0.0,0.35,0.75,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0124.png,True
132,14,-0.45,0.0,2.2,0.0,0.17500000000000002,0.575,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0132.png,True
140,15,-0.0888888888888889,0.0,2.2,0.0,0.35555555555555557,-0.20000000000000007,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0140.png,True
148,16,0.8999999999999999,0.0,2.2,0.0,0.4375,-0.25,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0148.png,True
156,16,2.1,0.0,2.2,0.0,0.4875,-0.04999999999999999,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0156.png,True
164,18,3.2,-0.4,2.2,0.0,0.4,-0.4,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0164.png,True
172,19,4.276470588235294,-0.4,2.2,0.0,0.49411764705882355,0.09999999999999999,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0172.png,True
180,19,4.8882352941176475,-0.4,2.2,0.0,0.4470588235294118,0.9,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0180.png,True
188,19,5.5,-0.4,2.2,0.0,0.4,1.7,results/bus_real_data/ablation/moving_cam/density/density_stride_8_offset4/raw_images/moving/frame_0188.png,True
