camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,pose_valid,manual_hfov_fallback,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 30, 33, 34, 37, 38]","[6, 7, 8, 9, 10, 11]",16,6,24,0.508998,0.74927125,0.00408515,1.89008195,-0.67990141,1.46261011,-0.67964961,results/beintelli_bus_model/multi_static_8_station_visibility/F4_front_right_table_or_box_ids_06_11/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 45]",[],21,0,0,,,,,,,,results/beintelli_bus_model/multi_static_8_station_visibility/F4_front_right_table_or_box_ids_06_11/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[6, 7, 8, 9, 10, 11]","[6, 7, 8, 9, 10, 11]",6,6,24,0.657081,-0.00215032,-0.01164359,1.15588089,0.26697130,0.77264518,-1.36877808,results/beintelli_bus_model/multi_static_8_station_visibility/F4_front_right_table_or_box_ids_06_11/debug_images/moving_calib_camera_aruco_board_pose.png
