camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.1005456621845475
cam_edge_0,cam_edge_3,3.835076379082959
cam_edge_0,cam_edge_5,5.498131848683746
cam_edge_1,cam_edge_3,2.210088247388691
cam_edge_1,cam_edge_5,9.84553859787249
cam_edge_3,cam_edge_5,9.19695003049139
