marker_id,frame_i,frame_j,frame_gap,metric_translation_m,colmap_translation_units,scale_m_per_colmap_unit,quality,used_for_scale
13,0,2,2,0.084884346633839,0.11994999299360677,0.7076644567904498,0.6748676465273846,True
13,0,3,3,0.12150829740689396,0.1809102940532737,0.6716494384289305,0.6877610205286974,True
13,0,4,4,0.17590184930084807,0.23992589525513303,0.7331507468745593,0.6961079646961233,True
13,0,5,5,0.2013548784508961,0.2997731069687782,0.6716909348104649,0.7041445700901933,True
13,0,6,6,0.28917948763027096,0.43392083321826597,0.6664337489525679,0.7064520102007658,True
13,0,7,7,0.38910415106815016,0.5667761425962492,0.6865217531665476,0.711458119029465,True
13,1,3,2,0.07674166196927808,0.12123643569669164,0.6329917365870914,0.7053523123521397,True
13,1,4,3,0.12176424232899795,0.18025245975195175,0.6755205587571989,0.7139127515073601,True
13,1,5,4,0.1528020118303285,0.24009996860397928,0.6364099617287332,0.7221549141612006,True
13,1,6,5,0.24082272151534462,0.3742475248046038,0.643485141661469,0.7245213731040979,True
13,1,7,6,0.3395946352481393,0.5071025045457402,0.669676509589213,0.7296555262951221,True
13,2,4,2,0.09119840614070042,0.11997757386137242,0.760128774116363,0.7119940106898288,True
13,2,5,3,0.11870744804494673,0.17982541728091045,0.6601260813954372,0.7202140213735928,True
13,2,6,4,0.20654443577465365,0.3139725637133774,0.6578423074036689,0.7225741201256165,True
13,2,7,5,0.3061673044849355,0.44682741296647993,0.6852025985878882,0.7276944745586408,True
13,3,5,2,0.08064841474666902,0.11886369762650299,0.6784949177677851,0.7339737397218368,True
13,3,6,3,0.16837319067899364,0.25301140830389574,0.6654766747780722,0.7363789282570891,True
13,3,7,4,0.268159841436319,0.3858662682780215,0.694955386053871,0.7415971072710722,True
13,4,6,2,0.11974834032002818,0.19399543822384133,0.6172740009579851,0.7453159188930312,True
13,4,7,3,0.21786633189699006,0.3268506412597691,0.6665623511010271,0.7505974278247987,True
13,5,7,2,0.18893854795599335,0.26700338096730686,0.7076260505447602,0.7592631171189372,True
13,156,159,3,0.4485842029959179,0.6582520653598027,0.6814778511188115,0.6404971487761999,True
9,0,2,2,0.22283827956780802,0.11994999299360677,1.8577598381325884,0.6835546456244124,False
9,0,3,3,0.5992068923769948,0.1809102940532737,3.3121768748026184,0.6971069292962299,False
9,0,4,4,0.50722979963597,0.23992589525513303,2.114110271826185,0.6970372625354184,False
9,0,5,5,0.21032197813244102,0.2997731069687782,0.701603890552952,0.6982706557377714,True
9,0,6,6,0.5518769643314129,0.43392083321826597,1.2718379070170478,0.7054815102602211,False
9,0,7,7,0.513222749637134,0.5667761425962492,0.9055122667764357,0.71721388205911,False
9,0,8,8,0.45289285600388685,0.7004055045929435,0.646615215091857,0.7542344668145953,True
9,0,9,9,0.6127231501955107,0.8336066505920015,0.7350267056535283,0.7613736137574418,True
9,0,10,10,0.700220250396408,0.9681052149191762,0.7232894107019835,0.7524536078625862,True
9,0,11,11,0.713925438946977,1.1019235638024074,0.6478901644352124,0.7490238926522365,True
9,1,3,2,0.5052005610847837,0.12123643569669164,4.167068737889083,0.6922278446331627,False
9,1,4,3,0.4439365496692711,0.18025245975195175,2.462859870429392,0.6921586654733345,False
9,1,5,4,0.4995705468069919,0.24009996860397928,2.080677268354763,0.6933834260978083,False
9,1,6,5,0.24747306947317288,0.3742475248046038,0.6612550600097612,0.7005438115053642,True
9,1,7,6,0.41904739631951265,0.5071025045457402,0.8263563925697688,0.7121940678741809,False
9,1,8,7,0.6054412848106945,0.6407326433263885,0.9449203050862564,0.7489555437903945,False
9,1,9,8,0.7420857340933671,0.7739335012129425,0.9588494785796685,0.7560447235031185,False
9,1,10,9,0.6526294591811534,0.9084321409161985,0.7184129994816614,0.7471871491551705,True
9,1,11,10,0.7989959271750452,1.0422503456787653,0.7666065360282508,0.743781438685239,True
9,2,4,2,0.6149519913987713,0.11997757386137242,5.125557815574059,0.6686048617420219,False
9,2,5,3,0.32174578663910935,0.17982541728091045,1.7892119562636744,0.6697879443917689,False
9,2,6,4,0.5162230939685818,0.3139725637133774,1.6441662540929436,0.6767046655631559,False
9,2,7,5,0.3649987257715534,0.44682741296647993,0.8168673523146953,0.6879584696940412,True
9,2,8,6,0.4410957058042216,0.5804577770326762,0.7599100628113225,0.723468971474127,True
9,2,9,7,0.668050429576147,0.7136584522378852,0.9360926469535661,0.7303169100438893,False
9,2,10,8,0.5760731837608323,0.8481571271503807,0.6792057336077691,0.7217607543996781,True
9,2,11,9,0.7129175325249167,0.9819752776041916,0.726003544879747,0.7184709385070682,True
9,3,5,2,0.5005116738010121,0.11886369762650299,4.210803498421651,0.6830672868415141,False
9,3,6,3,0.424892201748362,0.25301140830389574,1.6793400921986004,0.6901211402348727,False
9,3,7,4,0.7010304284171466,0.3858662682780215,1.8167704358963177,0.7015980644146744,False
9,3,8,5,0.6177715886277402,0.5194966157608328,1.1891734611648586,0.737812604118477,False
9,3,9,6,0.5568834598609185,0.6526980959607817,0.8532022129483577,0.7447963112133436,False
9,3,10,7,0.8187125975938708,0.7871961777254016,1.0400362968727004,0.7360705196092675,False
9,3,11,8,0.6970669148927805,0.9210143249515511,0.7568469849037895,0.7327154792046305,True
9,4,6,2,0.36024547881906444,0.19399543822384133,1.8569791234131792,0.6900521716127185,False
9,4,7,3,0.607326310922126,0.3268506412597691,1.8581157086959634,0.7015279488233853,False
9,4,8,4,0.5199528314415873,0.46048040297800774,1.12915300646664,0.7377388693554805,False
9,4,9,5,0.4865204888956744,0.5936810913081498,0.8194980369404189,0.7447218785197552,False
9,4,10,6,0.7306236474517097,0.7281797439856277,1.0033561816107457,0.7359969589449348,False
9,4,11,7,0.6237479314768949,0.8619979803043127,0.7236071843888683,0.7326422538329014,True
9,5,7,2,0.45250081981880297,0.26700338096730686,1.6947381646609534,0.7027692882034237,False
9,5,8,3,0.27542147414909673,0.40063322080367336,0.687465391902846,0.739044283219963,True
9,5,9,4,0.40262048981052045,0.5338356990444917,0.7542030076504207,0.7460396486763589,True
9,5,10,5,0.5805339970428538,0.668332995960261,0.868629860491539,0.737299290534516,False
9,5,11,6,0.5146308892807752,0.8021511750349736,0.6415634674577861,0.733938649340291,True
9,6,8,2,0.4824210709537201,0.26648533146803716,1.810310039566222,0.7466761961009599,False
9,6,9,3,0.5726010090219138,0.3996873805013843,1.4326221866290088,0.7537438008276488,False
9,6,10,4,0.5010736074633986,0.5341847799808942,0.9380155074454202,0.7449131833422161,False
9,6,11,5,0.607710752594776,0.6680029511494298,0.9097426164795991,0.741517837704156,False
9,7,9,2,0.5749050150601847,0.26683506852719296,2.1545332037254186,0.7662787891778831,False
9,7,10,3,0.2589744210035892,0.40133078963000185,0.645289192095989,0.757301315841452,True
9,7,11,4,0.5389081038813172,0.5351484842187598,1.00702537664485,0.7538495045741272,False
9,8,10,2,0.35744825029626937,0.2677001177503184,1.3352562311147667,0.796391102374946,False
9,8,11,3,0.27493598598475355,0.4015185008350331,0.6847405173434663,0.7927611182155753,True
9,9,11,2,0.1898912334325991,0.26831950645618274,0.707705660093739,0.8002649361429355,True
11,0,4,4,0.16270282986656406,0.23992589525513303,0.6781378462443527,0.7496979301683379,True
11,0,5,5,0.20152845160022276,0.2997731069687782,0.672269949889842,0.7350037794917132,True
11,0,6,6,0.29497715143413317,0.43392083321826597,0.6797948585376105,0.7653205205052176,True
11,0,7,7,0.38174212677008124,0.5667761425962492,0.6735324550208185,0.7723774040675274,True
11,0,8,8,0.47446053802053206,0.7004055045929435,0.6774083511754745,0.7490345755580117,True
11,0,9,9,0.5619706132709308,0.8336066505920015,0.6741436298184963,0.7610753042577255,True
11,0,10,10,0.6459826003942594,0.9681052149191762,0.6672648700153838,0.7370597257289656,True
11,0,11,11,0.736596159740832,1.1019235638024074,0.6684639333776109,0.6976151277906861,True
11,4,6,2,0.13307524090215544,0.19399543822384133,0.6859709801454548,0.8080055924476993,True
11,4,7,3,0.21924814690280528,0.3268506412597691,0.6707900160690056,0.8154560674197209,True
11,4,8,4,0.31210626189262364,0.46048040297800774,0.6777840270165192,0.7908113133932833,True
11,4,9,5,0.3996902585463229,0.5936810913081498,0.6732406748303592,0.8035236030364405,True
11,4,10,6,0.4835117603837733,0.7281797439856277,0.66400056356596,0.7781685769562631,True
11,4,11,7,0.5742796481416915,0.8619979803043127,0.6662192502341509,0.7365239916197281,True
11,5,7,2,0.18038281259337544,0.26700338096730686,0.6755825036367699,0.7994730510038393,True
11,5,8,3,0.2733076283074747,0.40063322080367336,0.6821891298959618,0.775311336498361,True
11,5,9,4,0.36090489471992976,0.5338356990444917,0.6760598726647742,0.7877744640564377,True
11,5,10,5,0.44470359454454295,0.668332995960261,0.6653922479251421,0.7629163988969715,True
11,5,11,6,0.5355288460648993,0.8021511750349736,0.6676158593690901,0.7220880513906026,True
11,6,8,2,0.17970047700413241,0.26648533146803716,0.6743353415146083,0.807290645515941,True
11,6,9,3,0.26718250433446195,0.3996873805013843,0.668478709533679,0.8202678403767161,True
11,6,10,4,0.3512088100526829,0.5341847799808942,0.657466897625283,0.7943844532467186,True
11,6,11,5,0.44185242467408886,0.6680029511494298,0.6614528033353675,0.7518720566621043,True
11,7,9,2,0.18064964677667084,0.26683506852719296,0.6770086397330528,0.827831383342511,True
11,7,10,3,0.26432101311637646,0.40133078963000185,0.6586113499043057,0.8017093301317271,True
11,7,11,4,0.355200004515775,0.5351484842187598,0.6637410270054602,0.758804934345975,True
11,8,10,2,0.17156440142452725,0.2677001177503184,0.6408828014956045,0.7774800306866755,True
11,8,11,3,0.262226023915233,0.4015185008350331,0.6530857815265915,0.7358722936947424,True
11,9,11,2,0.1746700266416335,0.26831950645618274,0.6509777427238879,0.7477014387504479,True
10,0,3,3,0.11058926822580456,0.1809102940532737,0.6112933971200042,0.6140706439911876,True
10,0,4,4,0.1204584367230665,0.23992589525513303,0.5020651755617004,0.6079908630805662,False
10,0,6,6,0.2665263914288932,0.43392083321826597,0.6142281518316224,0.5925804233252547,True
10,0,7,7,0.30532601337826454,0.5667761425962492,0.5387065376105072,0.620305839601119,False
10,0,8,8,0.4498332626691149,0.7004055045929435,0.6422468980031013,0.6245052233267621,True
10,0,9,9,0.5315304390663751,0.8336066505920015,0.6376273973928815,0.6238138413682017,True
10,0,10,10,0.6271813088620583,0.9681052149191762,0.6478441590818406,0.6243558333583149,True
10,0,11,11,0.7068535889552513,1.1019235638024074,0.641472432548871,0.6513204177621343,True
10,0,12,12,0.79421503050248,1.2346248628174499,0.6432844942795484,0.6516621630501188,True
10,0,13,13,0.8742766453065804,1.3680437871436617,0.639070659523247,0.6444864275688872,True
10,0,14,14,0.9961926450731602,1.5009046951044298,0.6637281156641642,0.6405704358044509,True
10,0,15,15,1.0588846388196744,1.5864574758289394,0.6674522670495135,0.6566063824944007,True
10,0,16,16,1.1064507836028825,1.6754033608076493,0.6604085974075544,0.6477777212027805,True
10,0,17,17,1.159719593170034,1.7682471477431063,0.6558583140655628,0.6524515187765759,True
10,0,18,18,1.2476175257899056,1.8631574450279438,0.669625387333379,0.6648360392697743,True
10,0,19,19,1.3100487931712221,1.9620392185385065,0.6676975571095147,0.6565586884988525,True
10,0,20,20,1.3726043972616746,2.0609362991165185,0.6660101031992508,0.672950090611374,True
10,0,21,21,1.4552087251452097,2.162379090624381,0.6729665170435135,0.6623853705643367,True
10,1,3,2,0.12277073124573619,0.12123643569669164,1.0126553996760763,0.6441903605870489,False
10,1,4,3,0.1359553360719507,0.18025245975195175,0.7542495467692423,0.6378123708631831,True
10,1,6,5,0.28885185760955734,0.3742475248046038,0.7718203554194997,0.6216460602930242,True
10,1,7,6,0.321222099686688,0.5071025045457402,0.6334460918792683,0.6507313879877175,True
10,1,8,7,0.4741357939312965,0.6407326433263885,0.739990070538317,0.6551367484180465,True
10,1,9,8,0.5552300201410203,0.7739335012129425,0.7174130842906264,0.6544114546793757,True
10,1,10,9,0.6511557664458351,0.9084321409161985,0.7167907619264907,0.6549800309807552,True
10,1,11,10,0.7316369198949996,1.0422503456787653,0.7019781024092836,0.6832672085557601,True
10,1,12,11,0.8177432545284161,1.174951293172434,0.695980556198601,0.6836257162005236,True
10,1,13,12,0.8976451045783522,1.308369901025471,0.686078993314351,0.6760980161347991,True
10,1,14,13,1.019521905928116,1.4412303891816964,0.7073968975265512,0.6719899478343965,True
10,1,15,14,1.0791760981042082,1.5268890560881103,0.7067809503259244,0.6888124459974934,True
10,1,16,15,1.1237671819885524,1.6160760172457642,0.6953677735430782,0.6795507453176096,True
10,1,17,16,1.1744797707728252,1.7092565851579393,0.6871290015619864,0.6844537892488505,True
10,1,18,17,1.2612150629000254,1.8045544497107335,0.6989066265649095,0.6974457614270966,True
10,1,19,18,1.3210749836149729,1.9038629443990707,0.6938918515649523,0.6887624126462971,True
10,1,20,19,1.3812892466523505,2.003206697044029,0.6895390519064297,0.7059578010608328,True
10,1,21,20,1.4632881651758087,2.1050939083731537,0.6951177614240776,0.6948748892115247,True
10,2,4,2,0.12446291001473572,0.11997757386137242,1.037384787914997,0.6207651522326774,False
10,2,6,4,0.2492155386816455,0.3139725637133774,0.7937494147073055,0.60503092897115,True
