# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 85, mean observations per image: 684.35294117647061
208 0.76672249013782978 -0.16219865615967929 -0.54218120320285301 -0.30309695140391346 2.6091396453771032 -2.3743103639026573 7.7158530448221407 207 static_cam_edge_3.png
