camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 30, 33, 34, 37, 38]",[],16,0,0,,,,,,,,results/beintelli_bus_model/debug_moving_pose/R1_manual_fixed_world/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,pose_valid,manual_hfov_fallback,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 45]","[24, 25, 26, 27, 28, 29]",21,6,24,0.634426,-0.76459668,-0.73627918,2.91869010,1.51164853,1.49142735,-0.97769043,results/beintelli_bus_model/debug_moving_pose/R1_manual_fixed_world/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[24, 25, 26, 27, 28, 29]","[24, 25, 26, 27, 28, 29]",6,6,24,0.548092,-0.69046730,0.09476305,1.21046670,0.92986073,1.05058637,-1.39167831,results/beintelli_bus_model/debug_moving_pose/R1_manual_fixed_world/debug_images/moving_calib_camera_aruco_board_pose.png
