frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok
0,0,-5.483858472166091,1.081246084361037,2.2,0.0,0.24,-0.7200000000000002,/tmp/bus_manual_route/images/frame_000000.png,async
1,0,-5.483858472166091,1.081246084361037,2.2,0.0,0.24,-0.7200000000000002,/tmp/bus_manual_route/images/frame_000001.png,async
2,1,-5.483858472166091,1.081246084361037,2.2,0.0,0.24,-0.7200000000000002,/tmp/bus_manual_route/images/frame_000002.png,async
3,2,-5.363569555503547,0.9757445368456013,2.2,0.0,0.24,-0.7200000000000002,/tmp/bus_manual_route/images/frame_000003.png,async
4,3,-5.243280638841004,0.8702429893301655,2.2,0.0,0.24,-0.7200000000000002,/tmp/bus_manual_route/images/frame_000004.png,async
5,4,-5.243280638841004,0.8702429893301655,2.2,0.0,0.24,-0.7200000000000002,/tmp/bus_manual_route/images/frame_000005.png,async
6,5,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000006.png,async
7,6,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000007.png,async
8,7,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000008.png,async
9,8,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000009.png,async
10,9,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000010.png,async
11,10,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000011.png,async
12,11,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000012.png,async
13,12,-5.116881881801425,0.7721442930144161,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000013.png,async
14,13,-4.990483124761846,0.6740455966986667,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000014.png,async
15,14,-4.990483124761846,0.6740455966986667,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000015.png,async
16,15,-4.737685610682689,0.4778482040671679,2.2,0.0,0.24,-0.6600000000000001,/tmp/bus_manual_route/images/frame_000016.png,async
17,16,-4.605631912297141,0.3875054083239622,2.2,0.0,0.24,-0.6000000000000001,/tmp/bus_manual_route/images/frame_000017.png,async
18,17,-4.605631912297141,0.3875054083239622,2.2,0.0,0.24,-0.6000000000000001,/tmp/bus_manual_route/images/frame_000018.png,async
19,18,-4.473578213911592,0.2971626125807565,2.2,0.0,0.24,-0.6000000000000001,/tmp/bus_manual_route/images/frame_000019.png,async
20,19,-4.341524515526044,0.2068198168375508,2.2,0.0,0.24,-0.6000000000000001,/tmp/bus_manual_route/images/frame_000020.png,async
21,20,-4.341524515526044,0.2068198168375508,2.2,0.0,0.24,-0.54,/tmp/bus_manual_route/images/frame_000021.png,async
22,21,-4.341524515526044,0.2068198168375508,2.2,0.0,0.24,-0.54,/tmp/bus_manual_route/images/frame_000022.png,async
23,22,-4.341524515526044,0.2068198168375508,2.2,0.0,0.24,-0.54,/tmp/bus_manual_route/images/frame_000023.png,async
24,23,-4.341524515526044,0.2068198168375508,2.2,0.0,0.24,-0.54,/tmp/bus_manual_route/images/frame_000024.png,async
25,24,-4.341524515526044,0.2068198168375508,2.2,0.0,0.24,-0.42000000000000004,/tmp/bus_manual_route/images/frame_000025.png,async
26,25,-4.341524515526044,0.2068198168375508,2.2,0.0,0.24,-0.42000000000000004,/tmp/bus_manual_route/images/frame_000026.png,async
27,26,-4.195430285076075,0.14157814434801957,2.2,0.0,0.24,-0.42000000000000004,/tmp/bus_manual_route/images/frame_000027.png,async
28,27,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.36000000000000004,/tmp/bus_manual_route/images/frame_000028.png,async
29,28,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.36000000000000004,/tmp/bus_manual_route/images/frame_000029.png,async
30,29,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.36000000000000004,/tmp/bus_manual_route/images/frame_000030.png,async
31,30,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.36000000000000004,/tmp/bus_manual_route/images/frame_000031.png,async
32,31,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.36000000000000004,/tmp/bus_manual_route/images/frame_000032.png,async
33,32,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000033.png,async
34,33,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000034.png,async
35,34,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000035.png,async
36,35,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000036.png,async
37,36,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000037.png,async
38,37,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000038.png,async
39,38,-4.045686793287605,0.08521426702400517,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000039.png,async
40,39,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000040.png,async
41,40,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000041.png,async
42,41,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000042.png,async
43,42,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000043.png,async
44,43,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000044.png,async
45,44,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000045.png,async
46,45,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000046.png,async
47,46,-3.845549721961694,0.1907848722182878,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000047.png,async
48,47,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000048.png,async
49,48,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000049.png,async
50,49,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000050.png,async
51,50,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.24,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000051.png,async
52,51,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.3,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000052.png,async
53,52,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.36,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000053.png,async
54,53,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.36,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000054.png,async
55,54,-3.6926958837015973,0.14350163915247346,2.2,0.0,0.42,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000055.png,async
56,55,-3.5398420454415005,0.09621840608665913,2.2,0.0,0.42,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000056.png,async
57,56,-3.3869882071814037,0.0489351730208448,2.2,0.0,0.42,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000057.png,async
58,57,-3.3869882071814037,0.0489351730208448,2.2,0.0,0.42,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000058.png,async
59,58,-3.3869882071814037,0.0489351730208448,2.2,0.0,0.42,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000059.png,async
60,59,-3.234134368921307,0.0016519399550304625,2.2,0.0,0.42,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000060.png,async
61,60,-3.234134368921307,0.0016519399550304625,2.2,0.0,0.42,-0.30000000000000004,/tmp/bus_manual_route/images/frame_000061.png,async
62,61,-3.234134368921307,0.0016519399550304625,2.2,0.0,0.42,-0.24000000000000005,/tmp/bus_manual_route/images/frame_000062.png,async
63,62,-3.234134368921307,0.0016519399550304625,2.2,0.0,0.42,-0.24000000000000005,/tmp/bus_manual_route/images/frame_000063.png,async
64,63,-3.234134368921307,0.0016519399550304625,2.2,0.0,0.42,-0.18000000000000005,/tmp/bus_manual_route/images/frame_000064.png,async
65,64,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.42,-0.18000000000000005,/tmp/bus_manual_route/images/frame_000065.png,async
66,65,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.42,-0.18000000000000005,/tmp/bus_manual_route/images/frame_000066.png,async
67,66,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.42,-0.18000000000000005,/tmp/bus_manual_route/images/frame_000067.png,async
68,67,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.42,-0.18000000000000005,/tmp/bus_manual_route/images/frame_000068.png,async
69,68,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.42,-0.18000000000000005,/tmp/bus_manual_route/images/frame_000069.png,async
70,69,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.48,-0.12000000000000005,/tmp/bus_manual_route/images/frame_000070.png,async
71,70,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.48,-0.12000000000000005,/tmp/bus_manual_route/images/frame_000071.png,async
72,71,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.48,-0.06000000000000005,/tmp/bus_manual_route/images/frame_000072.png,async
73,72,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.48,-0.06000000000000005,/tmp/bus_manual_route/images/frame_000073.png,async
74,73,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.48,-5.551115123125783e-17,/tmp/bus_manual_route/images/frame_000074.png,async
75,74,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.48,0.05999999999999994,/tmp/bus_manual_route/images/frame_000075.png,async
76,75,-3.0767193780752073,-0.026992791793101416,2.2,0.0,0.48,0.05999999999999994,/tmp/bus_manual_route/images/frame_000076.png,async
77,76,-2.9178699963385886,-0.007838838626874328,2.2,0.0,0.48,0.11999999999999994,/tmp/bus_manual_route/images/frame_000077.png,async
78,77,-2.75902061460197,0.011315114539352761,2.2,0.0,0.48,0.11999999999999994,/tmp/bus_manual_route/images/frame_000078.png,async
79,78,-2.75902061460197,0.011315114539352761,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000079.png,async
80,79,-2.6016056237558702,0.03995984628748463,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000080.png,async
81,80,-2.6016056237558702,0.03995984628748463,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000081.png,async
82,81,-2.6016056237558702,0.03995984628748463,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000082.png,async
83,82,-2.6016056237558702,0.03995984628748463,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000083.png,async
84,83,-2.4441906329097707,0.06860457803561648,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000084.png,async
85,84,-2.4441906329097707,0.06860457803561648,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000085.png,async
86,85,-2.4441906329097707,0.06860457803561648,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000086.png,async
87,86,-2.4441906329097707,0.06860457803561648,2.2,0.0,0.48,0.17999999999999994,/tmp/bus_manual_route/images/frame_000087.png,async
