method,status,original_method_status,original_method_success,available_static_camera_count,available_static_cameras,registered_moving_frames,pose_frame_count,pose_frame_ids,marker_frame_count,marker_frame_ids,candidate_frame_count,candidate_frame_ids,inlier_frame_count,inlier_frame_ids,rejected_frame_ids,static_pose_file,anchor_marker_id,anchor_expected_size_cm,anchor_raw_reconstructed_size_units,anchor_scale_m_per_unit,reconstructed_markers_total,evaluated_non_anchor_markers,markers_with_moving_to_static_validation,marker_length_rmse_cm,marker_length_rmse_percent,median_absolute_size_error_cm,median_relative_size_error_percent,moving_fit_reprojection_rmse_px,moving_fit_reprojection_median_px,moving_to_static_reprojection_rmse_px,moving_to_static_reprojection_median_px,moving_to_static_reprojection_observations,error
AP03_SINGLE,NOT_AVAILABLE,MISSING,False,0,,0,0,,0,,0,,0,,{},,,,,,,0,,,,,,,,,,,FileNotFoundError: [Errno 2] No such file or directory: '/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/simulation/baseline/route2/methods/ap03/multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0/diagnostics/method/scale_single/02_colmap_sparse/sparse_txt/0/images.txt'
