t_dev_median_m,t_dev_mad_scaled_m,t_inlier_threshold_m,r_dev_median_deg,r_dev_mad_scaled_deg,r_inlier_threshold_deg,num_inliers,num_outliers
0.733970718,0.150867177,1.186572249,6.620636002,3.007000383,15.641637152,5,2
