method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP01,0,0,cam_edge_1,94.37223889771221
AP01,0,1,cam_edge_1,89.38667884610786
AP01,0,2,cam_edge_1,100.56353444057036
AP01,0,3,cam_edge_1,105.6406126524648
AP01,2,0,cam_edge_1,351.2151088129237
AP01,2,1,cam_edge_1,306.20394886927846
AP01,2,2,cam_edge_1,275.56972046679755
AP01,2,3,cam_edge_1,322.915812827562
AP01,2,0,cam_edge_3,759.0858172263152
AP01,2,1,cam_edge_3,605.2599153797939
AP01,2,2,cam_edge_3,534.8800211092677
AP01,2,3,cam_edge_3,688.0710740189862
AP01,5,0,cam_edge_5,255.37938857857503
AP01,5,1,cam_edge_5,260.09750865481385
AP01,5,2,cam_edge_5,255.21263996450693
AP01,5,3,cam_edge_5,250.2425543571369
AP01,6,0,cam_edge_1,141.45286182856162
AP01,6,1,cam_edge_1,151.16436488049348
AP01,6,2,cam_edge_1,146.2711758378424
AP01,6,3,cam_edge_1,133.11139118015473
AP01,7,0,cam_edge_5,178.9977698751945
AP01,7,1,cam_edge_5,166.97722062362547
AP01,7,2,cam_edge_5,183.81064265747113
AP01,7,3,cam_edge_5,195.00481894513084
AP01,8,0,cam_edge_5,87.00064374984892
AP01,8,1,cam_edge_5,88.1686844347614
AP01,8,2,cam_edge_5,85.39212674719495
AP01,8,3,cam_edge_5,83.42315279890889
AP01,9,0,cam_edge_5,313.4400695393174
AP01,9,1,cam_edge_5,273.9341309159156
AP01,9,2,cam_edge_5,276.0973525426155
AP01,9,3,cam_edge_5,315.4644298343467
AP01,10,0,cam_edge_1,84.48868882362827
AP01,10,1,cam_edge_1,76.26693792615214
AP01,10,2,cam_edge_1,80.83462712444732
AP01,10,3,cam_edge_1,87.35065160581559
AP01,10,0,cam_edge_5,171.81265129949736
AP01,10,1,cam_edge_5,145.16324910334544
AP01,10,2,cam_edge_5,142.1509656517866
AP01,10,3,cam_edge_5,169.06573384446597
AP01,12,0,cam_edge_5,622.6941715726982
AP01,12,1,cam_edge_5,628.7030580255333
AP01,12,2,cam_edge_5,548.5078369570433
AP01,12,3,cam_edge_5,542.5999016021864
AP01,15,0,cam_edge_0,752.0510885231218
AP01,15,1,cam_edge_0,676.442253680573
AP01,15,2,cam_edge_0,654.2661188396594
AP01,15,3,cam_edge_0,720.7944767894072
AP01,15,0,cam_edge_3,138.61263861307202
AP01,15,1,cam_edge_3,106.57509822989051
AP01,15,2,cam_edge_3,94.20599493635244
AP01,15,3,cam_edge_3,125.68837068446514
AP01,16,0,cam_edge_0,641.5348072859496
AP01,16,1,cam_edge_0,593.9101321180409
AP01,16,2,cam_edge_0,581.6813895861899
AP01,16,3,cam_edge_0,625.294786879196
AP01,16,0,cam_edge_3,112.93212101716388
AP01,16,1,cam_edge_3,90.61815158125647
AP01,16,2,cam_edge_3,97.6284374940262
AP01,16,3,cam_edge_3,116.7344708439687
AP01,17,0,cam_edge_5,566.4205165750524
AP01,17,1,cam_edge_5,496.5877681347792
AP01,17,2,cam_edge_5,496.4467729319894
AP01,17,3,cam_edge_5,565.070422873107
AP01,19,0,cam_edge_0,3536.209225349003
AP01,19,1,cam_edge_0,2501.0533334296024
AP01,19,2,cam_edge_0,2078.6247046861185
AP01,19,3,cam_edge_0,2782.746467991206
AP01,19,0,cam_edge_3,511.70757302343645
AP01,19,1,cam_edge_3,443.92937265508044
AP01,19,2,cam_edge_3,419.15773849019774
AP01,19,3,cam_edge_3,484.2697638292262
AP02,0,0,cam_edge_1,0.7645844996541495
AP02,0,1,cam_edge_1,1.2625595549578965
AP02,0,2,cam_edge_1,1.930844097074383
AP02,0,3,cam_edge_1,1.4461323198852685
AP02,2,0,cam_edge_1,1.1114480173917363
AP02,2,1,cam_edge_1,1.2558951784462307
AP02,2,2,cam_edge_1,2.4016327720814608
AP02,2,3,cam_edge_1,2.205594384190653
AP02,2,0,cam_edge_3,1.3825025665380388
AP02,2,1,cam_edge_3,0.3176478520166761
AP02,2,2,cam_edge_3,2.002570507325525
AP02,2,3,cam_edge_3,0.5122005780077526
AP02,3,0,cam_edge_1,0.09967120524653725
AP02,3,1,cam_edge_1,1.516825565271733
AP02,3,2,cam_edge_1,1.2594745022696177
AP02,3,3,cam_edge_1,0.18005582728341404
AP02,3,0,cam_edge_3,0.49793130630663074
AP02,3,1,cam_edge_3,0.4611508448649588
AP02,3,2,cam_edge_3,0.9999421749602972
AP02,3,3,cam_edge_3,0.08673479489064383
AP02,4,0,cam_edge_1,0.3461973167262576
AP02,4,1,cam_edge_1,2.728504054626866
AP02,4,2,cam_edge_1,1.2561780427272102
AP02,4,3,cam_edge_1,0.4532172088459695
