pair,method,root_cam,target_cam,root_marker,target_marker,root_frame,target_frame,translation_error_m,rotation_error_deg,est_x,est_y,est_z,gt_x,gt_y,gt_z,root_static_dist_m,target_static_dist_m,root_moving_dist_m,target_moving_dist_m,root_moving_score,target_moving_score
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,7,4,80,71,0.15952558548330562,4.041478999063328,1.913548559347918,-1.183652156728741,3.060281343477512,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9046833363634648,1.3094234602942378,2823.17067937,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,5,4,86,71,0.5854347786598832,18.48480867043551,2.164143353099221,-1.5325982561031195,3.4415694324064505,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.376474499708661,2.5437140555813604,1.710035453691913,1.3094234602942378,3090.73014588,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,2,4,17,71,1.2482692003086966,38.70071491624009,2.218493019700868,0.06397490142189238,3.1452476908722407,2.059231906455514,-1.1652968333631528,2.9979286618714744,2.602331886680298,2.5437140555813604,2.1430728361484084,1.3094234602942378,2141.61965946,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,1,4,21,71,1.3766243419257507,36.541583524603624,2.224771289220251,0.1950985531942569,3.1283728406212057,2.059231906455514,-1.1652968333631528,2.9979286618714744,1.394257733802751,2.5437140555813604,0.8455963795884772,1.3094234602942378,23385.3602348,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,8,4,91,71,1.448946448926701,54.30993857829227,2.3875995847669382,-2.2167712026401105,3.939216147420542,2.059231906455514,-1.1652968333631528,2.9979286618714744,6.0565977063003755,2.5437140555813604,1.2847717798575204,1.3094234602942378,8432.55774966,8734.75206768
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,6,4,82,71,1.5386028388078123,41.67405652314458,3.110114748183106,-0.5230093371532356,3.9201058253072185,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.616000810218128,2.5437140555813604,1.7116665880282342,1.3094234602942378,4136.08268979,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,7,4,80,71,0.19154083857977566,3.7880040551146235,1.9696433898357708,-1.1813394593282007,3.1664647846637806,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9046833363634648,1.3094234602942378,2823.17067937,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,1,4,21,71,0.32762137690311,3.7670157031704714,1.8627550957983194,-1.0986874286989075,3.251494859713658,2.059231906455514,-1.1652968333631528,2.9979286618714744,1.394257733802751,2.5437140555813604,0.8455963795884772,1.3094234602942378,23385.3602348,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,8,4,91,71,0.3594068953934999,8.342877779545468,1.7301519278171544,-1.0515152523432736,2.9088588244606663,2.059231906455514,-1.1652968333631528,2.9979286618714744,6.0565977063003755,2.5437140555813604,1.2847717798575204,1.3094234602942378,8432.55774966,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,5,4,86,71,0.3964842677905925,9.463322884391472,1.7557361139219398,-0.9220784978299794,2.9208902313297456,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.376474499708661,2.5437140555813604,1.710035453691913,1.3094234602942378,3090.73014588,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,2,4,17,71,0.7118391336911876,9.564672531488831,1.506207313950282,-1.2094694329682298,3.4439415919337906,2.059231906455514,-1.1652968333631528,2.9979286618714744,2.602331886680298,2.5437140555813604,2.1430728361484084,1.3094234602942378,2141.61965946,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,6,4,82,71,1.5900095078536514,42.473476042323824,3.1312806192942704,-0.353651216921665,3.8464999232733046,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.616000810218128,2.5437140555813604,1.7116665880282342,1.3094234602942378,4136.08268979,8734.75206768
