approach,evaluation,entity_type,entity_id,marker_id,used_for_alignment,alignment_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_local_x_m,est_local_y_m,est_local_z_m,est_local_roll_deg,est_local_pitch_deg,est_local_yaw_deg,est_local_rvec_x,est_local_rvec_y,est_local_rvec_z,est_gt_aligned_x_m,est_gt_aligned_y_m,est_gt_aligned_z_m,est_gt_aligned_roll_deg,est_gt_aligned_pitch_deg,est_gt_aligned_yaw_deg,est_gt_aligned_rvec_x,est_gt_aligned_rvec_y,est_gt_aligned_rvec_z,gt_world_x_m,gt_world_y_m,gt_world_z_m,gt_world_roll_deg,gt_world_pitch_deg,gt_world_yaw_deg,gt_world_rvec_x,gt_world_rvec_y,gt_world_rvec_z
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_0,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,3.9700299044966934,0.8136040844529618,0.10366478648725641,-3.666440965649831,-1.5190792277051557,0.6086013120370422,-1.7744172189731964,2.068190691312379,-112.30748910942056,-1.6335303225938491,-0.09788092246737502,-1.960006811602804,-0.01706407665547998,-0.029064752087726475,0.5888445778648725,-1.2712196696564984,2.4721375077229486,-112.39070849609548,-1.720277316117078,-0.15050250292289244,-1.961456811851336,-0.017140869602562347,-0.031172564308709155,0.58780793,-1.23455526,2.4873283,-112.76486179960601,-1.4967437177574447,-0.8270999103481541,-1.9681387137868624,-0.0028859165404719407,-0.03515086081927826
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_1,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,8.960815855620769,1.3069095051896653,-8.407236748338098,3.0322929261082487,0.6479125450332912,-4.040561076150456,0.4976420029602838,2.144407121708714,-105.7485833007013,0.19255040248829142,-115.39310572404447,-1.1156296737580664,1.7694956139766547,-1.336552736598636,-4.058239687483381,1.0054094292610825,2.5380218054503327,-105.63460960213582,0.15440999197198527,-115.44781749148609,-1.1144114104801566,1.7684553824693265,-1.3391194743503971,-3.97416732,0.9750865,2.53154268,-106.36411375666104,0.7680855225263834,-114.55965647612422,-1.1237817096415734,1.7685660170005004,-1.312074204858069
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_3,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,3.2221540491383522,1.475904993078411,-2.7008766542097273,0.6020760319732199,-1.6507714762640013,-3.234859178561663,-1.5640385434487356,2.039871928327948,-109.07310371157863,1.216257683197887,-60.978093512258525,-1.6865618955427035,1.0102759775259276,-0.692545073706977,-3.2543645965420973,-1.0571934996802679,2.43770318523736,-109.03779254679439,1.1013742320523858,-61.032436243507426,-1.6866801789735466,1.0098071979007628,-0.6952384905782625,-3.22735583,-1.06321426,2.4542109,-109.39044886225861,1.9674295291124646,-59.89995245682555,-1.692187338487859,1.002617043578016,-0.6660823965823887
AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_5,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,5.663855075603867,0.5966263361046228,5.530773584708548,0.8996247109896216,-0.8249080260915864,5.931959927774345,0.35925317608053925,2.121622344549873,-109.14451813903665,3.9093324374758542,113.35176428401357,-1.2345020414700223,-1.7818559140997197,1.3287920895578809,5.914166605847085,0.8574157871098962,2.5305124897390843,-109.19111529129495,4.0201641194750986,113.2934855726939,-1.2373059062048064,-1.7814257389069452,1.3291790461270478,5.85885887,0.84841954,2.53876157,-109.27065188151681,4.073179111337627,113.87681919175743,-1.2313021612026054,-1.7910646821584102,1.3345656694891888
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_000,0,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,5.360975006023717,1.9357140693938009,-5.169240272749143,-0.2588606089105494,-1.397139650483692,-2.5855832023454544,-0.026958598279083642,0.769448627719974,65.2702281480611,-0.11614454948642552,89.6793682773217,0.8890737379855705,0.8813180468776072,1.3793132536419588,-2.6016924027274912,0.4774113939108945,1.166028603495163,65.18315668482043,-0.03330041983665887,89.62442497520095,0.8871364419400493,0.8805393433797117,1.3781951208930303,-2.55,0.48,1.18,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_001,1,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,4.678952893438374,0.8309163838771932,-4.52351895407519,-0.6242428932372923,1.0201457059561214,-2.2774416069118546,-1.0360056974502403,1.24168920383117,0.6563524195379852,-0.2886791038244482,-89.95652548121649,0.00504437627824542,-0.012950904025621981,-1.5699863588486,-2.295235189540752,-0.531242428932373,1.640201457059561,0.7428974764969453,-0.3720744201334751,-90.01208136820354,0.005081695739335543,-0.015284550660303249,-1.570935074083546,-2.25,-0.525,1.63,-1.8363890085664206e-07,-0.0,-90.0000001836389,-2.5172823638819805e-09,2.517282371950131e-09,-1.57079633
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_002,2,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,4.300581768282545,1.0814760696935632,-4.152800333156104,-0.5637916282187461,0.9650864927940983,-1.1245388135441718,-1.033519671647254,0.7093983655874634,68.05846525623703,0.10322012905761661,-89.7468364378121,0.9255532310694412,-0.9190174477197117,-1.3636596574371307,-1.1415280033315611,-0.5306379162821875,1.109650864927941,68.14470270582036,0.019508197675881852,-89.80180093358534,0.9252570695943139,-0.9215978545684058,-1.3631119842626584,-1.1,-0.525,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_003,3,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,2.0452727757645164,0.9756619334978407,-2.017951882765079,0.24390550062365346,-0.22698245062975353,0.09466317848796463,0.7111832646947571,0.39817154881617506,89.7853746763487,-0.6732971921552995,0.5912166975883002,1.5670762359350254,-0.0011570319481222348,0.01732262582302148,0.07982048117234922,1.2124390550062365,0.7977301754937025,89.70114811766764,-0.7590384993330044,0.5372126027425403,1.5656050422553498,-0.003084927354410686,0.017748041721443494,0.1,1.21,0.8,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_004,4,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,2.1059365586495864,0.707577951875867,-1.8543117766086081,0.12305432633823443,0.9906332605747359,0.698132061443262,0.7087905752611698,1.609434706761562,90.15707933266984,-0.1900133262654261,0.7021750519434702,1.5735351506500133,0.007040033736998075,0.012224850316279916,0.6814568822339139,1.2112305432633823,2.0099063326057474,90.07269329954518,-0.27559189608779117,0.6474610694473043,1.5720706971110152,0.005106449580142443,0.01265194344775331,0.7,1.21,2.0,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_005,5,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,1.9333533734029875,0.27386031440798164,0.8351121688618957,-0.7768731252057348,1.5610608826053474,1.9257831955855484,-1.4877244101894602,0.7100867556174054,66.9507819531226,-0.024049142246430948,-90.1929845147983,0.9064934183627635,-0.9101293576932695,-1.375713991303818,1.9083511216886189,-0.9877687312520573,1.1156106088260536,67.03766877217485,-0.10708688785523678,-90.24814080284736,0.9062079026148725,-0.912712970273835,-1.3751933801655356,1.9,-0.98,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_006,6,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,1.67682332982559,1.0130476533630115,-0.2624878198912217,0.8540603342779063,1.4189494597304453,1.9837768841771914,0.00824881565594635,0.9807542913587083,67.31052574316924,0.10174343803971865,-88.98195963237666,0.9201708800191819,-0.9015564586253052,-1.356772810530504,1.9673751218010878,0.5085406033427791,1.3841894945973046,67.39563801881494,0.016887766837488778,-89.03692837633416,0.9198667684396875,-0.9041336795615541,-1.3562433711253337,1.97,0.5,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_007,7,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,1.7928246826024317,1.1472430496613537,-0.46391549961248835,1.2248309244076827,1.2242515911292218,1.9813385858809542,0.4469567484374624,0.9794490441841709,67.2774641610627,0.055276784730435916,-88.8330518744038,0.9200038028126952,-0.9001478519625165,-1.3542916406796104,1.965360845003875,0.9472483092440769,1.3822425159112923,67.3623556234228,-0.02979974911711781,-88.88808985723817,0.9196967915692498,-0.9027240273799633,-1.3537633898534542,1.97,0.935,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_008,8,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,2.7681664484296897,0.8079885461674837,1.254174137653008,0.12641932672287082,2.4645102703144017,2.6800094590565484,-1.0234306414915493,1.0286571465601815,66.58010116457312,-0.24013149790407526,-90.55753939141077,0.8965177293269377,-0.911081526790125,-1.3812579334614208,2.66254174137653,-0.5237358067327713,1.434645102703144,66.66751579872606,-0.32261448191365133,-90.61302552978755,0.8962362871309507,-0.9136663572466656,-1.3807475334081862,2.65,-0.525,1.41,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_009,9,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,4.2531874341751355,0.44423058511392227,4.053854547618441,0.03654648556198903,-1.2862857425051333,3.0770002855268515,-0.018908007958719164,1.0020100084761443,67.53084193440098,0.17218442490119043,90.07791247081637,0.9129043260406863,0.9182648904763016,1.3690295418629879,3.0605385454761844,0.4803654648556199,1.4071371425749486,67.44434798250283,0.2556318766000296,90.02253269808404,0.9109883486183356,0.9174588519055223,1.3679029951209594,3.02,0.48,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_010,10,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,4.4335651035481005,0.6491613009480243,4.309500294782653,-0.9011270400065108,-0.522184636347256,3.0809786303636844,-1.4882911628163658,1.007507974322887,67.30351184971153,0.290997103419977,90.5679995404309,0.9053312475457386,0.9213542256107581,1.3765197808034575,3.0630950029478266,-0.9890112704000651,1.4147781536365274,67.21773385619419,0.375181194163536,90.51244401576189,0.9034153832049815,0.9205578033903447,1.3753835027842185,3.02,-0.98,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
