camera_a,camera_b,ap01_distance_m,ap02_distance_m,ap03_distance_m,simulation_gt_reference_m,ap01_vs_simulation_gt_cm,ap02_vs_simulation_gt_cm,ap03_vs_simulation_gt_cm,measured_real_reference_m,ap01_vs_measured_real_cm,ap02_vs_measured_real_cm,ap03_vs_measured_real_cm
cam_edge_0,cam_edge_1,4.469362426715389,4.969723697161792,1.556480487197224,5.069131069576643,59.976864286125405,9.940737241485031,351.2650582379419,,,,
cam_edge_0,cam_edge_3,3.8185490582302926,3.770836183820884,3.731270674138793,3.819152918656321,0.06038604260285574,4.831673483543719,8.788224451752802,,,,
cam_edge_0,cam_edge_5,5.572033075827539,5.54753861858774,5.539026469603137,5.667927964501032,9.58948886734925,12.038934591329209,12.890149489789504,,,,
cam_edge_1,cam_edge_3,1.4210676641546978,2.088868522318703,2.190710050500627,2.1721826797050396,75.11150155503418,8.331415738633652,1.8527370795587306,,,,
cam_edge_1,cam_edge_5,9.349302241149484,9.663734232558495,6.992461021591866,9.833844654272019,48.454241312253465,17.011042171352386,284.1383632680153,,,,
cam_edge_3,cam_edge_5,9.15549560785692,9.124182619140736,9.07712530067877,9.285515073252316,13.001946539539588,16.133245411158015,20.838977257354685,,,,
