method,label,anchor_marker_id,camera,translation_error_cm,rotation_error_deg,delta_x_m,delta_y_m,delta_z_m,estimated_qx,estimated_qy,estimated_qz,estimated_qw,gt_qx,gt_qy,gt_qz,gt_qw,evaluation,estimated_x_m,estimated_y_m,estimated_z_m,estimated_roll_deg,estimated_pitch_deg,estimated_yaw_deg,estimated_rvec_x,estimated_rvec_y,estimated_rvec_z,gt_x_m,gt_y_m,gt_z_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z
ap01,root_cam_edge_1,2,cam_edge_0,13.142125230993454,3.8298449732258772,0.10551887350104583,-0.0347709176633515,0.07020182461040592,-0.692425173976533,-0.28241682038796145,0.6633215319631945,0.02815427568811715,-0.7121184110590297,-0.28104899971875236,0.6432700570139688,0.010122358277440508,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.8150741280914469,1.9003064324645904,-0.9441211403521432,-105.97566401793198,64.51508140732291,95.26854867869035,-2.1371704246203405,-0.8716795671685393,2.0473420282862786,0.709555254590401,1.935077350127942,-1.0143229649625491,-114.60721445347556,65.57164993265224,88.00037068061702,-2.222882970666229,-0.8772965643010221,2.0079723162182286
ap01,root_cam_edge_1,2,cam_edge_1,61.88516779624486,5.8125636850651174,0.5058508393873562,-0.18717521728651854,0.3034102266598637,-0.9829726116716891,0.08341723947885997,-0.1492876926331231,0.06722792343471133,-0.9754192658323849,0.07765681310148832,-0.19810548192186334,0.05727908217174887,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-0.9942356514006403,0.012109431367441581,3.508162617167754,-170.57646823735783,-16.39606015775988,-11.06187636505937,-2.9625356713824607,0.2514073582824448,-0.44993126916513326,-1.5000864907879965,0.19928464865396012,3.20475239050789,-171.1468324269116,-22.183589468976862,-10.842798642139067,-2.9574220452360946,0.23545154281234812,-0.6006458351198041
ap01,root_cam_edge_1,2,cam_edge_3,28.690564527688757,1.6403986856782473,-0.258020812311346,0.0899673493798323,-0.08744132748024569,-0.9688704693631672,-0.07446348747567916,0.2347950158586845,0.02482948160706583,-0.9652368381337351,-0.07823158257259222,0.2481115058958523,0.0252655187928097,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.2801934545070497,0.5088468068758898,2.3993377101228326,-174.65806967602202,26.825460546896643,10.064519568883162,-2.9966021505692977,-0.2303067889510245,0.7261933062399464,0.5382142668183957,0.4188794574960575,2.4867790376030783,-174.28718700626004,28.36062670222871,10.711882714775717,-2.9845540918631337,-0.24189544022314646,0.7671715178127015
ap01,root_cam_edge_1,2,cam_edge_5,41.860779082204395,2.7366768328914355,0.39024040935781457,-0.10101866356841827,0.11287220672959375,-0.18532340283949314,0.35951691936037206,-0.9140771227677674,0.029425069009577413,-0.20551813855180318,0.3587586425476966,-0.9095857781538231,0.041330900109240086,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-0.9831791529460482,3.9340757820299808,-5.736381111577142,-44.80144911120647,-18.520391609159475,-168.62301812550325,-0.5715502462032178,1.1087751499609824,-2.819077334874547,-1.3734195623038628,4.035094445598399,-5.849253318306736,-45.49723559350537,-20.13401299401617,-166.2820457703095,-0.6291985763046304,1.0983479546798944,-2.784718082180698
ap02,ap02_configured_defaults_nonbaseline,2,cam_edge_0,4.757227624240437,1.083131322710577,-0.023547724954278038,0.036173989392660255,-0.020001715120984143,-0.705503156689744,-0.28276279201067545,0.6497643715640267,0.010805591198075214,-0.7121184110590297,-0.28104899971875236,0.6432700570139688,0.010122358277440508,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.686007529636123,1.9712513395206022,-1.0343246800835333,-112.09724463826225,65.60376328002687,90.5960819239801,-2.2012849956724274,-0.8822660614419813,2.0273708888242705,0.709555254590401,1.935077350127942,-1.0143229649625491,-114.60721445347556,65.57164993265224,88.00037068061702,-2.222882970666229,-0.8772965643010221,2.0079723162182286
ap02,ap02_configured_defaults_nonbaseline,2,cam_edge_1,9.17442796096495,1.4319364898034206,0.06882870783333717,0.004922164453177669,0.0604598554098712,-0.9776983089085892,0.0797386430395767,-0.18607756010125392,0.05588297764307277,-0.9754192658323849,0.07765681310148832,-0.19810548192186334,0.05727908217174887,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-1.4312577829546593,0.20420681310713779,3.2652122459177613,-171.4526968672937,-20.789973458179894,-10.895929852525434,-2.966835682712573,0.24196774128103016,-0.5646542906234168,-1.5000864907879965,0.19928464865396012,3.20475239050789,-171.1468324269116,-22.183589468976862,-10.842798642139067,-2.9574220452360946,0.23545154281234812,-0.6006458351198041
ap02,ap02_configured_defaults_nonbaseline,2,cam_edge_3,6.498293222885911,1.3747240288944689,0.06474629771373686,-0.003307525973814396,-0.004445074280278405,-0.962306232559542,-0.07674026667627508,0.259513177170366,0.027028820219483128,-0.9652368381337351,-0.07823158257259222,0.2481115058958523,0.0252655187928097,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.6029605645321325,0.4155719315222431,2.4823339633228,-173.93070136025497,29.6904512487895,10.729047796500659,-2.972233742014502,-0.2370243507409716,0.8015471536867845,0.5382142668183957,0.4188794574960575,2.4867790376030783,-174.28718700626004,28.36062670222871,10.711882714775717,-2.9845540918631337,-0.24189544022314646,0.7671715178127015
ap02,ap02_configured_defaults_nonbaseline,2,cam_edge_5,15.884728700789843,1.509665509818507,-0.15024030309499503,0.044283783517649944,-0.026443495099090164,-0.21657958683217052,0.35987769200234776,-0.9068457298452689,0.034815968004226434,-0.20551813855180318,0.3587586425476966,-0.9095857781538231,0.041330900109240086,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-1.5236598653988578,4.079378229116049,-5.875696813405826,-45.898623394805355,-21.57689400829575,-166.3768454245996,-0.665724536485456,1.1061957094108386,-2.7874716264597854,-1.3734195623038628,4.035094445598399,-5.849253318306736,-45.49723559350537,-20.13401299401617,-166.2820457703095,-0.6291985763046304,1.0983479546798944,-2.784718082180698
ap03_multi,ap03_configured_defaults_nonbaseline,2,cam_edge_0,2.924887869662198,1.4749829694777976,-0.016351507273444366,0.008550074314429112,-0.022694081697965718,-0.7042340663542077,-0.28030425189977587,0.652116659694966,0.015091994613185092,-0.7121184110590297,-0.28104899971875236,0.6432700570139688,0.010122358277440508,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.6932037473169567,1.943627424442371,-1.0370170466605149,-111.06951005154937,65.50878355511946,91.05781771260978,-2.1914087497187316,-0.8722400967856275,2.0292317883612894,0.709555254590401,1.935077350127942,-1.0143229649625491,-114.60721445347556,65.57164993265224,88.00037068061702,-2.222882970666229,-0.8772965643010221,2.0079723162182286
ap03_multi,ap03_configured_defaults_nonbaseline,2,cam_edge_1,9.170358477864342,1.4487692655080813,0.07216924916892897,-0.0005342270428057017,0.05657615696663765,-0.9777150574271766,0.07954410931696691,-0.1858315496127209,0.05668012280930748,-0.9754192658323849,0.07765681310148832,-0.19810548192186334,0.05727908217174887,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-1.4279172416190675,0.19875042161115442,3.2613285474745277,-171.36492610246225,-20.75443789365124,-10.886537394396688,-2.965456290077618,0.24126106836621955,-0.5636359320721218,-1.5000864907879965,0.19928464865396012,3.20475239050789,-171.1468324269116,-22.183589468976862,-10.842798642139067,-2.9574220452360946,0.23545154281234812,-0.6006458351198041
